sigla;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
FP;Frontal pole, cerebral cortex;751.0;1814238.8930395553;0.00041394769061630195;0.00012691514434107733;0;0
M1;Primary motor area;24221.0;47920888.79194139;0.000505437203077776;0.00017074837097491038;0;0
M2;Secondary motor area;24084.0;56374280.91898616;0.0004272160922923419;0.00020135131742798277;0;0
S1;primary somatosensory area;96750.0;126412029.21219386;0.0007653543780837225;0.00025823605560896357;0;0
SS;Supplemental somatosensory area;31818.0;49975821.657608956;0.0006366678714757184;0.0002452671218245498;0;0
GA;Gustatory areas;3375.0;7681660.410658386;0.0004393581360765638;0.00015946945372073083;0;0
VA;Visceral area;7182.0;13368950.975518737;0.000537214925325981;0.00029957869864417983;0;0
AuA;auditory area;16801.0;33824828.556745425;0.000496706139154976;0.0001953065638821434;0;0
ViA;visual area;40066.0;51091885.16607666;0.0007841949826232388;0.0002308876465181501;0;0
dACC;Anterior cingulate area, dorsal part;7751.0;13292453.644044355;0.0005831128102878743;0.00021312182423577795;0;0
Vacc;Anterior cingulate area, ventral part;7464.0;10289727.37046154;0.000725383650243904;0.0002885865422217679;0;0
PL;Prelimbic area;6371.0;10064841.404807907;0.0006329955678145725;0.00017126379138034307;0;0
IL;Infralimbic area;2569.0;2859115.7634082576;0.0008985295498974759;0.0001917884763645944;0;0
OA;orbital area;7865.0;11818585.72196601;0.0006654772563338201;0.00018859767946330014;0;0
AU;agranular insular area;16226.0;35547330.994935974;0.0004564618368200846;0.00017754792042761755;0;0
RS;retrosplenial area;19118.0;58906279.90672058;0.0003245494373481704;0.00020326581390910943;0;0
AA;Anterior area;6397.0;7933899.32832878;0.0008062870141493821;0.00041937089144605165;0;0
TeAA;Temporal association areas;7103.0;17233639.16364745;0.00041215902993855364;0.00018173709068723695;0;0
Prh;Perirhinal area;2096.0;4237315.046190183;0.000494652858508724;0.00031640455868393386;0;0
Ech;Ectorhinal area;5479.0;9774851.49645345;0.0005605200244717695;0.000231863689496515;0;0
aOn;Anterior olfactory nucleus;16254.0;15720958.315886568;0.0010339064370888111;0.00011929229127912656;7;8
TT;taenia tecta;2829.0;6007713.4494951;0.0004708946296760799;0.00015506317877225122;0;0
DPA;Dorsal peduncular area;1208.0;1598860.145846251;0.0007555382521343823;0.00022526643151418973;5;9
PC;Piriform area;31964.0;61806447.723984234;0.0005171628717887995;0.00016879556834017325;44;54
CCA;central amygdalar area;8894.0;24725670.847780563;0.00035970712603732437;0.0001005601859399065;0;0
PAA;Piriform-amygdalar area;3241.0;8047791.988742861;0.00040271915632678697;0.00010963423318932838;26;24
CA1;Field CA1;16059.0;66119531.71851045;0.00024287830815813557;5.738993631718373e-05;24;21
CA2;Field CA2;416.0;3300929.750830853;0.00012602509941185257;7.93651660425249e-05;22;21
CA3;Field CA3;9728.0;44109777.89611661;0.00022054067066287463;7.40373998164268e-05;27;24
DG;Dentate gyrus;5637.0;46042718.365818724;0.00012242978260347038;0.0001280789779582928;0;0
FC;Fasciola cinerea;97.0;449039.75853353785;0.0002160165066825709;9.6675808455413e-05;10;11
IG;Induseum griseum;35.0;566691.7487385304;6.1761972144311e-05;6.297824479881011e-05;14;21
lpEC;Entorhinal area, lateral part;6194.0;16890612.55941721;0.0003667125735204074;0.00014459049120867234;0;0
Sub;Subiculum;1159.0;6544775.043877562;0.00017708782841729744;7.419927800668801e-05;14;9
proSub;Prosubiculum;1564.0;5887164.3586182585;0.000265662703591832;0.00012315869776902526;13;7
Clst;Claustrum;1638.0;2191783.627778057;0.0007473365432793834;0.0002775354151784509;21;29
dEPn;Endopiriform nucleus, dorsal part;5818.0;9300106.013415942;0.0006255842666317134;0.00020790085323853493;41;52
vEPn;Endopiriform nucleus, ventral part;2509.0;5729406.193404866;0.0004379162369196508;0.0001062309741631479;33;31
LAn;Lateral amygdalar nucleus;2124.0;5949815.995668831;0.00035698582973761974;0.00013248425478824163;20;17
BLA;basolateral amygdalar nucleus;5949.0;13317675.725923643;0.0004466995684855068;0.00016828121432829103;0;0
BMe;basomedial amygdalar nucleus;4757.0;10225696.770399516;0.00046520057330177853;0.00010823721965631839;0;0
PAn;Posterior amygdalar nucleus;3294.0;7265706.675424734;0.0004533626455278614;0.00012602186706582157;19;12
DLS;DLS;29958.0;112629558.90244691;0.0002659870134619621;9.35948106945796e-05;33;39
DMS;DMS;12762.0;31067713.999436572;0.00041078014302022497;;32;39
NACC SHELL;NACC_SHELL;6297.0;10747988.037895542;0.0005858770941871046;0.00017689206820413662;9;16
NACC CORE;NACC_CORE;4774.0;6749927.795407135;0.0007072668248760203;;9;16
FStr;Fundus of striatum;774.0;2389749.212546515;0.0003238833581098772;6.882368198993078e-05;7;9
OT;Olfactory tubercle;3314.0;15413077.699028132;0.00021501221655483924;8.266327495245884e-05;15;22
LSN;lateral septal nucleus;10970.0;16811843.416329954;0.0006525161892326715;0.00026366215054383576;0;0
