sigla;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
FP;Frontal pole, cerebral cortex;87.0;616973.7728;0.00014101085627217118;7.221643913859829e-05;0;0
M1;Primary motor area;2794.0;47657141.312;5.862710022215443e-05;4.611155196150068e-05;0;0
M2;Secondary motor area;2793.0;26125406.208;0.00010690742864486985;7.172808878191113e-05;0;0
S1;primary somatosensory area;13316.0;111113527.92320001;0.00011984139329284745;7.724969585372291e-05;0;0
SS;Supplemental somatosensory area;3842.0;35316712.5696;0.0001087870223602614;7.262550279532091e-05;0;0
GA;Gustatory areas;1088.0;9212948.518399999;0.00011809465751676116;9.878689463677525e-05;0;0
VA;Visceral area;1535.0;9416532.083199998;0.00016301117932137545;9.762165551091839e-05;0;0
AuA;auditory area;2553.0;15713387.5712;0.0001624729224320299;0.00010380417590187066;0;0
ViA;visual area;5019.0;16830098.7008;0.00029821571989719985;7.897035344041215e-05;0;0
dACC;Anterior cingulate area, dorsal part;2188.0;14155318.777600002;0.00015457087433893663;0.0001139905517929732;0;0
Vacc;Anterior cingulate area, ventral part;2915.0;12235032.902400002;0.00023825027878986732;0.00012316233204857585;0;0
PL;Prelimbic area;1710.0;7780207.8464;0.00021978847271943237;8.668244547622642e-05;0;0
IL;Infralimbic area;1113.0;3700425.4848;0.00030077622278081224;7.436621736994897e-05;0;0
OA;orbital area;1732.0;8622650.5024;0.00020086631129464437;7.461349498964159e-05;0;0
AU;agranular insular area;6037.0;35291648.339200005;0.00017106030134881616;0.00010458855143892523;0;0
RS;retrosplenial area;3882.0;29176351.7056;0.000133052961493294;0.00010072502757998977;0;0
AA;Anterior area;1010.0;3693854.7008;0.00027342710577686185;0.00011660704666595068;0;0
TeAA;Temporal association areas;1160.0;5792135.641600001;0.0002002715529775759;9.182429811836709e-05;0;0
Prh;Perirhinal area;222.0;1364758.4192000001;0.00016266615166230877;0.00020251208443783708;0;0
Ech;Ectorhinal area;946.0;3497157.8752000006;0.0002705053742950906;0.00010824698921896749;0;0
aOn;Anterior olfactory nucleus;4714.0;12037417.6384;0.00039161223292295605;7.047334474756379e-05;6;8
TT;taenia tecta;1502.0;5970671.2384;0.0002515630052346511;0.00010018413175966426;0;0
DPA;Dorsal peduncular area;1064.0;2658128.7743999995;0.0004002815853946614;0.0001789316678964033;7;9
