png_finale, scala_png
F81_s001.png, 0.71532
F81_s002.png, 0.88776
F81_s003.png, 0.92453
F81_s004.png, 0.82542
F81_s005.png, 0.82541
F81_s006.png, 0.92274
F81_s007.png, 0.92609
F81_s008.png, 0.92437
F81_s009.png, 0.92445
F81_s010.png, 0.95585
F81_s011.png, 0.92606
F81_s012.png, 0.93678
F81_s013.png, 0.93326
F81_s014.png, 1.02152
F81_s015.png, 0.99379
F81_s016.png, 0.99554
F81_s017.png, 0.92447
F81_s018.png, 0.99554
F81_s019.png, 1.02003
F81_s020.png, 1.07863
F81_s021.png, 0.99508
F81_s022.png, 1.09297
F81_s023.png, 1.10005
F81_s024.png, 1.10081
F81_s025.png, 1.05352
F81_s026.png, 1.09014
F81_s027.png, 1.00915
F81_s028.png, 1.09024
F81_s029.png, 1.10195
F81_s030.png, 1.09893
F81_s031.png, 1.08352
F81_s032.png, 1.12141
F81_s033.png, 1.07763
F81_s034.png, 1.08264
F81_s035.png, 1.08984
F81_s036.png, 1.17225
F81_s037.png, 1.2492
