FP,PL,IL,dACC,Vacc,OA,AU,M2,M1,S1,SS,GA,AuA,RS,AA,ViA,TeAA,Prh,lpEC,Ech,VA,aOn,TT,DPA,FC,IG,CA1,CA2,CA3,DG,proSub,Sub,Clst,dEPn,vEPn,PC,PAA,LAn,BLA,BMe,CCA,PAn,aAA,CA,IAn,MAn,LSN,SFn,DLS,DMS,NACC SHELL,NACC CORE,FStr,OT,MGCn,Gpe,Gpi,SubInn,MSn,DBn,TnS,BNST,VALCT,VMT,VPLT,VPMT,PTTn,MGC,dLGC,LPT,PCT,PlnT,EnT,AVT,AMn,IADT,IMDT,MDT,SMT,pRE ,PVT,PT ,RE,XiT,Rh,CMT,PCn,CLT,RT,IGLLGC,vlLGC,subGn,MHb,LHb,SON,PVH,IPVH,ArH,ADPO,AVPO,AVPV,DMH,MePO,MPA,PSN,SPZ,SCN,AHN,SMN,MPO,VMHn,PHn,LHA,LPO,PSTN,STN,ZI ,FF,TN ,reSN,cSN,VTA,PAG,SCO,PreCN,APTN
2.659064488,2.524525083,1.089490793,3.522922758,2.549214789,3.853394448,2.468621258,3.946620449,3.694646908,2.003274996,1.722740792,3.634434994,0.987878704,-0.158951655,1.780001146,1.873722627,1.362068247,1.755522488,0.472147961,2.061756594,1.735042851,1.710593726,2.236092102,1.217987834,-2.278755444,-0.266085432,-2.9914602,-2.277581108,-2.177528282,-2.532107375,-0.909133493,-0.775932163,2.867173125,0.861599471,-0.463079188,1.494657751,0.369142184,-1.85055876,-0.535818321,0.715816858,-1.328730988,-0.924986877,0.116570666,-2.445491626,-0.667404245,-1.534590586,0.96974787,-0.596073769,2.777788613,4.214555725,3.518720878,3.39676834,0.208256535,1.960185069,0.294572136,0.053344289,-0.766609616,0.728849612,0.634710151,0.24992725,-0.690928637,0.378469082,0.385381674,-2.126013573,-0.133900239,2.028511913,0.079232662,0.985012901,-0.256684042,-0.848514056,0.798881121,-0.073880884,0.494076277,-1.906311278,-3.048556869,-1.176191459,-1.397814423,-0.907080286,-0.401892584,-3.493657565,-4.125102216,-1.494352746,-2.457091571,-1.786410685,0.544033737,-1.71105886,0.45301162,-1.449473639,-1.039915586,-1.352546961,-2.545208827,-3.203675667,-2.689250787,-2.3002562,0.196559785,0.023321364,-3.818468791,1.348800805,-1.232114548,-0.1526561,-0.913191868,-0.775146956,1.701913341,0.08751054,-1.533433617,-3.462538518,-0.038247527,-1.45955038,-1.777747542,1.263744563,-1.290583577,-1.590292394,-2.598740631,0.463740772,-4.390805005,-0.179029874,-3.837802887,-1.687093463,-1.040899327,0.416830554,0.765178955,1.022951582,-2.386743804,-1.851148202,-6.007277825,0.763043976
