png_finale, scala_png
F64_s001.png, 1.06921
F64_s002.png, 1.20259
F64_s003.png, 1.18574
F64_s004.png, 1.18938
F64_s005.png, 1.28911
F64_s006.png, 1.2115
F64_s007.png, 1.1895
F64_s008.png, 1.16406
F64_s009.png, 1.1642
F64_s010.png, 1.25237
F64_s011.png, 1.29381
F64_s012.png, 1.31122
F64_s013.png, 1.258 
F64_s014.png, 1.2813
F64_s015.png, 1.26829
F64_s016.png, 1.36695
F64_s017.png, 1.29252
F64_s018.png, 1.26561
F64_s019.png, 1.33385
F64_s020.png, 1.27964
F64_s021.png, 1.36368
F64_s022.png, 1.40245
F64_s023.png, 1.36054
F64_s024.png, 1.35826
F64_s025.png, 1.35947
F64_s026.png, 1.4817
F64_s027.png, 1.48302
F64_s028.png, 1.48109
F64_s029.png, 1.33835
F64_s030.png, 1.33545
F64_s031.png, 1.28353
F64_s032.png, 1.33345
F64_s033.png, 1.33342
F64_s034.png, 1.33643
F64_s035.png, 1.33625
