,,,,,,,,,,Latency to the platform (s),,,,,,,,,,,,,,,,,,,,,,,,,,Path lenght to the platform (m),,,,,,,,,,,,,,,,,,,,,,,,,,Mean speed (m/s),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAME,ANIMAL ID,CAGE,DATE OF BIRTH,BEHAVIOUR TASK,AGE,PROTOCOL,POSITION PLATFORM ,NOTE ,,S1 Trial 1,S1 Trial 2,S1 Trial 3,S1 Mean,S2 Trial 1,S2 Trial 2,S2 Trial 3,S2 Mean,S3 Trial 1,S3 Trial 2,S3 Trial 3,S3 Mean,S4 Trial 1,S4 Trial 2,S4 Trial 3,S4 Mean,S5 Trial 1,S5 Trial 2,S5 Trial 3,S5 Mean,S6 Trial 1,S6 Trial 2,S6 Trial 3,S6 Mean,,,S1 Trial 1,S1 Trial 2,S1 Trial 3,S1 Mean,S2 Trial 1,S2 Trial 2,S2 Trial 3,S2 Mean,S3 Trial 1,S3 Trial 2,S3 Trial 3,S3 Mean,S4 Trial 1,S4 Trial 2,S4 Trial 3,S4 Mean,S5 Trial 1,S5 Trial 2,S5 Trial 3,S5 Mean,S6 Trial 1,S6 Trial 2,S6 Trial 3,S6 Mean,,,S1 Trial 1,S1 Trial 2,S1 Trial 3,S1 Mean,S2 Trial 1,S2 Trial 2,S2 Trial 3,S2 Mean,S3 Trial 1,S3 Trial 2,S3 Trial 3,S3 Mean,S4 Trial 1,S4 Trial 2,S4 Trial 3,S4 Mean,S5 Trial 1,S5 Trial 2,S5 Trial 3,S5 Mean,S6 Trial 1,S6 Trial 2,S6 Trial 3,S6 Mean
F64,1,#51,12/16/2019,3/7/2020,12 wks,MASSED CUE,N-E-S-W-E-N,,,19.3,3.1,6.5,9.63,9.5,5.5,3.7,6.23,4.9,3.9,3.2,4,11.6,5.8,10,9.13,3.5,6.5,11.9,7.3,6.2,3.1,9.7,6.33,,,4.74,0.37,1.26,2.12,2.39,1.41,0.29,1.36,0.94,0.35,0.46,0.58,2.38,1.21,2.52,2.04,0.71,1.1,3,1.6,1.21,0.49,2.41,1.37,,,0.25,0.12,0.19,0.19,0.25,0.25,0.08,0.19,0.19,0.09,0.15,0.14,0.21,0.21,0.25,0.22,0.2,0.17,0.25,0.21,0.2,0.16,0.25,0.2
F65,2,#51,12/16/2019,3/7/2020,12 wks,MASSED CUE,N-E-S-W-E-N,,,10.9,43,3.9,19.27,25.2,13.5,10.8,16.5,13.4,2.9,5.5,7.27,11.3,4.6,9.8,8.57,5.8,13.8,12.6,10.73,4.2,10.6,13.3,9.37,,,2.83,10.78,0.79,4.8,6.51,3.51,2.68,4.23,3.19,0.31,1.27,1.59,2.83,2.65,2.67,2.72,1.69,3.64,3.3,2.88,1.18,3.1,3.94,2.74,,,0.26,0.25,0.2,0.24,0.26,0.26,0.25,0.26,0.24,0.11,0.23,0.19,0.25,0.23,0.27,0.25,0.25,0.27,0.26,0.26,0.28,0.29,0.26,0.28
F66,3,#51,12/16/2019,3/7/2020,12 wks,MASSED CUE,N-E-S-W-E-N,,,5,3.6,3.1,3.9,5,3,2.3,3.43,3.1,13.9,4.8,7.27,4.6,3.7,4.5,4.27,6.2,13.9,8.5,9.53,4,4.7,5,4.57,,,1.25,0.96,0.36,0.86,0.94,0.66,0.26,0.62,0.66,4.01,0.97,1.88,0.52,1.23,0.84,0.86,1.48,3.51,2.09,2.36,0.73,1.06,1.07,0.95,,,0.25,0.27,0.12,0.21,0.19,0.22,0.11,0.17,0.22,0.29,0.2,0.24,0.11,0.33,0.19,0.21,0.24,0.25,0.25,0.25,0.18,0.23,0.22,0.21
F79,3,#59,12/27/2019,3/11/2020,11 wks,MASSED CUE,E-S-W-N-S-E,,,4.5,6.2,5.9,5.53,4.2,30.8,8,14.33,3.9,10.6,4.3,6.27,3.6,3.8,9.4,5.6,17,4.7,4.1,8.6,5.6,9.8,3.2,6.2,,,0.87,1.42,1.15,1.14,0.37,8.96,1.56,3.63,0.46,2.15,1.01,1.2,0.45,0.6,2.28,1.11,3.73,0.53,0.83,1.7,1.88,2.59,0.63,1.7,,,0.19,0.23,0.2,0.21,0.09,0.29,0.2,0.19,0.12,0.2,0.23,0.18,0.12,0.16,0.24,0.18,0.22,0.11,0.2,0.18,0.33,0.27,0.2,0.26
F80,4,#59,12/27/2019,3/11/2020,11 wks,MASSED CUE,E-S-W-N-S-E,,,38.3,38.5,15.3,30.7,18.9,6.8,16.3,14,21.5,14.8,21.9,19.4,4.9,11.9,8.1,8.3,4,7.7,5.4,5.7,4,4.8,11.6,6.8,,,10.86,7.34,2.29,6.83,3.56,1.25,4.26,3.02,4.65,2.9,3.92,3.82,0.97,2.53,1.68,1.72,0.75,1.66,0.64,1.02,0.79,0.48,2.62,1.3,,,0.28,0.19,0.15,0.21,0.19,0.18,0.26,0.21,0.22,0.2,0.18,0.2,0.2,0.21,0.21,0.2,0.19,0.22,0.12,0.17,0.2,0.1,0.23,0.17
F81,4,#53,12/16/2019,3/11/2020,11 wks,MASSED CUE,E-S-W-N-S-E,,,36.5,4.2,18.5,19.73,14.2,28.1,17.2,19.83,4,12.9,7.1,8,8,5.8,7.2,7,4.2,3.3,8.8,5.43,4.9,7.8,5.5,6.07,,,8.8,0.69,3.75,4.41,5.1,5.98,4.74,5.27,1.46,4.05,1.63,2.38,1.72,1.25,1.4,1.46,0.77,0.53,2.08,1.12,0.91,1.72,1.3,1.31,,,0.24,0.16,0.2,0.2,0.36,0.21,0.28,0.28,0.37,0.31,0.23,0.3,0.22,0.22,0.2,0.21,0.18,0.16,0.24,0.19,0.19,0.22,0.24,0.21
F82,5,#53,12/16/2019,3/11/2020,11 wks,MASSED CUE,E-S-W-N-S-E,,,16,10.2,3.6,9.93,8.8,3.9,2.7,5.13,20.1,11.6,21.7,17.8,17.6,12.4,9.1,13.03,7.2,3.6,5.1,5.3,5.6,4.5,3.7,4.6,,,4.86,2.98,0.97,2.94,2.46,0.65,0.43,1.18,4.92,2.82,5.26,4.33,4.56,3.48,2.61,3.55,2.17,0.77,1.24,1.39,1.52,1.21,1.04,1.25,,,0.3,0.29,0.27,0.29,0.28,0.17,0.16,0.2,0.25,0.24,0.24,0.24,0.26,0.28,0.29,0.28,0.3,0.21,0.24,0.25,0.27,0.27,0.28,0.27
F95,1,#209B,11/23/2020,3/24/2021,18 weeks,SPACED CUE,E-S-W-N-S-E,,,7.8,38.1,9.8,18.56666667,5.2,3.5,9.5,6.066666667,11.5,4.5,5,7,3.5,5.4,4,4.3,3.9,2.9,4,3.6,8,4.1,11.1,7.733333333,,,1.19,7.83,1.976,3.665333333,0.889,0.345,1.68,0.971333333,2.238,0.673,0.926,1.279,0.524,0.819,0.663,0.668666667,0.518,0.328,0.566,0.470666667,1.53,0.749,3.237,1.838666667,,,0.152,0.205,0.201,0.186,0.172,0.1,0.177,0.149666667,0.195,0.15,0.184,0.176333333,0.15,0.152,0.166,0.156,0.134,0.112,0.14,0.128666667,0.192,0.184,0.293,0.223
F96,2,#209B,11/23/2020,3/24/2021,18 weeks,SPACED CUE,E-S-W-N-S-E,,,13.5,19.6,6.2,13.1,9,12.9,8.1,10,6.6,3.6,7.8,6,30.4,16.9,6.5,17.93333333,7.2,3.6,3,4.6,3.7,6.9,6.5,5.7,,,2.055,3.728,0.693,2.158666667,1.314,2.275,1.286,1.625,2.271,0.434,2.632,1.779,5.044,2.862,1.013,2.973,2.383,1.458,0.435,1.425333333,3.141,1.179,1.258,1.859333333,,,0.152,0.19,0.112,0.151333333,0.146,0.176,0.159,0.160333333,0.342,0.122,0.339,0.267666667,0.166,0.169,0.156,0.163666667,0.331,0.408,0.146,0.295,0.848,0.17,0.192,0.403333333
F97,3,#209B,11/23/2020,3/24/2021,18 weeks,SPACED CUE,E-S-W-N-S-E,,,35.6,15.8,5.9,19.1,9.3,6.8,9.6,8.566666667,14.4,11.6,6.9,10.96666667,3.5,7,13.8,8.1,3.4,4.8,3.3,3.833333333,9.4,3.6,2.7,5.233333333,,,7.161,2.785,0.928,3.624666667,1.555,1.018,1.776,1.449666667,3.008,3.575,2.116,2.899666667,0.602,1.295,3.041,1.646,0.359,1.824,0.477,0.886666667,1.842,1.667,0.328,1.279,,,0.201,0.176,0.156,0.177666667,0.166,0.15,0.185,0.167,0.209,0.309,0.307,0.275,0.173,0.184,0.221,0.192666667,0.106,0.376,0.144,0.208666667,0.197,0.461,0.121,0.259666667
F98,4,#209B,11/23/2020,3/24/2021,18 weeks,SPACED CUE,E-S-W-N-S-E,,,60,6.3,9.8,25.36666667,4.3,16.5,4.1,8.3,6.2,4.4,3.6,4.733333333,2.7,7.2,17.6,9.166666667,10.5,4,10.2,8.233333333,17.8,60,20,32.6,,,13.43,1.032,1.928,5.463333333,0.498,3.119,0.716,1.444333333,0,0.745,1.223,0.656,0.496,1.508,3.636,1.88,3.052,3.703,3.329,3.361333333,4.853,14.374,5.068,8.098333333,,,0.224,0.163,0.196,0.194333333,0.117,0.189,0.176,0.160666667,0,0.17,0.336,0.168666667,0.183,0.21,0.206,0.199666667,0.292,0.922,0.327,0.513666667,0.273,0.24,0.254,0.255666667
F108,1,#212B,11/30/2020,3/24/2021,17 weeks,SPACED CUE,E-S-W-N-S-E,,,12.6,23.1,5,13.56666667,2.4,27.1,7.4,12.3,3,19.7,3.7,8.8,6.6,3.8,5.3,5.233333333,4.2,6.8,4.8,5.266666667,6.2,8.6,2.4,5.733333333,,,2.81,5.151,0.942,2.967666667,2.132,6.497,1.642,3.423666667,1.287,6.124,3.425,3.612,1.422,0.864,1.065,1.117,0.834,1.736,0.904,1.158,6.233,2.54,0.33,3.034333333,,,0.222,0.223,0.188,0.211,0.872,0.239,0.221,0.444,0.431,0.31,0.922,0.554333333,0.215,0.224,0.202,0.213666667,0.199,0.254,0.19,0.214333333,1.004,0.296,0.135,0.478333333
F109,2,#212B,11/30/2020,3/24/2021,17 weeks,SPACED CUE,E-S-W-N-S-E,,,19.7,15.7,10,15.13333333,4.4,7.5,5,5.633333333,6.5,3.1,3.8,4.466666667,4.9,4.3,13.5,7.566666667,7.7,4.6,4.2,5.5,6.7,2.7,6.1,5.166666667,,,4.798,4.343,2.894,4.011666667,0.595,1.843,2.532,1.656666667,1.801,0.275,2.058,1.378,1.423,1.715,3.437,2.191666667,2.035,0.843,0.706,1.194666667,1.761,1.114,2.496,1.790333333,,,0.244,0.276,0.288,0.269333333,0.134,0.246,0.502,0.294,0.278,0.088,0.541,0.302333333,0.29,0.395,0.255,0.313333333,0.265,0.184,0.168,0.205666667,0.264,0.412,0.411,0.362333333
F62,2,#44,12/9/2019,3/5/2020,12 wks,SPACED CUE,N-E-S-W-E-N,,,5.9,60,36.4,34.1,6.9,16.8,3.2,8.97,4.9,13.2,4,7.37,14.4,10.3,10.4,11.7,3.6,11.9,5.4,6.97,3.5,5.1,5.1,4.57,,,1.39,13,7.59,7.32,1.71,4.31,0.59,2.2,0.58,2.97,0.76,1.44,3,2.3,2.5,2.6,0.74,2.62,1.29,1.55,0.56,0.75,0.55,0.62,,,0.24,0.22,0.21,0.22,0.25,0.26,0.18,0.23,0.12,0.23,0.19,0.18,0.21,0.22,0.24,0.22,0.21,0.22,0.24,0.22,0.16,0.15,0.11,0.14
F63,3,#44,12/9/2019,3/5/2020,12 wks,SPACED CUE,N-E-S-W-E-N,,,11.9,10.4,26,16.1,19,33.1,22.7,24.93,11.9,9,5,8.63,4.5,10.9,6.4,7.27,5.6,3,3,3.87,15.5,6.8,5.5,9.27,,,2.24,1.85,5.59,3.22,2.9,6.44,5.07,4.8,4.01,1.91,1.07,2.33,0.93,2.55,1.68,1.72,1.55,0.97,0.72,1.08,3.32,1.86,1.1,2.09,,,0.19,0.18,0.22,0.19,0.15,0.2,0.22,0.19,0.34,0.21,0.21,0.25,0.21,0.23,0.26,0.23,0.28,0.32,0.24,0.28,0.21,0.27,0.2,0.23
F74,7,#59,12/27/2019,3/9/2020,11 wks,SPACED CUE,E-S-W-N-S-E,,,10.4,13,3.7,9.03,7.5,12.4,2.9,7.6,10.7,3.8,5.9,6.8,4,6.5,15.2,8.57,9.1,4.3,4.7,6.03,5.9,10.3,4.8,7,,,3.03,3.22,0.4,2.22,1.53,3.26,0.42,1.73,2.93,0.47,1.61,1.67,0.44,1.32,3.75,1.84,2.34,0.94,0.88,1.39,1.16,2.48,1.16,1.6,,,0.29,0.25,0.11,0.22,0.21,0.26,0.14,0.2,0.27,0.12,0.27,0.22,0.11,0.2,0.25,0.19,0.26,0.22,0.19,0.22,0.2,0.24,0.24,0.23
F75,8,#59,12/27/2019,3/9/2020,11 wks,SPACED CUE,E-S-W-N-S-E,,,60,13,46.8,39.93,5.2,4.6,26.7,12.17,4.2,52,4.7,20.3,6.5,12.7,5.2,8.13,4.6,6.3,3.9,4.93,10.2,14.4,8.7,11.1,,,16.68,3.12,11.08,10.29,0.66,0.69,5.66,2.34,0.59,15.09,1,5.56,1.66,3.11,1.22,2,0.58,1.64,0.84,1.02,2.43,3.89,1.79,2.7,,,0.28,0.24,0.24,0.25,0.13,0.15,0.21,0.16,0.14,0.29,0.21,0.21,0.26,0.25,0.24,0.25,0.13,0.26,0.22,0.2,0.24,0.27,0.21,0.24
F76,1,#53,12/16/2019,3/9/2020,11 wks,SPACED CUE,E-S-W-N-S-E,,,9.5,17.8,4.6,10.63,5,25.8,9.2,13.33,8.3,20,4,10.77,14.9,5.6,7.1,9.2,4.3,8.5,4.2,5.67,5.3,14.7,6.6,8.87,,,2.63,4.71,1.11,2.81,0.58,6.2,3.2,3.33,1.55,4.81,0.42,2.26,3.56,1.09,1.64,2.1,0.55,1.55,0.84,0.98,1.26,2.92,1.18,1.79,,,0.28,0.26,0.24,0.26,0.12,0.24,0.35,0.23,0.19,0.24,0.1,0.18,0.24,0.2,0.23,0.22,0.13,0.18,0.2,0.17,0.24,0.2,0.18,0.2
F77,2,#53,12/16/2019,3/9/2020,11 wks,SPACED CUE,E-S-W-N-S-E,,,37.8,4.7,3.3,15.27,7.9,15.2,20.7,14.6,9.8,7.3,6.5,7.87,9.3,4.4,4.5,6.07,4.8,4.9,2.5,4.07,4.9,6.5,13.4,8.27,,,7.23,1.4,0.24,2.96,1.95,2.8,3.45,2.73,2.17,1.27,1.17,1.54,2.18,0.95,0.98,1.37,0.9,1.1,0.22,0.74,1.16,1.56,3.16,1.96,,,0.19,0.3,0.07,0.19,0.25,0.18,0.17,0.2,0.22,0.17,0.18,0.19,0.24,0.22,0.22,0.22,0.19,0.22,0.09,0.17,0.24,0.24,0.24,0.24
F78,3,#53,12/16/2019,3/9/2020,11 wks,SPACED CUE,E-S-W-N-S-E,,,32.6,14.3,7.8,18.23,4.7,9.5,6,6.73,22.9,31.4,6.7,20.33,12.1,14.5,3.7,10.1,10.7,6.1,15,10.6,4.2,3.3,10,5.83,,,4.2,2.78,1.8,2.93,1.14,2.19,1.58,1.63,5.28,6.3,1.6,4.39,3.34,3.73,0.67,2.58,3.86,2.94,5.93,4.24,0.35,0.63,2.31,1.09,,,0.13,0.19,0.23,0.19,0.24,0.23,0.26,0.24,0.23,0.2,0.24,0.22,0.28,0.26,0.18,0.24,0.36,0.48,0.39,0.41,0.08,0.19,0.23,0.17
F39,,,,,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40,,,,,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F67,4,#44,12/16/2019,3/7/2020,12 weeks,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F68,4,#51,12/16/2019,3/7/2020,12 weeks,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F69,7,#52,12/16/2019,3/7/2020,12 weeks,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F83,6,#53,12/16/2019,3/11/2020,11 weeks,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F85,1,#208,11/18/2020,3/24/2021,18 weeks ,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F86,2,#208,11/18/2020,3/24/2021,18 weeks ,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F87,3,#208,11/18/2020,3/24/2021,18 weeks,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F88,4,#208,11/18/2020,3/24/2021,18 weeks,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Latency to the platform (s),,,,,,,,,,,,,,,,,,,,,,,,,,Path lenght to the platform (m),,,,,,,,,,,,,,,,,,,,,,,,,,Mean speed (m/s),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,S1,S1,S1,mean s1,S2,S2,S2,mean s2,S3,S3,S3,mean s3,S4,S4,S4,mean s4,S5,S5,S5,mean s5,S6,S6,S6,mean s6,,,S1,S1,S1,mean s1,S2,S2,S2,mean s2,S3,S3,S3,mean s3,S4,S4,S4,mean s4,S5,S5,S5,mean s5,S6,S6,S6,mean s6,,,S1,S1,S1,mean s1,S2,S2,S2,mean s2,S3,S3,S3,mean s3,S4,S4,S4,mean s4,S5,S5,S5,mean s5,S6,S6,S6,mean s6
,,,,,,,,MASSED SPATIAL,MEAN,32.77,22.53,24.67,26.65666667,23.58,15.46,15.55,18.19666667,18.81,13.78,16.5,16.36333333,8.81,10.35,10.74,9.966666667,10.29,10.2,10.8,10.43,11.42,10.1,10.44,10.65333333,,,8.0379,5.1162,5.5465,6.233533333,5.5211,3.4408,3.0757,4.012533333,4.3152,2.9783,3.7439,3.679133333,1.7981,2.2397,2.2858,2.107866667,2.2926,2.0543,2.1241,2.157,2.3659,2.144,2.387,2.298966667,,,0.2387,0.2064,0.2167,0.2206,0.2173,0.2029,0.191,0.203733333,0.214,0.1975,0.2105,0.207333333,0.1593,0.1946,0.1989,0.184266667,0.2015,0.1877,0.1801,0.189766667,0.1811,0.1919,0.1991,0.1907
,,,,,,,,,SEM,5.220239458,5.959531115,4.187495937,2.943123603,5.886572291,5.274007542,4.426216092,4.129351278,6.145774519,3.64279502,4.022934253,3.665782553,2.874000309,1.888635604,2.610372472,1.103540878,1.588671702,2.791335801,3.922924079,1.506008132,2.440346059,2.586417514,2.729884002,1.310905822,,,1.509521208,1.441987601,0.998309841,0.81320511,1.525051456,1.397893803,0.854910925,1.066395131,1.625464889,0.885595268,1.023792605,0.968770171,0.743900015,0.500981859,0.630049448,0.300870987,0.485055488,0.625933508,0.81149391,0.346770551,0.603105011,0.616443491,0.771615981,0.330822247,,,0.008905741,0.013683892,0.014278227,0.00766293,0.01385003,0.014036025,0.013268174,0.011510682,0.013944334,0.015313211,0.014702419,0.009067102,0.024612576,0.018723248,0.016943337,0.012656312,0.017814632,0.013802616,0.015538804,0.011934704,0.016660966,0.015151421,0.020671747,0.007281712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPACED SPATIAL,MEAN,21.06923077,24.01538462,32.88461538,25.98974359,23.67692308,18.46923077,21.46153846,21.2025641,20.51538462,14.23076923,12.22307692,15.65641026,19.03076923,9.984615385,16.43846154,15.15128205,9.023076923,15.93846154,13.97692308,12.97948718,11.92307692,9.538461538,10.69230769,10.71794872,,,5.530307692,5.788692308,6.985692308,6.101564103,5.160461538,3.780692308,4.351384615,4.430846154,4.899538462,3.367153846,2.659615385,3.642102564,4.024769231,1.941076923,3.254846154,3.073564103,2.040384615,3.567,2.948230769,2.851871795,2.533384615,1.973615385,1.322,1.943,,,0.23,0.234230769,0.181923077,0.215384615,0.210769231,0.191769231,0.201307692,0.201282051,0.225307692,0.214076923,0.188923077,0.209435897,0.212538462,0.18,0.175692308,0.189410256,0.21,0.198846154,0.188923077,0.19925641,0.206692308,0.181153846,0.178923077,0.188923077
,,,,,,,,,SEM,4.751563638,4.75887627,6.791999877,3.131014746,5.565393918,3.436146183,4.521012742,2.80001898,5.535107603,3.977958254,3.966351321,2.091940799,4.070396324,2.040859741,3.936801032,2.602994154,1.535776503,4.901785892,2.892965692,2.471249319,3.244189161,2.300739526,4.209169806,1.885393758,,,1.414436462,1.180710398,1.573486446,0.784772416,1.223773696,0.807744917,0.876743096,0.541880026,1.352263727,1.120228564,0.992528838,0.524920346,0.807623414,0.452661537,0.853646551,0.521127761,0.420398827,1.210326868,0.684224136,0.596615145,0.575528314,0.464733733,0.248901922,0.282084937,,,0.019125765,0.015336045,0.015742911,0.009474275,0.014668628,0.012861767,0.00974639,0.008695534,0.012065731,0.010748561,0.017282517,0.007497994,0.006869307,0.011750068,0.016736029,0.007304445,0.014727438,0.013550876,0.014459697,0.01071983,0.008958869,0.016758789,0.014738081,0.006933049
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MASSED CUE,MEAN,22.525,17.21666667,10.46666667,16.73611111,10.48333333,15.24166667,8.258333333,11.32777778,12.63333333,10.7,7.491666667,10.275,8.108333333,7.225,7.416666667,7.583333333,8.408333333,10.575,6.916666667,8.633333333,5.633333333,6.75,6.758333333,6.380555556,,,5.186666667,3.733833333,1.965666667,3.628722222,2.784916667,3.361166667,1.787166667,2.644416667,3.045583333,2.604833333,1.629333333,2.426583333,1.842833333,1.702916667,1.602,1.715916667,1.83125,2.49975,1.432166667,1.921055556,1.583083333,2.034916667,1.948416667,1.855472222,,,0.229166667,0.211416667,0.187916667,0.2095,0.267,0.214166667,0.180166667,0.220444444,0.259333333,0.234333333,0.210833333,0.234833333,0.231416667,0.205416667,0.2025,0.213111111,0.219166667,0.191583333,0.1905,0.200416667,0.26375,0.30175,0.307333333,0.290944444
,,,,,,,,,SEM,5.147846343,4.634093572,2.866032347,3.587141407,1.968226141,3.444417053,1.542992878,1.74052429,3.374555713,1.718217893,1.960034722,1.857241379,1.14378812,1.129905131,0.630155504,0.659053755,1.494710793,3.857678785,0.962543453,1.588495042,0.659238925,0.765496472,0.98599729,0.450578721,,,1.148711091,1.043460667,0.552951,0.740498699,0.559325642,0.794431823,0.457995035,0.430210322,0.748917749,0.429531348,0.429891536,0.414254397,0.329270724,0.321912595,0.233360301,0.219922649,0.30150082,1.110630487,0.285668642,0.425717975,0.316292597,0.327906617,0.262399171,0.230128055,,,0.011886352,0.013242184,0.010849143,0.008332475,0.045865746,0.013649749,0.020048741,0.01385916,0.043802991,0.025849311,0.02269656,0.025604427,0.039122081,0.019120217,0.017082908,0.014487097,0.013518132,0.021445653,0.015958516,0.011257106,0.034677546,0.047521466,0.040427139,0.035465705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPACED CUE ,MEAN,24.40769231,19.36923077,13.48461538,19.08717949,6.984615385,14.74615385,10.39230769,10.70769231,9.3,14.12307692,5.2,9.541025641,9.023076923,8.423076923,8.707692308,8.717948718,6.123076923,5.515384615,5.246153846,5.628205128,7.792307692,11.30769231,7.915384615,9.005128205,,,5.294769231,4.226692308,2.858769231,4.12674359,1.342,3.152615385,2.277153846,2.25725641,2.131384615,3.434076923,1.538538462,2.368,1.894153846,1.855384615,1.944846154,1.898128205,1.514769231,1.667,1.318,1.499923077,2.276538462,2.746846154,1.842923077,2.288769231,,,0.214307692,0.220769231,0.189,0.208025641,0.226230769,0.201307692,0.227538462,0.218358974,0.227692308,0.201076923,0.310692308,0.246487179,0.208538462,0.223692308,0.216769231,0.216333333,0.220692308,0.320384615,0.206307692,0.249128205,0.318692308,0.255769231,0.216,0.263487179
,,,,,,,,,SEM,5.298263643,4.096283253,3.85993301,2.504356712,1.147284763,2.532699365,2.172894251,1.422645272,1.466681235,3.926212925,0.392722255,1.432320025,2.12717924,1.175669686,1.326817164,0.94403673,0.72811258,0.691602205,0.9712941,0.554852283,1.235036672,4.199610201,1.338140987,2.037668232,,,1.327039684,0.882404105,0.906801367,0.644162343,0.19914825,0.59211159,0.458422726,0.295419421,0.403411296,1.140914261,0.231473336,0.389010281,0.401438229,0.265488001,0.324225425,0.174445097,0.311672045,0.260312953,0.439162037,0.298619753,0.476252837,1.005173514,0.382393314,0.514091392,,,0.014325602,0.01154487,0.017023363,0.009713742,0.055443914,0.013651517,0.027222873,0.022091994,0.030514264,0.020078839,0.059080604,0.028294559,0.014315858,0.016453269,0.009261967,0.011134953,0.023138209,0.057536113,0.022684962,0.029465358,0.076459088,0.025430941,0.022168932,0.026442504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
