png_finale, scala_png
106_s001.png, 1.04452
106_s002.png, 1.03515
106_s003.png, 1.02628
106_s004.png, 1.15543
106_s005.png, 1.1808
106_s006.png, 1.22175
106_s007.png, 0.99952
106_s008.png, 1.15333
106_s009.png, 1.03241
106_s010.png, 1.18079
106_s011.png, 1.16964
106_s012.png, 1.19338
106_s013.png, 1.00389
106_s014.png, 1.16372
106_s015.png, 1.21711
106_s016.png, 1.17344
106_s017.png, 1.14949
106_s018.png, 1.17137
106_s019.png, 1.18756
106_s020.png, 1.17466
106_s021.png, 1.19182
106_s022.png, 1.17741
106_s023.png, 1.15649
106_s024.png, 1.17879
106_s025.png, 1.18394
106_s026.png, 1.17062
106_s027.png, 1.18061
106_s028.png, 1.15097
106_s029.png, 1.17904
106_s030.png, 1.17931
106_s031.png, 1.17368
106_s032.png, 1.16897
106_s033.png, 1.14657
