png_finale, scala_png
F95_s001.png, 0.5442
F95_s002.png, 0.89357
F95_s003.png, 0.91589
F95_s004.png, 1.00884
F95_s005.png, 1.07426
F95_s006.png, 1.08178
F95_s007.png, 1.06205
F95_s008.png, 1.05195
F95_s009.png, 1.08854
F95_s010.png, 1.0703
F95_s011.png, 1.06744
F95_s012.png, 1.06461
F95_s013.png, 1.05808
F95_s014.png, 1.09883
F95_s015.png, 1.13881
F95_s016.png, 1.08229
F95_s017.png, 1.24775
F95_s018.png, 1.26588
F95_s019.png, 1.22922
F95_s020.png, 1.25415
F95_s021.png, 1.2407
F95_s022.png, 1.23946
F95_s023.png, 1.26046
F95_s024.png, 1.2321
F95_s025.png, 1.23824
F95_s026.png, 1.24984
F95_s027.png, 1.25638
F95_s028.png, 1.26003
F95_s029.png, 1.23845
F95_s030.png, 1.2507
F95_s031.png, 1.35128
F95_s032.png, 1.23622
F95_s033.png, 1.27677
F95_s034.png, 1.24332
F95_s035.png, 1.23225
F95_s036.png, 1.24096
F95_s037.png, 1.258
F95_s038.png, 1.23301
F95_s039.png, 1.24777
F95_s040.png, 1.25406
F95_s041.png, 1.25043
