"","FP","M1","M2","S1","SS","GA","VA","AuA","ViA","dACC","Vacc","PL","IL","OA","AU","RS","AA","TeAA","Prh","Ech","aOn","TT","DPA","PC","CCA","PAA","CA1","CA2","CA3","DG","FC","IG","lpEC","Sub","proSub","Clst","dEPn","vEPn","LAn","BLA","BMe","PAn","DLS","DMS","NACC.SHELL","NACC.CORE","FStr","OT","LSN","SFn","aAA","CA","IAn","MAn","Gpe","Gpi","SubInn","MGCn","MSn","DBn","TnS","BNST","VALCT","VMT","VPLT","VPMT","PTTn","MGC","dLGC","LPT","PCT","PlnT","EnT","AVT","AMn","IADT","IMDT","MDT","SMT","pRE","PVT","PT","RE","XiT","Rh","CMT","PCn","CLT","RT","IGLLGC","vlLGC","subGn","MHb","LHb","SON","PVH","IPVH","ArH","ADPO","AVPO","AVPV","DMH","MePO","MPA","PSN","SPZ","SCN","AHN","SMN","MPO","VMHn","PHn","LHA","LPO","PSTN","STN","TN","ZI","FF","SCO","reSN","VTA","PAG","PreCN","APTN","cSN"
"TT",0.0314249129909929,0.709791716576682,0.4151668588094,0.239646439555588,0.206646412014241,0.470184246851145,0.455036884610551,0.0232365147835359,0.180676973964909,0.380085069000626,0.788314914822309,0.100331903233668,0.173816938911678,0.0432700711596919,0.0707578724359376,0.489050343241984,0.084842413408241,0.356828839871394,0.487026239424417,0.353084914422503,0.0244380783532089,0,0.136474871257886,0.259400786998427,0.572796156823646,0.456773727495968,0.243594171681966,0.652500602704098,0.235827762496093,0.81586304218115,0.961802082486874,0.984280626423729,0.469180294237763,0.246858963754947,0.657954995043912,0.851169865963778,0.437315922977583,0.713848615628635,0.884158897437434,0.888055837150104,0.48439740853874,0.849137351934966,0.0865839398376754,0.13803160343253,0.270966266263329,0.373369072844612,0.364092352658729,0.590206211473219,0.49363607533525,0.569169176451123,0.601258568456096,0.411273033416131,0.883318596180002,0.631166633215161,0.631888001154169,0.645193956087945,0.576004305187322,0.418145469409087,0.890907361823522,0.590190916583718,0.819018258011603,0.370280620918912,0.801863873758549,0.352430114795934,0.596228744208262,0.869088939052737,0.0989898178093935,0.267367249172605,0.926314884368944,0.440594575338662,0.734245479704643,0.080024026869952,0.252299615954353,0.845354693774639,0.533227155235132,0.840047881111623,0.418969416857627,0.551912688459709,0.873047113478045,0.465378401860264,0.684889035624612,0.570340377305219,0.374217011834632,0.165092753011302,0.768574039991382,0.534996883442056,0.773740599988466,0.932909767661568,0.741276745698744,0.0113354737228746,0.00747657008115657,0.55506712081679,0.376301814428532,0.696711667075658,0.956832851510891,0.90188380559825,0.289510724016551,0.345554727258854,0.697280589962819,0.837870596822105,0.413741085542717,0.812450199019254,0.568381264061961,0.764872275909094,0.297215481704548,0.430857594729888,0.603089260399362,0.930723279807059,0.426808691143692,0.261749027617008,0.80946054888861,0.451320249708941,0.17344759483056,0.612446018408239,0.0326365582279514,0.262058878576766,0.761360021340824,0.0366905633103856,0.0858525127717635,0.0791899978354492,0.443998849675978,0.224631092272744,0.439967592078963,0.0732438208506534,0.453782841421373,0.932100286276364
"DPA",0.0671529145413229,0.808450003093741,0.197665128819829,0.531346513672164,0.442922445727822,0.794716412288136,0.951587925004239,0.186750632159807,0.753121691140447,0.0977150195992648,0.315237571542653,0.00476622978002826,0.00114429611036226,0.0639855178712168,0.0104571748436635,0.522615722049151,0.663249854057464,0.378575127440334,0.959335597819302,0.967339824963248,0.147856063874144,0.136474871257886,0,0.174539424149225,0.928145571002587,0.383354289274278,0.919633369214114,0.735709761703159,0.913440606074859,0.80810924560257,0.0805392036793464,0.146404739426702,0.78713366745688,0.993463816503427,0.900065827326236,0.220828065103312,0.0934778892559773,0.733960091310903,0.972318882436585,0.552084916269827,0.907019535523262,0.761832770000584,0.0668109254371309,0.0461685641521813,0.666345830468477,0.227017826348691,0.658568388086002,0.556062731895449,0.504861057112954,0.458510740642831,0.323834497181123,0.6689333531353,0.894797646847441,0.851290606479385,0.513958357070666,0.464051698590843,0.592274908083532,0.646848375211454,0.553403909796197,0.498045214602964,0.987320094315879,0.379456363766237,0.748970610384788,0.374656681126745,0.957759240129202,0.522533206142114,0.0462580973837364,0.00653814258833446,0.461171906147425,0.0615459929540355,0.30857653235565,0.0154968609194432,0.0849983258027649,0.629544177617724,0.663391399356097,0.910897138381495,0.392185962818615,0.776182721967556,0.912335885968027,0.865630557421268,0.922652119484708,0.463185427843672,0.934072938994509,0.695542370376506,0.888211260001901,0.516701239227785,0.779584572358808,0.547085444145971,0.224632619299613,0.295245980110784,0.520375942069771,0.0563673278215169,0.749236998263289,0.571578964012122,0.989946871827254,0.658707833805359,0.663190822215069,0.824886179980265,0.993002176669572,0.454763798455063,0.847257052850733,0.853429872317668,0.553108000173755,0.478361359578885,0.658577399956909,0.255083780402329,0.785385712606875,0.44244705006914,0.315431555080375,0.970993194007696,0.262927517403526,0.90609778735872,0.913199076523473,0.654985014633123,0.517011830662456,0.240121941522236,0.540838353429408,0.0120720347708735,0.248960106620905,0.995957952222378,0.25457082248432,0.204382105632904,0.139127072775233,0.689593431450472,0.0341371238121469,0.0495820575534886
"PC",0.710280842515199,0.409879270591132,0.773996339545867,0.106568165328384,0.130878534123965,0.595134275725141,0.871443844182612,0.603168092309553,0.634792572520817,0.90220231257211,0.972419453452433,0.297779332450657,0.160194584781037,0.742165787201689,0.443694802071944,0.289380565573755,0.481533847966615,0.541193156807526,0.0981558013251557,0.243295662232571,0.11575614823063,0.259400786998427,0.174539424149225,0,0.143026667312563,0.00423529227798031,0.218003335218907,0.710812404286729,0.458574117237748,0.370311337030845,0.584405057267168,0.910900841133376,0.0739188463835274,0.13618201071321,0.9563032387795,0.796552923129597,0.120897979562284,0.0820939106064405,0.109317295709329,0.220387084728096,0.150740472084803,0.387159469456765,0.768603271141012,0.777607892239288,0.194888720212198,0.0454093169892428,0.583342824674264,0.279463052055019,0.529680085057012,0.216369673851929,0.768151229404043,0.486463358434244,0.309282487174127,0.0895934701888629,0.749696736180393,0.701929093610718,0.544911063120374,0.330536326699532,0.530623213037757,0.303638151154615,0.43648092262823,0.52925271336444,0.104334298623319,0.00813083071872326,0.070175770904124,0.229894199734273,0.0164650604982176,0.380752907269871,0.61292393147634,0.359668506606106,0.0515910235094681,0.00176316267719182,0.00995103923605765,0.133012164941925,0.123155808814093,0.0133281048543495,0.092073003728946,0.233687634100871,0.0775132451735883,0.488732205950239,0.84624291913884,0.898540088767051,0.367010162168846,0.113171399428235,0.196442908995221,0.0267487168802954,0.0973654769924973,0.0741034163068447,0.829253192291062,0.71903507709978,0.458281921956441,0.569290136324722,0.394891933676303,0.441684435831799,0.126829872773978,0.180439227406787,0.23218190934191,0.0557760311356216,0.177051030773541,0.427100734142146,0.10654218285862,0.219082113369849,0.245429865031031,0.400553159894278,0.155439988724879,0.0783891364017751,0.533565800137616,0.454777822681113,0.125446885779085,0.0717928756481533,0.655130406864957,0.867681551468828,0.813770036440816,0.499988331629922,0.212829693552508,0.814997876920923,0.154630884521546,0.013431376039039,0.117085108952256,0.915739403949213,0.530576243694738,0.426638129662397,0.058062239887757,0.457507198128258,0.0342501981459453,0.395468934221684
"CCA",0.388334984382831,0.0058644377064947,0.0219479488123959,0.0466867987772015,0.0692759139578673,0.0378034181338347,0.375019818537727,0.667030025375805,0.684072234869257,0.925249395884126,0.386496406386772,0.616539544012946,0.413274716968416,0.336596136826817,0.557311263168781,0.610314049153235,0.926246799593385,0.0852684220051147,0.152290706957177,0.108581554230831,0.584492749466429,0.572796156823646,0.928145571002587,0.143026667312563,0,0.124535496892604,0.61897201219423,0.102545585439124,0.410929552737068,0.436669042318158,0.222133037196132,0.448185974850608,0.552279120838106,0.44187362356524,0.695325473556655,0.812675012598108,0.920217686611592,0.157565309639376,0.00402263222728005,0.298390207696047,0.0309854645585283,0.142525425490596,0.399833338639474,0.865207523451606,0.633816000789074,0.253457845798158,0.73270270680628,0.726092987496402,0.094040943549456,0.196411616380475,0.568890532623787,0.764927007620316,0.608520847598851,0.00476517352935235,0.142563901722241,0.0578238728665549,0.757669629890899,0.605701280296039,0.678017068159912,0.468563204154048,0.239720577168771,0.122993417541749,0.00146269907105669,0.232794602431369,0.00988725960025264,0.132151386025868,0.243085642745625,0.645923910553779,0.99384178669535,0.468330373215541,0.0742076853894664,0.226049735822688,0.0927351213771346,0.342685588011105,0.144252609578815,0.0530142937627963,0.422116826885104,0.41023946309114,0.0147914435511018,0.608879849054171,0.0803929645684723,0.277512609306892,0.933515382628033,0.720155763666673,0.026287021878019,0.128265364057721,0.0238450706793885,0.283667452682608,0.699757168503709,0.98508078582398,0.904075321932331,0.267199198051617,0.496961974507815,0.525479367906566,0.328194802191374,0.0134673159227543,0.774102310395752,0.471063778329052,0.0634577702265552,0.380656865071781,0.151987038154541,0.0183229451412033,0.504852511515115,0.37634577026432,0.109211031134516,0.102681475858515,0.699031558450866,0.164497613426298,0.344515898282869,0.0938865472750836,0.540453823305849,0.188684121396824,0.811146523437442,0.601520555657753,0.190820382393127,0.408691220112213,0.112181394334998,0.467725142978268,0.561530493042537,0.978706968582172,0.923573808371634,0.402060035145971,0.828275307867343,0.909278811568131,0.60181778498466,0.717946576997571
"PAA",0.783160479719173,0.406914446905689,0.528689796575108,0.114077096817217,0.159856288857933,0.463034752601551,0.950487626915695,0.52589091372137,0.277999620452906,0.531444876573089,0.743211449838697,0.775265690864539,0.283071521613585,0.816439372358106,0.573514913167072,0.0333310457830112,0.310863423196482,0.626758119030899,0.119062973104919,0.384287837220492,0.143256263254742,0.456773727495968,0.383354289274278,0.00423529227798031,0.124535496892604,0,0.181678302644441,0.74600058581926,0.292370896642832,0.243812406458898,0.824716509717591,0.795311623201567,0.180391852504874,0.247692694159841,0.686727339588715,0.862846403177558,0.0872835558162083,0.0811308470370141,0.0388028381997593,0.166158727251048,0.0221031407259165,0.142536749987024,0.781532887059821,0.929671313270654,0.0497466486665662,0.0729011052254718,0.28667210462294,0.12718234475404,0.370148662817085,0.255254516796208,0.646744112704795,0.955585579852841,0.164408221299908,0.105798794568988,0.870900280760101,0.726835384466929,0.275824238243932,0.2755037927989,0.245433822167322,0.20784254255771,0.72204537156002,0.332442883276949,0.0581354057105039,0.0111052914784651,0.0921089025569535,0.302897955633543,0.0891941788973131,0.728084853647608,0.332443986268731,0.62107542136747,0.137303041065447,0.0217874222570715,0.102819984777681,0.198168591154565,0.0323457440052024,0.0255426034296108,0.1707174853905,0.232422394722959,0.128936577533303,0.291410263645423,0.97764911559098,0.811446069862228,0.327911574438308,0.120866942918342,0.285984774536672,0.0658901601467469,0.0980300219783158,0.0632524193203364,0.429409611582503,0.961955780787246,0.873047219692798,0.94910696438679,0.271517032425077,0.517132999023572,0.420745552257082,0.275313126515386,0.285344397097514,0.198789652843608,0.0743810964962688,0.309813654319352,0.102805395466161,0.24633593738055,0.15065054734279,0.241047664460656,0.0928425128158272,0.216432797025388,0.138729098089141,0.225118163664399,0.0667658418827101,0.0500291114795171,0.417589651893375,0.622864197585663,0.816766986528902,0.351242451315961,0.247957075801889,0.678720844384905,0.38860184443264,0.0519312526157906,0.120334153348509,0.7695469098718,0.848637652253882,0.625182690399632,0.138547031827011,0.81128399403028,0.156371892952359,0.848280126256569
"CA1",0.527959010633453,0.72688580431327,0.866515596651277,0.885695221159509,0.914496814115252,0.739572370323272,0.370146278509404,0.996910224509235,0.580087240331421,0.186158410587117,0.0565824156714761,0.714651232974921,0.856081839030102,0.607167671621422,0.473873261335088,0.218418280776216,0.275627836163427,0.74032954667366,0.614283311680194,0.778948754502507,0.0218577249276458,0.243594171681966,0.919633369214114,0.218003335218907,0.61897201219423,0.181678302644441,0,0.258231375698753,0.00121530690083513,0.824675674617004,0.653497190533504,0.0633357447463387,0.62418606930336,0.499757960354742,0.128015694034474,0.91199493918077,0.330509428428149,0.669721020495851,0.812641710479885,0.222813202047418,0.536327306509988,0.945476374531476,0.987987886462724,0.344141358888745,0.415207798731658,0.859349294135504,0.873106006952501,0.0542358383318731,0.522901487407763,0.597877624017156,0.174509742402311,0.81413746888054,0.0206340166391965,0.973321174948717,0.994536291626336,0.715544192137116,0.468084741611321,0.251875998153977,0.512876772396208,0.212524641617863,0.427197872161585,0.767888930096748,0.463723974938824,0.525673971471441,0.888956647763862,0.286552075766933,0.891199155568964,0.714178604200485,0.258423306396077,0.30327350170264,0.586627125872975,0.354011425905284,0.944570476950446,0.02085927420437,0.0545008408469178,0.131663583083775,0.97874421691211,0.904935014380859,0.822988155667874,0.55684171620229,0.2049511726054,0.249369420678335,0.658184710398567,0.322202201540978,0.785126593555135,0.481251329169274,0.811844043423051,0.843206014469319,0.110751555303545,0.521692945713209,0.348507850120778,0.740472110317969,0.0234228839314513,0.573616369144985,0.976103057970514,0.841729200676505,0.662253347503396,0.00984975299874112,0.529869234870422,0.695917285561606,0.296483777312598,0.47842819885364,0.048566503919506,0.492059848849104,0.540005926323895,0.532649198736956,0.398312630850173,0.402792290981765,0.963618289239084,0.23315476802005,0.635683280329878,0.65759298696554,0.292197311820752,0.723124915405768,0.381297979338224,0.334076839482121,0.460374796867374,0.262995516723968,0.410904916667949,0.123244605443643,0.733119627926292,0.32010133161035,0.173078260326766,0.0343872666741893,0.44426406066342,0.581536116128135
"CA2",0.437647366377713,0.509914111754971,0.279711139432032,0.955345439105868,0.874522956965635,0.707767206787588,0.533200619159827,0.677545584645888,0.499181903390799,0.798823220418858,0.966516686911257,0.950489712029825,0.9131286083774,0.391659446547477,0.862810214500678,0.769301290910458,0.465114818851063,0.172446770139184,0.309500203264048,0.367159142595043,0.386790813409982,0.652500602704098,0.735709761703159,0.710812404286729,0.102545585439124,0.74600058581926,0.258231375698753,0,0.139790209605856,0.271516138947179,0.252920026081047,0.0305754311654665,0.913833544119063,0.925976904823601,0.914967467333784,0.309008297986138,0.830625231818292,0.415726108552576,0.383056093750178,0.250854644817396,0.469344002297479,0.744203956238495,0.27294923391737,0.799398996909614,0.465806490526463,0.756668550092685,0.211539565919187,0.861868958254761,0.905594218458066,0.432604408639469,0.886064633477899,0.427985188262214,0.141291092515331,0.667868150775415,0.0274823966819419,0.0264132257047744,0.370700028662973,0.604891490352298,0.356908887108601,0.76357739511621,0.584645939447885,0.995306155119641,0.315563321731293,0.584694093951444,0.608907036254558,0.62236222682409,0.750100814014756,0.66039392705293,0.432730142015165,0.996980429779061,0.939728971882603,0.771211243561858,0.90101133051466,0.293469037692673,0.59062848908269,0.277188591325312,0.26435310798388,0.372776580846154,0.543924287140261,0.223717955138345,0.382112969012558,0.91098403031668,0.44964122578446,0.474252819847313,0.840866683646044,0.902259913569049,0.996428498746519,0.356576900172415,0.999353409350149,0.545845926103584,0.759604551787479,0.427559921247871,0.846836642641881,0.942362706424596,0.800155587504739,0.120575714651534,0.970461213020692,0.308151345097618,0.967757056941547,0.532519867770098,0.980408315520821,0.0203172213319094,0.961325687659354,0.614689051757479,0.874153565600775,0.10831032233241,0.541818204328396,0.880429467477014,0.822609727437546,0.875010928499628,0.590687916548755,0.136864993204705,0.331894166686355,0.323144066719367,0.358310210701921,0.757749046418716,0.371331578505044,0.909815490311147,0.857092423514006,0.303100439010318,0.845543345929602,0.720987787716932,0.621435161686287,0.47581762768609,0.582432443727645,0.7980135356732
"CA3",0.605229477680658,0.961704704000627,0.810629178607759,0.736857456058557,0.960184306763835,0.89729322970055,0.583489986255515,0.79703287866158,0.397268341124353,0.151266566934432,0.160270331163794,0.673785751678252,0.845145009906354,0.716555273741767,0.662288830945759,0.171678723188095,0.23845016690208,0.635326631977138,0.895713520652006,0.65235386617979,0.113117827787914,0.235827762496093,0.913440606074859,0.458574117237748,0.410929552737068,0.292370896642832,0.00121530690083513,0.139790209605856,0,0.78643046715608,0.245044980904961,0.0241187369485655,0.88217760870359,0.815125963366794,0.0825252185753033,0.853394519865541,0.648760038016613,0.977825593603975,0.754611854064446,0.455480849552593,0.451708997907187,0.892596553967455,0.863777144333794,0.400371429216382,0.524769430029526,0.602691446657447,0.983010770032254,0.12030985471383,0.929528396987259,0.70557292330029,0.0946543817367089,0.748862572847879,0.0572312530388718,0.863859308213775,0.999496780972319,0.580900507244847,0.468415379543978,0.299813004056953,0.473590640743496,0.249226042681014,0.478932962476134,0.762148653311164,0.355465243226134,0.744973537427797,0.912769137289947,0.300318635363158,0.926982101022956,0.659729839089123,0.286018399870298,0.242647241954749,0.484985188984398,0.535855246517751,0.910963015637739,0.0808705620268645,0.0550704109903601,0.2379781962937,0.843294555296629,0.751856554826591,0.852996758558941,0.888416889657765,0.571629197179323,0.675721966061096,0.957863941529827,0.572587091729133,0.856307174778212,0.536412264526804,0.865102962364527,0.693529008954276,0.25326923843795,0.520251381517077,0.495765067195824,0.923729963057463,0.141904840223097,0.843550752038183,0.542449621027968,0.720608314785939,0.793782905983859,0.093102098824618,0.379295650034308,0.668848963583598,0.303198475524717,0.463246296188613,0.0766097131381308,0.446066948750399,0.366579945024865,0.714221224021222,0.280870868002275,0.524331939578184,0.775786234245944,0.221435858957166,0.61948542449659,0.792642097580533,0.513327880817448,0.689911564550632,0.315311092312721,0.615505618705613,0.653791217524678,0.389299038183288,0.581065450389018,0.0719813914965691,0.466006337857419,0.326350786476208,0.433088660807163,0.0245842066318886,0.824604455754836,0.471643531477678
"DG",0.957781282499503,0.111689468584839,0.36350293388524,0.0235816690451438,0.0252770579101118,0.0585722909646107,0.030654454863562,0.319104785208067,0.0728241181257623,0.714582108171349,0.825142684313178,0.820752102755042,0.971939206372024,0.94474966891503,0.4735920207255,0.338349661939998,0.126646834109086,0.977528802993274,0.942355412029786,0.949011528689297,0.80784333374424,0.81586304218115,0.80810924560257,0.370311337030845,0.436669042318158,0.243812406458898,0.824675674617004,0.271516138947179,0.78643046715608,0,0.613215023263673,0.539851922119451,0.785869956982247,0.0687508955310186,0.842844211808769,0.0392113860437804,0.739278734622896,0.501808939980177,0.159943959921284,0.646462070398122,0.142210884473168,0.111454342675751,0.794471529367165,0.995700032258963,0.0296893499030915,0.112876850940601,0.0128885460674321,0.139050644502123,0.135099023074126,0.0193081847242627,0.271087008291296,0.216382888589695,0.366043816662144,0.056269368973687,0.556049571312243,0.919758021177629,0.00818650763447397,0.0277168586615302,0.0128017011443098,0.0313316300977146,0.04009557585214,0.262716456496165,0.146928391597651,0.0196662637870799,0.0515701173577705,0.0489171631591578,0.178096851327204,0.413520130218859,0.129477432179192,0.87342275251379,0.150639768859383,0.60369038451868,0.305901465289664,0.824044169005955,0.139884225481681,0.539182790458149,0.0109211415781675,0.023551618147189,0.187934517124159,0.116811977757099,0.850880543575183,0.722065070621902,0.0989103532916906,0.0315163624674919,0.0347321416490224,0.112808081340209,0.0236268805440465,0.0227753643785241,0.650153850999963,0.636331524613392,0.758237931475915,0.438447915012851,0.947246925940484,0.411462592585869,0.354527099839358,0.898806712338158,0.667134784490594,0.992829761633082,0.071616468543412,0.00223865651610893,0.0445580659057068,0.781514126945598,0.15831657530363,0.00693102859935495,0.0385563402154941,0.712765557291351,0.158409570721194,0.407769827415936,0.284715197760098,0.0279570222939031,0.0052974734340558,0.564885283273463,0.459435256997944,0.00158280625391305,0.529285676606977,0.368067528194642,0.309125020575757,0.560737985580416,0.509072475219823,0.557048947717417,0.202202471022683,0.261684277594907,0.879926743437575,0.72366097591325,0.544200937415709,0.333285790732385
"FC",0.334907620351258,0.136048704582087,0.0617599605494171,0.457188721761575,0.599616986502759,0.119567277928565,0.321963838622728,0.990348743005275,0.521547130357296,0.248525864330766,0.87517075526962,0.30818851379928,0.23550467093859,0.262869163759215,0.0934330737401957,0.959773400649263,0.632405099182989,0.23574033809275,0.735525910672791,0.901652358660001,0.566304988392515,0.961802082486874,0.0805392036793464,0.584405057267168,0.222133037196132,0.824716509717591,0.653497190533504,0.252920026081047,0.245044980904961,0.613215023263673,0,0.0846378596206665,0.378786804134185,0.874983417053476,0.599670874949164,0.359824129188305,0.074247472550743,0.666434954822404,0.519116936564523,0.844170223316324,0.526355770566306,0.604760090280768,0.188288157325236,0.370607064801747,0.971141981779174,0.424883281977865,0.86451532074159,0.493841162843188,0.456176643899728,0.771258237924161,0.046233211982145,0.756900313714387,0.875972300057144,0.38235352559595,0.611681374538264,0.198932492282222,0.384089187020474,0.314354981551521,0.347824620737074,0.244266199977514,0.497380662683548,0.465724352640621,0.175737218718929,0.836252883683033,0.485299598319334,0.966494120195485,0.501822373603524,0.165852501740006,0.429716891529054,0.22280733721263,0.725846450010572,0.380024291411705,0.646081793272227,0.506383272194586,0.231052057417764,0.705654339298474,0.920778776907839,0.789937740112429,0.476454143893623,0.554669382990925,0.382116269712782,0.481599097959312,0.663703180149828,0.949269813814769,0.334260252102002,0.717297162610371,0.58623059958241,0.783168983128127,0.777906027116456,0.797560642523709,0.946973816985493,0.0469868830943738,0.545606697645848,0.0387295093556279,0.73628282632522,0.684517159514027,0.484355089372027,0.919003660135177,0.147188196389941,0.220551790027102,0.172837736976758,0.545552101774373,0.290222702581309,0.193156324990463,0.327155947105589,0.661054760532059,0.663196722205642,0.752672220416708,0.469876993134596,0.282428526603818,0.18665502158274,0.98104989941384,0.852341977554012,0.334079175445415,0.722836105950812,0.986689928547321,0.377013066662172,0.434797502483366,0.505599239939533,0.465402968638886,0.0781547624746974,0.651613389628075,0.178898491307446,0.653293781717916,0.0807794608778512,0.155098157795342
"IG",0.448598960342344,0.928107529280217,0.341146986336435,0.67072304951983,0.498207096935864,0.954866894292903,0.40729793522747,0.444300745758743,0.928510165324059,0.0691282273492077,0.124218167327485,0.152847513470719,0.212824700930423,0.388763301537564,0.516401071053538,0.785367907308491,0.997002468232414,0.288986555624853,0.617973364134385,0.973724869333722,0.583802731110596,0.984280626423729,0.146404739426702,0.910900841133376,0.448185974850608,0.795311623201567,0.0633357447463387,0.0305754311654665,0.0241187369485655,0.539851922119451,0.0846378596206665,0,0.930966983503928,0.972407190040953,0.479404351418548,0.979305113333367,0.877956684936581,0.804114550001617,0.684849035159851,0.183158558531937,0.576863394339623,0.748275697915974,0.200185357271355,0.111230578764787,0.876665689434911,0.304381991572787,0.412661669568258,0.310343215736609,0.476475937491242,0.22670218003946,0.236129288331246,0.318238100733015,0.0794740472639429,0.925946497722227,0.275481061430631,0.166852229898243,0.848252682797762,0.686806112491113,0.859279914995701,0.509227453984238,0.347353761011208,0.60168970289309,0.408730556826229,0.56437102055548,0.970548928903108,0.179211800754563,0.229843673170975,0.274209944848978,0.590055678640382,0.119156505699101,0.275092267845552,0.598943318043051,0.336895945611633,0.107954180297091,0.196347433264148,0.358123561322566,0.227724471576753,0.594179005330021,0.85457346512909,0.742948126944698,0.906646213687187,0.387481705760022,0.785856213280569,0.840599462002181,0.820353576741935,0.7982889516138,0.638904259013146,0.301939205896968,0.142920173595011,0.947483565508596,0.901439305129905,0.263476835614096,0.47003711549524,0.990104932637401,0.799984123125085,0.703829439423711,0.807388056635757,0.243565368709095,0.731572080674723,0.894236654153339,0.602807283643945,0.214582157522159,0.267101776764425,0.728467939625453,0.93963865823834,0.81839205846964,0.966673779136035,0.490080907450036,0.468083766240176,0.647597899265185,0.665571831345496,0.603011223177701,0.416804897862204,0.892099011571511,0.655246147268491,0.2464351833381,0.453422842832653,0.542887681119592,0.903134568392127,0.234593182471249,0.476236452100272,0.135139664944991,0.697589676795207,0.361005886591063,0.693607076838673,0.242314711546646
"lpEC",0.318054727017567,0.92081685997514,0.603477879265776,0.858033992007585,0.953640958825421,0.587215805077603,0.427202715808474,0.170256071769396,0.295938276321701,0.712171826156064,0.690218898626651,0.97900739753885,0.850079816127514,0.329452684161555,0.755966205358861,0.97707794880448,0.443086779029356,0.153578730483901,0.00451262633381815,0.0245082285386202,0.821311476668229,0.469180294237763,0.78713366745688,0.0739188463835274,0.552279120838106,0.180391852504874,0.62418606930336,0.913833544119063,0.88217760870359,0.785869956982247,0.378786804134185,0.930966983503928,0,0.585424899896429,0.594016534324079,0.597420328971953,0.372990694329059,0.208629706597761,0.349105479408421,0.242970865933169,0.780665880304358,0.812790363943464,0.324362139085194,0.37541598977781,0.984835914724793,0.40643765078913,0.488637797521588,0.596854286361066,0.607275920223741,0.746825716796081,0.834061317259575,0.839909995234596,0.302265833218096,0.424582113124193,0.421157848205839,0.963333400731335,0.861016044520621,0.853376137585426,0.890252106397191,0.686413893058482,0.686104162818988,0.508890159513285,0.339006968601411,0.254812688801613,0.357083336471955,0.518780206381555,0.522316875980948,0.895625943723441,0.69509291120654,0.828894701273368,0.205424756906229,0.334601777555386,0.262914238923643,0.0987964395063876,0.491223962829646,0.0270767971688766,0.491683199317831,0.128387511831814,0.0863165921130316,0.99082421372267,0.726816718241666,0.328197811797867,0.878365618795821,0.726157632783949,0.477557609577905,0.200442990987838,0.376628921425348,0.153125508764021,0.615519032739044,0.260837009876987,0.575316781442707,0.57907520105677,0.729512248345272,0.113632542976422,0.0717225899047623,0.17507765295183,0.0020759892902844,0.141419491775792,0.627327488832165,0.75701761074431,0.551302180818029,0.14442115544789,0.552847535599847,0.792227652232854,0.921838785180065,0.206801738232305,0.850197889610427,0.901336503148585,0.444172769628313,0.634300417368182,0.957405995516689,0.609389009508041,0.778571038235661,0.952536718387212,0.687815626318034,0.24182326278528,0.180074475423444,0.57196836122084,0.900510334735176,0.37661065991536,0.0870218857653519,0.727942185607105,0.117806503469366,0.895598716759844,0.10041293518736,0.305447803083131
"Sub",0.770641064332701,0.315364492908371,0.796985790765643,0.144334588306057,0.114846676717915,0.224392564215457,0.217022149518323,0.379057038615266,0.333945247755248,0.89158056227029,0.818852391301991,0.822851735464583,0.933836942652289,0.765012222974487,0.959306010755684,0.815054041904624,0.234335986158447,0.877450678888234,0.674451935934901,0.941373364119662,0.325774976657935,0.246858963754947,0.993463816503427,0.13618201071321,0.44187362356524,0.247692694159841,0.499757960354742,0.925976904823601,0.815125963366794,0.0687508955310186,0.874983417053476,0.972407190040953,0.585424899896429,0,0.412936798455262,0.0771500889162448,0.686150846253734,0.0944480770733445,0.226644404684198,0.0863839617716488,0.169834048778702,0.0938996950218527,0.620181999347937,0.786201134122752,0.0689283518556136,0.0572485439859346,0.240198710547986,0.116669923443765,0.765425568961853,0.350352819108746,0.462709079976424,0.300118925620756,0.900565477452978,0.178884086184116,0.783138268055888,0.291531968293217,0.117148693196559,0.0698615201986594,0.302139048733073,0.0893541641021779,0.235861574024691,0.991523754343655,0.270146868912265,0.0556921770286218,0.0509772046984571,0.289849855670793,0.124373801612913,0.821727594319717,0.530223922767824,0.633383739041525,0.258700349223823,0.304188551602441,0.245496569235266,0.371097681670994,0.175148157875994,0.335083256986492,0.132190444523771,0.342122249680609,0.327195128759729,0.0681543666721305,0.595040073288462,0.606396910083624,0.00518789343445251,0.00405547133447796,0.119833491656569,0.321281025929037,0.181928151295369,0.329393072069216,0.420156882276341,0.356449494674207,0.057244930317448,0.583532202327136,0.406956947599061,0.8618262541488,0.041255630194354,0.860887034779944,0.38068582125849,0.213218046409021,0.475744860235236,0.111247647653396,0.120223512969193,0.838787385329321,0.178912697792777,0.151122701187516,0.324774207728642,0.527706171705145,0.830778179584034,0.757347654092703,0.219449591708482,0.0607067888557132,0.063944919709532,0.64552522278915,0.24549506949695,0.116678617964122,0.035820724329496,0.76470413923807,0.0450346119711525,0.390589488014579,0.0412164207896902,0.441486950951241,0.306696961611993,0.217368631532826,0.596510858750281,0.457030598192912,0.767465748823706,0.432930785695225
