"","FP","M1","M2","S1","SS","GA","VA","AuA","ViA","dACC","Vacc","PL","IL","OA","AU","RS","AA","TeAA","Prh","Ech","aOn","TT","DPA","PC","CCA","PAA","CA1","CA2","CA3","DG","FC","IG","lpEC","Sub","proSub","Clst","dEPn","vEPn","LAn","BLA","BMe","PAn","DLS","DMS","NACC.SHELL","NACC.CORE","FStr","OT","LSN","SFn","aAA","CA","IAn","MAn","Gpe","Gpi","SubInn","MGCn","MSn","DBn","TnS","BNST","VALCT","VMT","VPLT","VPMT","PTTn","MGC","dLGC","LPT","PCT","PlnT","EnT","AVT","AMn","IADT","IMDT","MDT","SMT","pRE","PVT","PT","RE","XiT","Rh","CMT","PCn","CLT","RT","IGLLGC","vlLGC","subGn","MHb","LHb","SON","PVH","IPVH","ArH","ADPO","AVPO","AVPV","DMH","MePO","MPA","PSN","SPZ","SCN","AHN","SMN","MPO","VMHn","PHn","LHA","LPO","PSTN","STN","TN","ZI","FF","SCO","reSN","VTA","PAG","PreCN","APTN","cSN"
"CA3",-0.217286647485715,0.0204298418048195,0.101696777151825,0.142249999433375,0.0212414249219304,0.0548870794307701,-0.23013521588874,0.109112056370787,0.348689406335069,0.55729626273794,0.547352916912042,0.177685446350881,0.0829693103448114,-0.153567840925533,-0.184239401259589,0.535181247593951,0.471300804006122,-0.199741560239278,-0.0557347697654585,0.189929413527931,-0.651195314261559,-0.47361873531536,0.0462308403504692,-0.307615444999247,-0.33931618436773,-0.426202189873459,0.919754814636577,0.570453906218451,1,0.114911316416955,0.465528367819345,0.774228726429882,0.06300514899908,-0.0992493257553344,0.695817193496731,-0.0785116271860008,-0.191993950056745,-0.0118274530491821,-0.132413296333132,-0.309630828116844,-0.312095892018488,-0.0633931539001929,0.0729101660129712,0.34654821185013,-0.265695893721058,0.218778757095335,0.00906141865512363,-0.594242063363469,0.0376203356503133,0.15972351855355,-0.629177355616547,-0.135592745022297,-0.691960673962722,-0.0728658759304094,-0.000268383494317688,0.231676215538154,-0.301239750870015,-0.420311516623212,-0.297908516100073,-0.461909393558858,0.294484899668383,-0.128253536991513,0.378293006522596,0.137746609713348,0.0465905047735432,-0.419913867648648,-0.0389823537948987,-0.185702609758759,-0.431288175548862,-0.467617873573509,-0.290624508895814,0.258877559798774,-0.0475580532043596,0.650239668292964,0.696252057315845,0.471717014049851,-0.0839701166745124,-0.13393633453098,0.07872641351266,0.0596523525293797,0.237212844514644,0.176584813251079,-0.0224801370256938,0.236639394253073,-0.076939269990978,0.258536336360903,-0.0721955595447419,-0.16650293355122,0.458438771886739,0.295300507848212,0.283794937596244,0.0449722245866642,0.567985853897073,-0.0838315342186039,0.25484612896865,-0.151302147300494,0.110888096225433,-0.631456470272341,-0.395909529250233,-0.180495786962567,-0.456484842322407,-0.304581754133563,-0.657168848890279,-0.315798994159008,-0.370276351366839,-0.170818815138486,0.528673369479823,0.265966055407625,0.15061473206936,-0.486581622641226,-0.208942673129368,0.11151185821369,0.272789239532836,-0.168545263180805,0.446441540006883,-0.21126581562772,-0.189104644016003,0.354222117527356,0.254980093877248,0.71319227218265,-0.302795431839042,-0.399855812333596,0.356075700637421,0.817871106314771,0.094098275983307,-0.299160127276454
"DG",-0.0225242665204251,-0.605460216461153,-0.372484541155605,-0.77602633467419,-0.770434466267567,-0.689345871664799,-0.754097782184648,-0.405360178367616,-0.663517087137786,-0.154672028555614,0.093806085170771,-0.0961905751942418,-0.0149679920784745,-0.0294839257438663,-0.297907629768286,-0.390865436250638,-0.586281743246779,0.0119857862654063,0.030763183714332,0.0272072749168298,-0.113927538188478,0.0988483887068014,-0.10306936679544,0.367609725218412,0.322010396309576,0.4666011918061,0.0940596111865967,0.443110360697204,0.114911316416955,1,-0.212605074954853,0.256432084273621,0.1152183310574,0.670568276738791,0.0929737166012692,-0.731398654951167,-0.140905283152109,0.279991002525148,0.547707937437123,0.193315838271238,0.567630350379765,0.653445716476941,0.110511660917233,0.00229332416944818,0.756891582987989,0.603886581872846,0.818981549611861,0.571321953286581,0.576004095748,0.791332094440153,0.443464864367466,-0.491235478916747,-0.370660495686124,0.693858783694048,0.24658707013232,-0.0428481382152241,0.84548710703338,0.762780610935152,0.819409670381866,0.75216961322408,0.72923303786114,0.450436259855169,-0.562203045639587,-0.789973095908891,-0.703422875925942,-0.709054783551798,-0.528525302394478,0.337553981329016,0.582798273454547,-0.0677145733630519,-0.558000391708363,-0.218191237692484,-0.415544511042923,-0.0944024760829492,-0.570343739838988,-0.256841051537107,-0.829169295401469,-0.776127664007976,-0.518568017294648,-0.598737393299873,0.0798693909982265,0.150488583837534,-0.623036859935835,-0.751648063087181,-0.742854263522499,-0.603977465123564,-0.775874035732047,-0.778773431668564,-0.191192848826413,0.219465281317086,-0.130410822329735,-0.352215974939689,-0.0281498401721931,0.338953203291991,0.378974834744276,-0.0540750753952056,0.181472984387961,-0.00382416441250819,0.713817226416683,0.901159034201081,0.766190262643896,-0.117605710523653,0.549484096804849,0.854162058812883,0.733022263537895,-0.171715432951695,-0.654528683367206,0.341472013120965,0.525125512473215,0.76205005669333,0.867112849086322,-0.241259572314097,0.307055362034096,0.912196529699595,-0.28921619890284,-0.369211798304468,0.413039016360039,-0.24375652257017,-0.30287932219316,0.270731341167551,0.504606722264376,-0.451303513801342,-0.0709071058677252,0.165014572768038,0.253778456384795,0.394641188112699
"FC",0.393429023267979,0.574871977237382,0.68327029392591,0.308517398474952,0.220588980145802,0.595190164457625,0.403181356558314,0.00514742798734939,0.267687712935222,0.462513291916034,0.0667738165307622,0.413765619710065,0.473905222499545,0.450308097026209,0.630968694211097,0.0214607747956934,0.201433091871892,-0.47369623526035,0.142989952875006,0.0525487328822825,0.26463577653247,-0.020377863342084,0.650770774575026,0.22959120926789,-0.485943845061715,0.0940374420226454,0.189273316753073,0.458737425247903,0.465528367819345,-0.212605074954853,1,0.644288518245797,0.361597132137876,-0.0668746285837175,0.242916487722277,0.375135728139572,0.661107979967256,0.181872140294244,-0.269192933650369,-0.0834964753469272,-0.264716986024715,-0.239636483181259,0.51821531786929,0.36739890207016,0.0153933745796946,0.329879375462545,-0.0725122758114871,-0.285009562699914,-0.30917700758073,-0.123237705616203,-0.714942847190502,0.131149262213461,0.0663425130892029,-0.359084808035374,0.21350265770255,0.507759231547457,-0.357866004669628,-0.409000420989742,-0.383870303693294,-0.466205894234827,-0.282776363677801,-0.302977739519691,0.530957133904219,-0.0877816948696062,0.290424482713113,-0.017873608869869,-0.279982567235719,-0.541340572794118,-0.326641184102625,-0.485327979590565,-0.148378668252134,-0.360724286454425,-0.193534724912046,0.27712363806141,0.477874039484611,0.159677794089325,-0.0423017561544764,0.112991229194741,0.296071553272138,-0.247421935260363,-0.359251602335161,-0.292781963398924,-0.183431390266115,-0.0270693197198352,0.393912541386002,0.153152876988149,0.228506786160251,-0.116698386011823,0.119585326243051,-0.120111149593888,0.0282957306004032,0.760877560281371,-0.252922342880016,-0.732591421355445,0.142569287973235,-0.171596223384193,0.291025529226316,-0.0432519595379552,-0.608369608624655,-0.48739186232357,-0.579357570133993,-0.252955577179337,-0.427916024130725,-0.513395417481149,-0.399247744245848,0.203865100289018,0.228513032042297,0.13348533039608,0.370347255097229,-0.434186698774459,-0.519847068820568,-0.0101074086714807,-0.079080019249133,-0.394047865240937,0.165521070241952,0.00709894327196624,-0.362850430875578,-0.323253967376433,-0.305245692378913,0.333066047667708,-0.654630783904487,-0.190354517068878,-0.572820301010216,0.208744908748605,-0.650385559866952,-0.553026320048356
"IG",0.314134769989551,0.0383803251366451,0.388790927462611,-0.179428246570275,-0.282255820117532,0.0240802969029695,-0.341794593653047,-0.316962176272654,-0.0381649554287674,0.669904898536979,0.5893055156227,0.555527347784199,0.494546554808668,0.354595828177363,0.27087821343505,0.115493361838963,0.00159868633332356,-0.42890501970258,-0.209824753516398,-0.0140152382270856,-0.253197930134647,-0.00838405878970229,0.562800697323596,0.0475913635555435,-0.314405950364482,-0.110052510265596,0.680335671953517,0.7543244907522,0.774228726429882,0.256432084273621,0.644288518245797,1,0.0368509574359341,-0.0147182907700977,0.323281081810144,-0.0110381694585293,0.0652749475071391,-0.105246863434671,-0.171408332719915,-0.523366342064643,-0.234083357471479,-0.149958241739741,0.506548173502471,0.606070924675669,0.0659694470264255,0.416729896845242,0.338137411222692,-0.412095431324795,0.296057589307807,0.481789329060374,-0.473351551297334,-0.406022479813208,-0.652486715957359,0.0395363821127958,0.439847951612267,0.540275461427143,-0.0812892963291846,-0.170300843589567,-0.0753352653099335,-0.275345769395929,0.384215837367866,0.219368245541617,0.340815765211753,-0.241568844556798,0.0157098225009604,-0.527382254464378,-0.478957871437405,-0.440891310458862,-0.226238246377164,-0.595716053321982,-0.440166829048937,-0.220986037265456,-0.391946659616055,0.610473503905471,0.5102708047194,0.376365422195992,-0.480865726898921,-0.223798308205522,0.0778750963766309,-0.138869372915914,0.0498713159010243,0.355490744376772,-0.115225859604643,-0.0854283478051152,-0.096407120023742,-0.108426014040509,-0.197673393837745,-0.418641551642099,0.566808057407293,0.0309495541688854,0.052662992958237,0.49073815555767,0.300194290967738,-0.0052774672500516,0.107500471833591,-0.160703015434989,-0.103462337381191,-0.466816542111527,-0.160163450137746,-0.0565274189106731,-0.240894092175261,-0.492907582905269,-0.446770420563076,-0.14691752879469,0.0322149972795536,-0.107597667668474,0.0222211380195608,0.287388844641934,0.371733599307392,-0.192662286653503,-0.182364597882497,-0.218590647942204,0.335326344125014,0.0576749662662786,0.207515882561745,-0.464321619439512,-0.310974785106662,-0.254578953661064,-0.0571517412941827,0.517143408873941,-0.296211050354091,-0.575955555938023,-0.181088965649594,0.409962934783767,-0.166458889752867,-0.467908482055174
"lpEC",-0.406162719358458,-0.0422813723344165,-0.218316194884786,-0.0760074334558491,-0.0247349089120803,0.227922017801534,0.328323585685104,0.536674677270395,0.423369557779354,-0.156021877477005,-0.168371637089166,-0.011196990474587,0.0803019768213622,-0.397517062534479,-0.131665114873765,-0.0122263123311978,0.317762774565516,0.554712584597186,0.874264859337239,0.772940534487104,0.105848183648045,-0.300746464813463,0.114526206551558,0.661661773194645,0.248869528253769,0.526176607970047,-0.206204810575429,-0.0460203788005418,0.06300514899908,0.1152183310574,0.361597132137876,0.0368509574359341,1,0.22898525411163,0.246570519561253,0.221884220922364,0.365702368787842,0.498487475613722,0.382931449628793,0.467335242688663,0.11807093925636,0.110957342451795,-0.401360691925735,-0.363981153976329,0.00808786484386472,0.342383090012244,-0.2883038479891,0.222218236743774,-0.216085020928657,0.136720494748809,-0.0889690043983853,-0.0858015139265537,0.418385513274705,0.330081650999691,-0.332385792024746,0.0195605084468609,-0.0743988616176997,0.0785215530748207,0.0586666827942869,0.170522727248349,0.170697970133964,-0.275556411371721,-0.390377262391683,-0.457121254234728,-0.377118925690581,-0.269401705842038,-0.267211490824867,-0.0557817692477584,0.16562087473239,-0.0917701008632389,-0.501526300625372,-0.393657402381772,-0.450270273826262,-0.623199214348352,-0.286664834810265,-0.764746890730375,-0.286374139415891,-0.584134486374345,-0.641686296256996,0.00489383081747682,-0.147837719596959,-0.398461955001394,-0.0650549852864073,-0.148205156808698,-0.295364839522719,-0.506299632072456,-0.36312220848403,-0.555217338656605,-0.211257977427417,0.493094327841276,0.235007049769948,0.2562775195273,-0.146335820244444,-0.602889949393484,0.665400546776697,0.531640014132925,0.903676278456095,0.568550509442422,0.225188145032666,0.131084496067224,0.274532271297632,0.565075343426003,0.248525083287717,0.111738508759347,0.0417344168501301,0.544026155167553,0.100203445523431,0.0527181263900275,0.390382762201725,0.200335453526774,-0.0227246246396023,0.214845633041314,0.119220320018211,-0.0253245757869077,0.187152067143032,0.46833834509449,0.526500452406866,-0.237009763828375,-0.0587053566568673,0.397954946319551,-0.640601782867599,0.147210465062373,-0.644942823241121,0.0616143194262837,-0.620905285697894,-0.415898130140917
"Sub",0.123577124431405,-0.408224562344421,-0.109137778887879,-0.56517500439764,-0.601296541313617,-0.483883906871208,-0.490643620107568,-0.361406417652423,-0.394147975287215,0.0579533303039857,-0.0972229749350914,0.0950500092550851,0.0353163182692716,0.1266754363698,0.0217102818621874,-0.0992884511773795,-0.474943182314573,-0.0655471416422379,0.177306656616025,0.0312879524073729,0.437899322494296,0.463954447312342,0.00348599277293067,0.574713414681905,0.318563744146177,0.463233014952372,-0.28127987833765,0.0395201141951083,-0.0992493257553344,0.670568276738791,-0.0668746285837175,-0.0147182907700977,0.22898525411163,1,0.370756566735443,-0.656277790885428,0.170671555639177,0.629479011289513,0.48184159084143,0.641582481871812,0.537118991181494,0.678349403117367,0.208536545841928,0.115036926305334,0.6702560281099,0.691926728205066,0.469762484549868,0.598921551398618,0.126447749489971,0.382018682672539,0.304929942817994,-0.420070888942968,-0.0531316534766765,0.527717831288905,-0.116715222913449,-0.426870758909562,0.598301382963474,0.668621795082622,0.418484881975607,0.637051353001847,0.47358876602051,0.00452072594294584,-0.444242482698258,-0.695007087960401,-0.704666172110032,-0.428214109075866,-0.58911075606623,0.095660604594914,0.262334560456291,-0.200866204801461,-0.453820310157106,-0.416881008373266,-0.465135992954794,-0.367049309700024,-0.531566951019849,-0.393297915664623,-0.579499250008026,-0.388069520198452,-0.399218171663905,-0.671621417782242,-0.223289489288702,-0.216600995714762,-0.86806856389925,-0.878806679149873,-0.594849889648521,-0.40370088018578,-0.524613297776532,-0.39756191101604,-0.333060826813604,-0.413509306935589,-0.691933822088886,-0.253373948458542,-0.342027789490155,-0.0739619546673611,0.726435317793647,-0.0744684356081889,0.36025820299346,0.494179117877658,0.325828393519805,0.606048183153142,0.641769748371108,0.086409217025243,0.527688520129954,0.557457736016837,0.401048509621288,0.290277395124502,-0.11329934508259,0.130902272971545,0.5882029589104,0.685256515198919,0.679212810197448,-0.193855155103412,-0.465137295438395,0.598910276250781,-0.786757190320034,-0.126845158113521,0.717638993956335,-0.353322873314721,-0.773767382185465,-0.350035240946762,0.414925045908458,-0.490323208323205,-0.244957314241069,-0.338968713709291,-0.125324329123037,0.32449656200575
"proSub",-0.446349521642949,-0.380284782743829,-0.247599963080049,-0.0283790020416853,-0.162014400392278,-0.248261332284723,-0.275677217650143,0.121500243150136,0.457281682257638,0.590516161105376,0.710614476471179,0.252020430544515,0.121360696692681,-0.393339588408769,-0.257281017734845,0.687843040862634,0.573272288733314,0.12125138076253,0.334835380710047,0.514084579392577,-0.269260498924928,-0.205812270733764,-0.0589685586768014,0.0257480511494442,0.182491647226779,-0.187828471750754,0.631757079583388,-0.0501513416882057,0.695817193496731,0.0929737166012692,0.242916487722277,0.323281081810144,0.246570519561253,0.370756566735443,1,-0.0968808713052616,-0.0511256837515209,0.583082706367731,0.30822151778599,0.375029878917785,0.0856139829132707,0.509687923192666,-0.145354459907772,0.355879154631545,-0.241987190250645,0.478451110332738,-0.165462417448677,-0.507371846528482,-0.00972146116824842,0.0746860444156561,-0.565337368568915,-0.085282163103721,-0.409524289689776,0.266589364280875,-0.624094294780704,-0.486715599494482,-0.359710707102276,-0.349743766773115,-0.447573294160052,-0.345066222009082,0.389386994988292,-0.281972258982583,-0.0311305674973502,0.0214862372164205,-0.405505707462138,-0.523403971793103,-0.194642122419598,-0.297586642346622,-0.627436867673196,-0.622700503803721,-0.506510791915636,0.0261046152440741,-0.284585574576919,0.257285983281214,0.406735046982859,0.0439045512884356,-0.00481917918763869,-0.045659010949108,-0.263180881841372,0.120683090680367,0.586487802775037,0.134332243195837,-0.319720199388858,0.0852105968525802,-0.415138730791096,0.190935396730886,-0.296967077006195,-0.0719682957319628,0.473882596170513,-0.178546909016357,-0.108378697900758,-0.441045513848619,0.903469790951185,-0.330654350111605,0.748320795397309,0.224144350366463,0.402836476665863,-0.182183909423899,-0.36504872692421,-0.145247069998496,-0.275295534955552,0.262027345711093,-0.513757416290335,-0.287372214707541,-0.365385067155281,0.460738085644455,0.854392573669284,0.390370545156843,0.446493698913508,-0.224511073499413,-0.105353052436512,0.460693996613486,-0.285031026073226,-0.237420539391517,-0.28221610080961,-0.167701120011142,0.384280536074543,0.295710320446234,-0.349793986904541,0.342430001315828,-0.235335096768061,-0.5547867150231,0.636174590132554,0.682886811263744,-0.146524733188799,-0.276274180200758
"Clst",-0.00865710524996998,0.269103714886982,0.117350800777234,0.333076885498627,0.344398605829617,0.44318951409633,0.641912160916165,0.237638510749718,0.501666389637034,0.216870742718528,0.213601546827999,0.373575324901776,0.511410256346838,-0.00646861433946933,0.384997184152189,0.00169169336788298,0.538942680009474,0.195119511999115,0.365918007112316,0.389704488242041,0.268402631730703,-0.07971310198603,0.487138479026141,0.109374253470234,0.100582995652981,0.0734119182377645,-0.0470052249622019,-0.4131295199942,-0.0785116271860008,-0.731398654951167,0.375135728139572,-0.0110381694585293,0.221884220922364,-0.656277790885428,-0.0968808713052616,1,0.449001569726795,0.0152191440157019,-0.0618042526677226,-0.168314721705915,-0.157410502126273,-0.346052349493104,-0.0745370849381362,0.164744635078578,-0.506514908278173,-0.153163314695164,-0.557548692035278,-0.564267335674844,-0.090531338395439,-0.29904834017291,-0.554581907568185,0.452591091029278,0.481423621252715,-0.215718981792097,-0.275625606869489,0.0922212355231063,-0.784198413367624,-0.742242830086338,-0.656684039573057,-0.694126123158798,-0.477143434156342,0.0350287261333906,0.149181035666699,0.314556871753784,0.306479443522677,0.197492044586876,0.056123588563594,-0.648260883451821,-0.526498194275585,-0.301488830791513,-0.012664949801685,-0.280073297591308,-0.116276109753532,0.0557623220176395,0.352593379203044,-0.121014544052727,0.425682466546126,0.39937854335611,0.0680399221463103,0.606226831295315,0.258055263068642,0.140047237852018,0.661335230841183,0.649136134612297,0.391232132602291,0.132614516404729,0.251605791905762,0.199566955122621,0.385994950472743,-0.00822531318196687,0.383762877951012,0.437915231193817,0.141517715715385,-0.38048525564907,-0.244898383391102,0.532592577514978,-0.0238117626364235,0.00268509271216017,-0.257813702637014,-0.75730461085603,-0.516601765259236,0.421185144419127,-0.507396612549189,-0.703563158082965,-0.314539599645597,0.566074119653615,0.288203806367322,0.190023098807815,0.05413457710105,-0.478216513726238,-0.875431739859996,0.527976114961192,0.113519309031958,-0.794567544621034,0.177999397196275,0.0359349272344593,-0.370890470582276,-0.176101950279356,0.0992381532676705,0.16911946364987,-0.798119875393646,0.172796670853217,-0.210546879902566,0.077570309501128,-0.62400411357654,-0.768256175568235
"dEPn",0.434714490552056,0.312724897768509,0.376042252532885,0.0329180232186993,-0.00346223357811027,0.286937447015004,0.4670335663923,-0.210439769066529,-0.0752956476572273,0.117719114693583,-0.168222198620351,0.315889457323002,0.586954559399588,0.462292633605621,0.746902366645476,-0.463961430633221,-0.0853788180149333,-0.30182084536381,0.413112454301763,0.112448567768212,0.808217493247531,0.321581084155522,0.630902723769698,0.593493499633503,0.0426020858291687,0.640200716533375,-0.39672266227663,-0.0908315694194026,-0.191993950056745,-0.140905283152109,0.661107979967256,0.0652749475071391,0.365702368787842,0.170671555639177,-0.0511256837515209,0.449001569726795,1,0.597986488453524,0.228946202201657,0.429495335404081,0.371919941152585,0.252926883232161,0.490345150470789,0.263912268107469,0.398099937528668,0.511565773808886,0.0848252787382078,0.127795822831802,-0.12845136640226,-0.136799504873381,-0.445029372229158,0.435142655450362,0.636782079099966,-0.0638598114617981,-0.0656808266310878,0.0295526430621498,-0.119958370115184,-0.175433501752119,-0.193638595547839,-0.169404011548995,-0.457135280673597,-0.052948474770806,0.0318150433178035,-0.330821974187001,-0.0467258407968171,0.0247575409799775,-0.414696607336381,-0.533845891697851,-0.162760381383378,-0.428059624978938,-0.199392829862114,-0.693770971209657,-0.313573366025238,-0.113630251053579,-0.109107972819104,-0.287381981180801,-0.00533145653369068,0.18861349643369,0.0766194456130107,-0.406336288879936,-0.237243567009417,-0.364969077028199,-0.353299008713229,-0.272478293387825,0.246300582432432,-0.0201401667272076,0.0253452451473465,-0.130979391318039,-0.228964068601516,-0.340552848690842,-0.149227240455726,0.44555945456833,-0.589166341857886,-0.762662492530405,0.142754348393465,0.101212675809527,0.32792201080763,0.327164113984381,-0.0781232406083896,-0.336717012926849,-0.0848822790377612,0.200253730846847,-0.0301543553394752,-0.281319539964289,-0.0710324718852131,0.576698564414003,-0.137344281815824,0.387000087211946,0.687734938344321,0.00669800577378094,-0.299492768215358,0.294520577411618,-0.290535930833565,-0.277439362856918,-0.405750038772125,-0.0928491547854057,-0.137284244302503,-0.591197134826316,-0.749501706197476,0.0488808724653267,-0.420257655580629,-0.173497244452232,-0.665520775286554,-0.0550586369258626,-0.8170523946124,-0.329719987593476
"vEPn",-0.177020549039913,-0.363116631923666,-0.306980630133581,-0.326788153156154,-0.380000976878444,-0.319743600792278,-0.0271856554997323,-0.102405257459067,-0.00447544847052293,0.112560933428523,0.0730784368006125,0.149318593660828,0.336648678951748,-0.147524895585693,0.0985994730579557,-0.115263665131002,0.0895318598632577,0.16261956669,0.707896040459344,0.532907357528204,0.536639529417235,0.155082689342303,0.143860504121941,0.648289782841344,0.550307402415412,0.649823369137718,-0.17999892946224,-0.336057118993543,-0.0118274530491821,0.279991002525148,0.181872140294244,-0.105246863434671,0.498487475613722,0.629479011289513,0.583082706367731,0.0152191440157019,0.597986488453524,1,0.776554800473769,0.849969637217741,0.738158955559403,0.821452504641467,0.016620350313542,0.163735960168358,0.413239349519401,0.786066035776635,0.132837790018409,0.202521254435284,0.103327912667013,0.136620873108714,-0.276373042436461,0.209179643831881,0.37178261571287,0.503898081924892,-0.626809243593959,-0.628264304532123,0.0518915946268119,0.0405613471948536,-0.057073744635778,0.102391217284742,0.100385557156505,-0.000493473947317381,-0.502069126391925,-0.495117668796789,-0.696024409940875,-0.446083942571333,-0.492829313598557,-0.288951651609813,-0.195991624673259,-0.525698865166545,-0.600239390359405,-0.540703608551012,-0.504028463061707,-0.275016652565854,-0.330242986073023,-0.550072628377641,-0.179498442157171,-0.167514477726849,-0.479007802262417,-0.347703903032008,0.195384737009743,-0.229157352417243,-0.556554307971261,-0.401699557592359,-0.441825854535771,-0.185517916348253,-0.504473624015386,-0.34248784132953,-0.219960734445882,-0.214538284831465,-0.227257778136022,-0.297062768715093,-0.163372125688897,-0.506694597066627,0.733913113221894,0.389947541039823,0.597701713814651,0.361680445915755,0.169088618878968,0.0897426915798059,0.237600520666353,0.603015833019455,0.0909564924775684,0.0567391547186189,0.0911412881885875,0.768163843641516,0.186870797040725,0.614123665223802,0.862892244502212,0.324594181793791,0.155114217301691,0.584482342120549,-0.340787403483713,0.00208839912979544,-0.69192876107411,-0.157504550905919,0.533401522409821,-0.261739656446347,-0.7752084367403,0.101661988186345,-0.150850213043714,-0.453354226770445,-0.160826889872616,0.155039717239198,-0.543488964786292,-0.103737229901425
"LAn",-0.380053150613471,-0.788142381817896,-0.752305103667949,-0.691064726166132,-0.676807411452888,-0.713033794415517,-0.353663354866697,-0.177484744192446,-0.259192820911899,-0.115816958665743,0.24967203312966,0.0431688427556435,0.28847528718157,-0.387617444574846,-0.25714361762262,-0.333855587112916,-0.0663324353034319,0.480440205477671,0.661164820470517,0.620945492080214,0.242219915237527,0.061940164786597,-0.0147654086363962,0.60863274567529,0.879145370849981,0.732409333685841,-0.1006011217542,-0.358591161293688,-0.132413296333132,0.547707937437123,-0.269192933650369,-0.171408332719915,0.382931449628793,0.48184159084143,0.30822151778599,-0.0618042526677226,0.228946202201657,0.776554800473769,1,0.614396208172094,0.908399294828128,0.879605651084201,-0.236991521278711,0.0303021211253042,0.457257948213005,0.690739521750176,0.349258477519489,0.281177905768593,0.579703358563049,0.531516990835403,0.0910147809291756,0.0256735831212827,0.213437885927649,0.864201736052099,-0.5294780178791,-0.622596611686522,0.294570429461384,0.263692966100017,0.306252549783041,0.359486420686218,0.436587269233581,0.485705130077961,-0.884274513634905,-0.626211470577072,-0.90522671758797,-0.694174135554453,-0.505393743801763,-0.0850553139250751,0.0921742283574315,-0.362631473047098,-0.743785478566089,-0.47082508953769,-0.591304739034884,-0.30436142372242,-0.593062224930258,-0.672379080956583,-0.409963985741217,-0.485790928087257,-0.791706803686451,-0.133591560104275,0.56328871987937,0.199413019286704,-0.285744484074932,-0.338044837257545,-0.772682878831998,-0.520366927206548,-0.847548642289273,-0.613040551812449,-0.0749982375892708,0.132408213463761,0.0468905006081928,-0.55389611009107,0.139681459118629,0.0241586232469603,0.535294611288667,0.64106746490269,0.383428670289757,0.197192356583222,0.715765317814957,0.452374339069814,0.597879692192968,0.698625150082917,0.29415075393094,0.435563903982107,0.551115285207753,0.609408447644621,-0.314845645078371,0.733161353358646,0.734482199105977,0.627600441113442,0.410722005867512,0.585132795080111,0.153363710159935,0.32793559155707,-0.55214084836406,-0.354062545878734,0.569688762982113,-0.246834551725504,-0.444103225495057,0.271074537010878,0.0531515529560234,-0.424411201271152,0.0395720278891618,0.240444869865427,-0.228673560181754,-0.0121697486419538
"BLA",-0.289950121536896,-0.192114967486318,-0.335533101882139,-0.103836046804388,-0.0996113234472442,-0.165513103181715,0.158632669467538,0.15685869108226,0.0277534903690818,-0.301667413899045,-0.391003123992295,-0.273319055124795,-0.132641011407058,-0.277111054539719,-0.0940263651679131,-0.103011461585058,0.0257222773599533,0.266100320867993,0.647890568871966,0.367459576024082,0.469787134776469,0.0598462961465861,-0.248987240161844,0.487542998500836,0.421432198560105,0.54101395108465,-0.485322627225627,-0.460508038518685,-0.309630828116844,0.193315838271238,-0.0834964753469272,-0.523366342064643,0.467335242688663,0.641582481871812,0.375029878917785,-0.168314721705915,0.429495335404081,0.849969637217741,0.614396208172094,1,0.616825827449061,0.685621677929441,-0.21755632937702,-0.278539295766625,0.367815076169158,0.431752117365487,-0.0361530744449019,0.498888626140203,-0.228449929367353,-0.164448722163338,0.0574463864816107,0.29582342740253,0.571412153665214,0.306274110851107,-0.625935353568838,-0.668315689100452,0.198158284547019,0.238202823859575,0.0883290309685071,0.329134918143464,-0.0902775338669515,-0.302165265470965,-0.485489220309418,-0.326026673084837,-0.530971394668643,-0.0564751199218683,-0.125524342608299,0.141549289245833,0.0807696096473073,-0.0253821276316142,-0.211974479664211,-0.248682033994913,-0.139129989227257,-0.579204934582221,-0.530825565685149,-0.604706778816678,0.0341587688761659,-0.124052001830364,-0.382219245312704,-0.3874016177116,-0.0908407470991072,-0.567250760589864,-0.56096249387463,-0.418959761458457,-0.279039843065744,-0.0844010400190121,-0.25780174560387,-0.10435517891959,-0.62023955460411,-0.128909929739098,-0.259253395142534,-0.428075272436877,-0.410202297955728,-0.506168107665349,0.638499989283779,0.210074156856497,0.681358557657221,0.582452187065485,0.153898046318902,0.196283438138682,0.36111980104848,0.591541155519051,0.389053374316855,0.199955317662352,-0.0060160963870186,0.517736658309534,0.139115338233184,0.207647682134719,0.464131013205991,0.362660521574122,0.3360070580734,0.408486899439724,-0.496399021347673,0.077132658595904,-0.558969173456939,0.25633355394506,0.642741512144616,-0.0334175650763406,-0.575074134539816,-0.175150813005237,0.0686976917949439,-0.0206944875402819,-0.119111368726001,-0.0975638451781075,-0.306603727051923,0.26691016792123
