png_finale, scala_png
F99_s001.png, 1.54932
F99_s002.png, 1.2645
F99_s003.png, 1.41435
F99_s004.png, 1.35784
F99_s005.png, 1.36364
F99_s006.png, 1.50236
F99_s007.png, 1.37374
F99_s008.png, 1.40071
F99_s009.png, 1.40831
F99_s010.png, 1.54864
F99_s011.png, 1.3844
F99_s012.png, 1.49169
F99_s013.png, 1.46879
F99_s014.png, 1.39128
F99_s015.png, 1.5002
F99_s016.png, 1.39667
F99_s017.png, 1.51736
F99_s018.png, 1.40564
F99_s019.png, 1.38022
F99_s020.png, 1.50182
F99_s021.png, 1.53159
F99_s022.png, 1.43595
F99_s023.png, 1.47763
F99_s024.png, 1.37054
F99_s025.png, 1.50306
F99_s026.png, 1.51403
F99_s027.png, 1.47787
F99_s028.png, 1.48207
F99_s029.png, 1.4914
F99_s030.png, 1.40235
F99_s031.png, 1.40578
F99_s032.png, 1.47659
F99_s033.png, 1.49386
F99_s034.png, 1.49401
F99_s035.png, 1.51284
F99_s036.png, 1.50691
F99_s037.png, 1.57799
F99_s038.png, 1.49197
