png_finale, scala_png
F57_s001.png, 1.30704
F57_s002.png, 1.29871
F57_s003.png, 1.24156
F57_s004.png, 1.26698
F57_s005.png, 1.25363
F57_s006.png, 1.25156
F57_s007.png, 1.25411
F57_s008.png, 1.3283
F57_s009.png, 1.24834
F57_s010.png, 1.30181
F57_s011.png, 1.26833
F57_s012.png, 1.2605
F57_s013.png, 1.23991
F57_s014.png, 1.23963
F57_s015.png, 1.24774
F57_s016.png, 1.22868
F57_s017.png, 1.23173
F57_s018.png, 1.28004
F57_s019.png, 1.24656
F57_s020.png, 1.25862
F57_s021.png, 1.2634
F57_s022.png, 1.24455
F57_s023.png, 1.22069
F57_s024.png, 1.24429
F57_s025.png, 1.25607
F57_s026.png, 1.25514
F57_s027.png, 1.2401
F57_s028.png, 1.2347
F57_s029.png, 1.22372
F57_s030.png, 1.24034
F57_s031.png, 1.26938
F57_s032.png, 1.23999
F57_s033.png, 1.24872
F57_s034.png, 1.25116
F57_s035.png, 1.37297
F57_s036.png, 1.35619
