"","lower","r","upper","p"
"AA-PHn",-0.967451480137695,-0.825664442323371,-0.289331130051163,0.0115748024021774
"ViA-PHn",-0.938739828424375,-0.69149200024614,0.0257076327468477,0.0574702569251802
"TeAA-PHn",-0.727110598215595,-0.0460142053642928,0.680731415280103,0.913845070340882
"Prh-PHn",-0.827963231560305,-0.295974823430238,0.516401643974196,0.47660511853323
"lpEC-PHn",-0.787832013065434,-0.186943197931867,0.596279962189953,0.657562440357887
"Ech-PHn",-0.817667717760239,-0.266615552851609,0.539397661955731,0.523280719805304
"VA-PHn",-0.9632122936503,-0.80479086558205,-0.231280325219179,0.0159804810007598
"aOn-PHn",-0.917808286110798,-0.603363524286673,0.176243583017183,0.113273100544133
"TT-PHn",-0.932016995423334,-0.662361029889917,0.079346893306009,0.0735051230276747
"DPA-PHn",-0.902932917385169,-0.545078184124034,0.259125217020181,0.162370097030251
"PC-PHn",-0.943621563460797,-0.713161506895615,-0.0170640335835178,0.0470355739509459
"PAA-PHn",-0.653380603101963,0.0950596565731289,0.749524932907324,0.822833972144944
"FC-PHn",-0.752088069053767,0.00223700253153918,0.754024886929045,0.996202356055626
"IG-PHn",-0.802490448200071,-0.22512315334332,0.569968556186193,0.591938925074859
"CA1-PHn",0.262956248394162,0.816359307699399,0.965571492427032,0.0134285825373137
"CA2-PHn",-0.0109566074505448,0.69911405804341,0.9404683230794,0.0536568640013808
"CA3-PHn",0.116776130162178,0.75899235378889,0.953626424188536,0.0289761204252974
"DG-PHn",-0.585620830896579,0.20270091738277,0.79396551888262,0.63021808878333
"proSb-PHn",-0.757852251300322,-0.0111675231527459,0.74818264806207,0.981042606047343
"Sub-PHn",-0.610373756921553,0.165470197197933,0.77927752101997,0.695360158644894
"Clst-PHn",-0.975288586463124,-0.865304068804248,-0.411617565728598,0.00550890482087456
"dEPn-PHn",-0.959338139249486,-0.786051327016418,-0.182425592741742,0.0207227226854403
