png_finale, scala_png
F55_s001.png, 1.07457
F55_s002.png, 0.93581
F55_s003.png, 1.19043
F55_s004.png, 1.19058
F55_s005.png, 1.06529
F55_s006.png, 1.0902
F55_s007.png, 1.12363
F55_s008.png, 1.09605
F55_s009.png, 1.07092
F55_s010.png, 1.07851
F55_s011.png, 1.0925
F55_s012.png, 1.08166
F55_s013.png, 1.11489
F55_s014.png, 1.14088
F55_s015.png, 1.1332
F55_s016.png, 1.12379
F55_s017.png, 1.14345
F55_s018.png, 1.12159
F55_s019.png, 1.187
F55_s020.png, 1.13944
F55_s021.png, 1.18513
F55_s022.png, 1.16162
F55_s023.png, 1.11091
F55_s024.png, 1.15869
F55_s025.png, 1.17729
F55_s026.png, 1.10374
F55_s027.png, 1.10936
F55_s028.png, 1.13213
F55_s029.png, 1.15745
F55_s030.png, 1.11141
F55_s031.png, 1.16035
