region;objects;area um2;density cellls/um2
;;;
Nucleus accumbens tot;11071;14824681.76;0.000746795
Nucleus accumbens Shell;6297;9109570.496;0.000691251
Nucleus accumbens Core;4774;5715111.267;0.000835329
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Caudoputamen;42720;98885792.47;0.000432014
DLS (+37);29958;75889003.32;0.000394761
DLS fettina 37;143;385549.1145;0.0003709
DLS ;29815;75503454.21;0.000394883
DMS;12905;23382338.27;0.000551912
