png_finale, scala_png
F90_s001.png, 0.6561
F90_s002.png, 0.84244
F90_s003.png, 0.95872
F90_s004.png, 0.95973
F90_s005.png, 0.97223
F90_s006.png, 0.96944
F90_s007.png, 0.97017
F90_s008.png, 1.05629
F90_s009.png, 1.06417
F90_s010.png, 1.01889
F90_s011.png, 1.28938
F90_s012.png, 1.24848
F90_s013.png, 1.0226
F90_s014.png, 1.01713
F90_s015.png, 1.02047
F90_s016.png, 1.29951
F90_s017.png, 1.09029
F90_s018.png, 1.37972
F90_s019.png, 1.15772
F90_s020.png, 1.18593
F90_s021.png, 1.18716
F90_s022.png, 1.19406
F90_s023.png, 1.19477
F90_s024.png, 1.18118
F90_s025.png, 1.20666
F90_s027.png, 1.37263
F90_s028.png, 1.37263
F90_s029.png, 1.08784
F90_s030.png, 1.17826
F90_s031.png, 1.37964
F90_s032.png, 1.11294
F90_s033.png, 1.11904
F90_s026.png, 1.09135
