Clst,0.99122807
PC,0.824561404
GA,0.798245614
CA3,0.789473684
MePO,0.780701754
FF,0.754385965
LSN,0.736842105
PTTn,0.368421053
IL,0.359649123
SFn,0.350877193
MDT,0.280701754
Gpi,0.271929825
ZI,0.254385965
PSTN,0.175438596
SPZ,0.175438596
DLS,0.166666667
AU,0.166666667
LPT,0.157894737
EnT,0.149122807
VMT,0.149122807
PCT,0.131578947
SubInn,0.087719298
NACC.SHELL,0.087719298
LPO,0.087719298
M1,0.078947368
M2,0.070175439
PAA,0.070175439
MPA,0.070175439
IMDT,0.070175439
