png_finale, scala_png
F66_s033.png, 1.50051
F66_s001.png, 0.92996
F66_s002.png, 1.025
F66_s003.png, 1.09371
F66_s004.png, 1.14207
F66_s005.png, 1.09095
F66_s006.png, 1.1189
F66_s007.png, 1.13409
F66_s008.png, 1.15985
F66_s009.png, 1.36615
F66_s010.png, 1.41007
F66_s011.png, 1.24194
F66_s012.png, 1.20706
F66_s013.png, 1.26052
F66_s014.png, 1.42228
F66_s015.png, 1.28814
F66_s016.png, 1.31402
F66_s017.png, 1.37554
F66_s018.png, 1.40391
F66_s019.png, 1.33068
F66_s020.png, 1.37894
F66_s021.png, 1.42374
F66_s022.png, 1.43682
F66_s023.png, 1.37004
F66_s024.png, 1.39139
F66_s025.png, 1.36503
F66_s026.png, 1.42796
F66_s033.png, 1.50051
F66_s027.png, 1.37798
F66_s028.png, 1.39452
F66_s029.png, 1.37943
F66_s030.png, 1.41043
F66_s031.png, 1.36101
F66_s032.png, 1.37712
