3,4,8
9,10,14
15,16,20
21,22,27
28,29,34
35,36,41
42,43,48
49,50,55
56,57,62
63,64,69
70,71,76
77,78,83
84,85,90
91,92,97
98,99,104
105,106,111
112,113,118
119,120,125
126,127,132
133,134,139
140,141,146
147,148,153
154,155,160
161,162,167
168,169,174
175,176,180
181,182,186
187,188,193
194,195,200
201,202,206
207,208,213
215,216,220
221,222,226
227,228,232
233,234,238
239,240,244
245,246,251
252,253,258
259,260,265
266,267,272
273,274,279
280,281,285
286,287,291
314,315,317
