png_finale, scala_png
F96_s001.png, 0.94763
F96_s002.png, 0.77553
F96_s003.png, 1.00035
F96_s004.png, 0.99772
F96_s005.png, 1.11407
F96_s006.png, 0.76553
F96_s007.png, 1.2649
F96_s008.png, 1.25771
F96_s009.png, 1.07589
F96_s010.png, 1.33312
F96_s011.png, 0.98617
F96_s012.png, 1.07982
F96_s013.png, 1.05996
F96_s014.png, 1.43119
F96_s015.png, 1.25826
F96_s016.png, 1.49423
F96_s017.png, 1.47044
F96_s018.png, 1.22148
F96_s019.png, 1.12836
F96_s020.png, 1.54352
F96_s021.png, 1.14271
F96_s022.png, 1.48535
F96_s023.png, 1.14329
F96_s024.png, 1.534
F96_s025.png, 1.24014
F96_s026.png, 1.51938
F96_s027.png, 1.16929
F96_s028.png, 1.70491
F96_s029.png, 1.13113
F96_s030.png, 1.24207
F96_s031.png, 1.22469
F96_s032.png, 1.74783
F96_s033.png, 1.88452
F96_s034.png, 1.87071
F96_s035.png, 1.7165
F96_s036.png, 1.85022
F96_s037.png, 1.86479
F96_s038.png, 1.91303
F96_s039.png, 1.86647
F96_s040.png, 1.8652
F96_s041.png, 1.87641
F96_s042.png, 1.76079
F96_s043.png, 1.70776
F96_s044.png, 1.85243
F96_s045.png, 1.77608
F96_s046.png, 1.89533
F96_s047.png, 1.76064
F96_s048.png, 1.87781
