png_finale, scala_png
F60_s001.png, 0.70732
F60_s002.png, 0.71075
F60_s003.png, 0.73001
F60_s004.png, 0.70936
F60_s005.png, 0.74955
F60_s006.png, 0.89405
F60_s007.png, 0.89626
F60_s008.png, 0.89499
F60_s009.png, 0.8875
F60_s010.png, 0.891
F60_s011.png, 1.25325
F60_s012.png, 0.90169
F60_s013.png, 0.89372
F60_s014.png, 1.27107
F60_s015.png, 1.25414
F60_s016.png, 1.24885
F60_s017.png, 1.24182
F60_s018.png, 1.24001
F60_s019.png, 1.24052
F60_s020.png, 1.22731
F60_s021.png, 1.23326
F60_s022.png, 1.2329
F60_s023.png, 1.23738
F60_s024.png, 1.25867
F60_s025.png, 1.22986
F60_s026.png, 1.23555
F60_s027.png, 1.24023
F60_s028.png, 1.23176
F60_s029.png, 1.23556
F60_s030.png, 1.2553
F60_s031.png, 1.23248
F60_s032.png, 1.23867
F60_s033.png, 1.23606
F60_s034.png, 1.25374
F60_s035.png, 0.88475
F60_s036.png, 1.23472
F60_s037.png, 1.23849
