png_finale, scala_png
F97_s001.png, 0.91855
F97_s002.png, 1.18336
F97_s003.png, 1.01902
F97_s004.png, 1.181
F97_s005.png, 1.16943
F97_s006.png, 1.17475
F97_s007.png, 1.1253
F97_s008.png, 1.17535
F97_s009.png, 1.18729
F97_s010.png, 1.36429
F97_s011.png, 1.17006
F97_s012.png, 1.39987
F97_s013.png, 1.37233
F97_s014.png, 1.38013
F97_s015.png, 1.37277
F97_s016.png, 1.37226
F97_s017.png, 1.37518
F97_s018.png, 1.37048
F97_s019.png, 1.36765
F97_s020.png, 1.35858
F97_s021.png, 1.4952
F97_s022.png, 1.36679
F97_s023.png, 1.35986
F97_s024.png, 1.4015
F97_s025.png, 1.50122
F97_s026.png, 1.50544
F97_s027.png, 1.51172
F97_s028.png, 1.50716
F97_s029.png, 1.49454
F97_s030.png, 1.50143
F97_s031.png, 1.50439
F97_s032.png, 1.49617
F97_s033.png, 1.50646
F97_s034.png, 1.50135
F97_s035.png, 1.50047
F97_s036.png, 1.51543
F97_s037.png, 1.48706
