animale,aOn,TT,DPA,FP,PL,IL,dACC,Vacc,RS,OA,AU,GA,VA,M1,M2,S1,SS,TeAA,AuA,Prh,lpEC,Ech,AA,ViA,Clst,dEPn,vEPn,PC,PAA,FC,IG,CA1,CA2,CA3,DG,proSub,Sub,LSN,SFn,MSn,DBn,TnS,BNST,LAn,BLA,BMe,PAn,CCA,aAA,CA,IAn,MAn,DLS,DMS,NACC SHELL,NACC CORE,FStr,OT,MGCn,Gpe,Gpi,SubInn,STN,AMn,IADT,AVT,LPT,PlnT,IMDT,MDT,pRE ,PT ,RE,CMT,PCn,CLT,Rh,PVT,XiT,EnT,PCT,PTTn,SMT,subGn,MHb,LHb,VPLT,VPMT,MGC,dLGC,IGLLGC,vlLGC,VALCT,VMT,RT,reSN,cSN,VTA,PAG,SCO,PreCN,APTN,ADPO,AVPO,AVPV,DMH,MePO,MPA,PSN,SCN,AHN,SMN,MPO,VMHn,PHn,LHA,LPO,PSTN,FF,TN ,ZI ,SON,PVH,IPVH,ArH,SPZ
MC1,1.19649956,-0.09531864,0.432587626,0.226469484,1.244183267,0.384147431,1.021707103,0.970116258,0.9206972,1.846890438,-0.046955341,0.49328127,0.074616913,0.224189627,0.280593733,1.551880756,0.667410761,-0.222797322,0.387414463,-0.493707446,-0.967096671,-0.125337096,1.279927342,1.673748123,1.023868498,-0.049324563,-0.699083648,0.367431948,-0.640013129,-0.708523127,-1.390121228,-0.599148209,-1.124562636,-0.75363602,-1.228486265,-0.20073862,-0.793561564,0.418912644,-0.39348105,0.020949882,-0.513072717,-0.592807423,-0.074500662,-1.075862658,-0.476214692,-0.388060936,-0.8153397,-0.422242156,0.023738913,-0.596722874,-0.046518905,-0.690992963,-0.405059063,1.119934208,0.172137408,1.939470898,-0.631614861,-0.438080612,-0.361091294,-1.288165716,-0.810083769,-0.842411177,0.630469605,-0.005223784,0.304182038,-0.72544228,-1.399396524,-0.669921437,0.587358081,-0.693746664,1.104779501,0.541746404,0.09156724,1.107113393,-0.606451231,-0.413189235,1.130402428,1.357646131,1.020472613,-1.000760404,-1.511379664,-1.026809374,-1.075546761,-1.231674323,-0.873809601,0.427171668,-1.508470093,-1.517614458,-1.426378635,-1.401624424,0.674169278,0.080679211,-1.301988255,-0.662562302,-0.783319875,-1.1634823,-1.074484768,-0.762686863,0.191783245,-1.570818036,-0.024165089,-0.149116602,1.575974079,0.273951599,-0.456868125,1.598745626,1.341163413,0.465868958,1.400103002,3.90398807,0.596932647,1.33853233,0.354172619,-0.822896271,1.746647416,-0.058903285,0.098822462,0.232554643,0.06175661,-0.903782336,0.063070074,-1.062501493,2.894861677,0.088125634,-0.753902038,2.392033832
MC2,1.956517872,0.715244138,1.50619255,1.164875184,2.150948715,1.842151826,1.211479528,1.456903526,0.614296987,1.754483814,0.368778316,0.580983053,0.57830288,0.699021092,0.749146403,2.106853229,1.332109829,0.771257262,1.163761639,0.600434027,-0.202211118,1.154654913,1.70942581,1.631712081,1.514907056,0.436044107,-0.558263798,0.28503927,-0.654864966,-0.870299886,-1.215341091,-0.687982791,-0.995968189,-0.9095377,-1.180122409,NA,-1.273914919,0.414539611,-0.939623707,-0.534083638,-0.566376447,-1.305222669,-0.09697434,-0.858111751,-0.232939554,-0.104106438,-0.825827958,-0.764310224,0.181132434,-0.139083928,0.261316701,-0.23277951,-0.332128476,1.204455628,0.573749518,2.181264644,-0.527364047,-0.777557805,-0.778509052,-1.306624744,-0.806647481,-0.836945377,0.030190713,-0.193365873,0.409839729,-0.716576556,-1.310583014,-0.936596397,0.906893372,-0.40073548,0.234997362,-0.133651451,-0.131298129,0.646716029,-0.87268702,-0.489172153,0.76527252,1.087062272,0.619055477,-0.943552673,-1.462595451,NA,-1.008886665,-0.928377802,-0.945556603,-0.070819553,-1.429941979,-1.37838529,-1.545243493,-1.42889155,0.924214184,0.282762589,-1.177687937,-0.580631629,-1.022301052,-1.222901477,-1.158687792,-1.418835832,NA,-1.560346231,0.04157412,-0.491620149,1.37338764,-0.335602105,-0.661117951,0.460023648,0.377364335,0.057479331,0.597460816,2.678866043,0.14190589,-0.141279461,0.029766935,-1.094433532,1.003492287,-0.215422633,0.006623679,-0.000828507,0.190678716,-1.389689802,0.144689753,-1.097005505,1.37432987,-0.208802224,NA,1.361204013
MC3,1.745114745,0.317625417,1.518687693,0.451689191,1.379613992,1.575004976,1.081882334,1.160134449,-0.819064324,0.410150804,-0.114019486,-0.074908867,-0.521807413,-0.50272106,-0.073098655,-0.378271867,-0.546988275,-0.032042734,0.166957095,-0.662587112,-0.911925507,-0.186497448,0.455205403,-0.100124467,1.152426574,0.334631376,-0.501092255,0.178667508,-0.670314287,NA,-1.42996269,-0.739993947,-0.943648607,-0.736497034,-1.084080932,-1.162414101,-1.198189915,0.964083452,-0.361350822,0.098705534,-0.564947587,-0.422724349,0.140216903,-0.645264656,-0.2296685,-0.057852731,-0.153195719,-0.854315215,-0.268686485,-0.128609255,0.549803463,-0.391557049,-0.756251119,0.914053664,0.160839427,1.082113918,-0.655477494,-1.017778533,-0.612287144,-1.328814672,-1.154814297,-0.766591329,NA,-0.130203323,-0.513408646,-0.479597433,-0.87746586,-0.835352374,NA,-0.004947447,NA,0.723533657,0.273497153,1.147574896,NA,NA,NA,2.246578258,1.784206065,-1.019017506,-1.111241834,-1.103765542,NA,-0.746597941,-0.038496198,-0.176743917,-0.929749729,-1.097377693,-1.462384401,-0.824444784,1.114983357,0.415315119,-0.522332336,0.124353423,-0.123653365,-1.478595256,-1.431506581,-1.386733742,-0.029236712,-1.121856085,1.08491994,-0.974152034,3.76805967,1.868629884,0.48584006,NA,1.272545152,1.147462964,1.93086799,NA,0.547329378,0.955090287,0.647662994,NA,1.732169219,-0.001184213,0.096119517,0.829483176,-0.700995261,NA,-0.256022719,-1.046811403,2.735134842,NA,NA,1.415347349
MC4,-0.01771215,-0.59842324,0.495849016,-0.674789906,0.747806532,0.195895048,0.89684883,1.110781325,-0.191160379,-0.7368999,-0.441049008,0.053410732,0.130727265,-0.194339613,-0.214551384,0.3422569,0.497414777,-0.238939966,-0.326882859,-0.750479955,-1.050052242,0.101476581,0.691291643,-0.080776347,0.895972698,0.025903639,-0.62063884,-0.215804861,-0.911046433,-0.735095587,-1.333268607,-0.540897762,-1.146691401,-0.775085401,-0.968433117,-0.451419469,-0.976058073,0.440964947,-0.290631789,0.821536126,-0.20654041,-0.815166299,0.52644426,-0.766480218,-0.170363073,-0.294435593,-1.08675439,-0.932238432,-0.236931801,-0.412375184,0.583549021,-0.583255737,-0.568335459,0.385716547,0.200241012,0.613550056,-0.531078138,-0.924661186,-0.277789073,-1.072554102,-0.982091244,-0.626012742,0.503712523,0.307667012,0.309280484,0.022121522,-0.849387517,-0.4649735,2.067340284,0.040108264,1.78620148,1.445463974,0.437907158,1.055428829,-0.688643211,-0.166312045,0.435816584,2.597357129,1.09041341,-0.729734697,-1.099519035,-1.018155811,-0.731139979,0.445614522,-0.283414539,0.833923426,-1.234222252,-1.158879186,-1.315919447,-1.285558417,0.868066573,1.123545969,-1.103275128,-0.346474399,-0.433393691,-1.535820053,-1.421749324,-1.332401149,0.590614466,-1.455580187,1.055944966,-0.466955642,4.668820833,0.862302315,-0.079613954,1.995566809,2.024049792,0.889748686,2.064191412,0.646010335,0.45919024,-0.506750278,0.133290603,-0.965878454,1.837875954,0.060996652,0.715133726,0.037362759,-0.207347146,-1.06434795,0.54750614,-0.716128618,2.762260896,-0.012975829,-0.47464132,1.638911448
MC5,2.367858445,0.792346976,1.555157245,2.141204773,1.953623354,1.580198982,1.042538319,0.886143267,0.136278019,1.967874318,0.648196535,1.071824371,1.332845554,2.284414823,1.570340228,2.508621248,2.394504707,0.032525308,0.531811337,0.186422884,-0.083338071,0.805208283,1.80851857,1.784757661,1.886769115,0.106177148,-0.611293457,0.63604401,-0.475508865,-0.935281744,-1.358825866,-0.822284184,-1.307595506,-1.074451184,-1.250823259,-0.376603211,-0.434575363,0.328195839,-1.345599007,-0.134233574,-0.663413979,-1.615948753,-0.367096058,-0.829450128,-0.353578989,-0.390488623,-0.725783922,-0.484226313,-0.414930408,-0.641134814,0.183381265,-0.459449672,-0.524618462,0.219716061,1.128911942,2.011634572,-0.478104008,-0.331017985,-0.442006402,-1.149699177,-1.299586838,-0.549141171,-0.295707294,-0.291077894,0.614420606,-1.020332681,-1.415765541,-0.267782995,0.860216949,-0.635118546,-0.991381486,0.217444613,-0.392294061,1.478737253,-0.30774262,-0.468758702,1.236646663,-0.124701306,0.413654185,-1.194207279,-1.396522415,-0.63789507,-0.527908434,-0.967305254,-1.277751358,-0.16816298,-0.954672766,-0.806551477,-0.741865438,-1.410011578,0.171700329,-0.456762443,-0.973279664,-1.007527184,-1.01927509,-0.485660618,-0.174879657,0.27627065,1.009605114,-1.519811252,-0.31389283,0.370622245,2.200703315,0.583786754,-0.80650962,0.210074964,0.269883249,-0.019059443,0.471963985,-0.901957872,-0.08344969,0.967161965,-0.467955044,-0.041453017,0.985450749,-0.170200027,0.132407628,-0.114675124,-0.169343351,-0.747387792,-0.481427465,-0.136446422,-0.801969514,-0.343474673,-0.450704318,-0.444088098
MC6,1.523789964,0.248368655,0.873917868,1.156016764,0.95516883,1.040344728,0.802832897,0.715637726,0.59039522,2.369921739,0.595423244,0.810866008,1.113947376,1.256577243,1.076519381,2.169889209,1.706572561,-0.023919731,0.691402798,-0.314676577,-0.219039676,0.166608295,2.338745792,2.834761088,1.810891231,0.790264669,-0.253667809,0.426973448,-0.822867973,-0.997357262,-1.755179785,-0.813530214,-1.288462258,-1.093831555,-1.512095716,-0.437282302,-0.830045367,0.263355611,-1.006858101,-0.374770991,-0.333654435,-1.649485005,-0.300030441,-0.968521251,-0.157767048,-0.278952686,-0.38431764,-0.567206514,-0.530155988,-0.203356419,0.234864086,-0.595326068,0.184970477,1.416695253,0.880305511,1.359593099,-0.694362015,-0.574224492,-0.976580015,-1.32486046,-1.066289198,-0.712773671,-0.43603629,0.888596986,NA,-0.141942698,-1.137733314,-0.749807706,1.768191507,0.133610971,0.986691095,NA,0.887889691,2.186422686,0.299039189,0.764983457,1.673721827,1.717761013,1.426514925,-0.308233963,-0.321936427,-0.493724803,0.203006497,-1.663059204,-1.138600025,-0.994951359,-0.775526855,0.314847048,-1.282631655,-0.690156725,0.440892132,-0.175570357,-0.340042078,-0.680916082,-0.758216453,-1.599833268,-1.299982369,-1.134552319,-0.008976752,-1.796080122,-0.497111023,-0.184389555,0.885472795,-0.439911753,-0.797520795,0.117064668,0.161867953,-0.317381155,-0.088716007,NA,0.244863331,-0.526865051,-0.5354607,-0.839234704,0.281136932,-0.248163369,-0.304188089,-0.42573104,-0.384783062,-1.156485791,-0.20293131,NA,1.46291496,-0.610701487,-0.701576057,NA
MC7,0.595032436,-0.456378253,-0.153808171,1.298763693,0.238792078,-0.365820963,0.425799268,-0.167401769,0.346896382,1.184156933,-0.290756065,-0.020434705,-0.276573784,0.652448359,0.605805737,1.061889586,0.730137325,0.516141092,0.609939991,0.082100187,0.372896589,0.605486386,1.229460587,1.371169895,0.436051218,0.092744593,-0.434895136,-0.147888627,-0.587008375,-1.231232535,-2.193092083,-0.497072474,-0.79302467,-0.830492672,-1.567757752,-0.192393903,-0.328795436,-0.271294866,-1.769607089,1.339044296,0.562304687,-3.007380494,-0.857177754,-0.060401728,0.348496986,0.401638217,0.564303519,-0.278422559,-0.244325061,-0.417342351,0.38924315,-0.307850985,-0.522003046,0.114104586,0.425066299,0.770063948,-0.854286277,-0.546279526,0.613797218,-1.329465801,-2.053133437,0.357321474,-1.254868387,0.381840353,0.106276628,-0.912429397,-0.709935586,0.261535286,1.120063487,0.391567104,0.578418467,-0.382831236,0.306011704,1.119651793,0.815417622,0.822808876,1.214983964,-0.607046715,0.918489255,1.115577177,0.966869071,-0.393394842,-0.006825718,-0.888699278,-2.405366512,0.252422227,-0.675618775,0.6704744,-0.426547752,-1.161246478,-0.104503005,-0.666305641,-0.252085686,0.074732018,-0.551914347,-1.246007347,-0.348258559,0.023487658,-0.226368277,-3.018505851,-0.837689622,0.249170999,0.434119719,0.743144163,-0.317470004,2.84246037,-0.794157791,0.192336065,0.64700207,4.128617439,0.413660067,NA,-0.332183255,0.496618332,2.180921976,0.501910716,-0.14785977,0.378190897,NA,-1.084171205,-0.011721798,-1.757869962,0.261146677,-0.54982702,0.201008572,1.973476295
MC8,1.321724006,0.035189191,0.927101123,0.130706972,1.378702291,1.288031776,0.704491213,0.758556877,0.170405551,0.238228929,-0.15932362,0.256188317,-0.12882739,0.135125975,-0.065910937,0.888746995,0.169495757,0.013567187,0.289051718,-0.504146433,-0.906437585,0.168153437,1.360423302,1.038349616,0.850049829,0.267248607,-0.335629885,0.21930861,-0.6946195,-1.416244301,-1.324838706,-0.638764077,-1.075793615,-0.706387172,-1.040963609,-0.266577113,-0.89050233,0.498263997,-0.69145546,-0.045254125,-0.635747053,-0.564045862,-0.061739092,-0.725505643,-0.190005218,-0.047035362,-0.837082258,-0.200064095,-0.636933834,-0.42028979,-0.058266106,-0.585878802,-0.836019055,0.623402305,0.441230315,5.094271547,-0.562366897,-0.806871537,-0.823456645,-1.25644431,-0.970534426,-0.783704799,1.237115237,0.477304631,0.902268205,-0.832328741,-1.096588921,-0.846651081,1.113408737,-0.291418554,1.102540207,0.897007589,0.512111199,1.157937538,-0.64871642,-0.25288545,0.510711351,2.073210098,0.949230226,-0.976911511,-1.347636838,-1.269228309,-0.804798398,-0.972356146,-0.781561349,-0.172957755,-1.110517088,-1.370648037,-1.218708074,-1.013100883,0.486255561,0.338120969,-0.856138939,-0.327471563,-0.432161864,NA,NA,NA,0.657162717,-1.041926671,-0.213585305,-0.343899002,NA,-0.570725502,-0.453059441,1.654355145,3.426558355,0.072224437,0.786585795,1.051363727,0.054765755,NA,-0.275815683,-0.990360279,1.303873282,-0.389844695,-0.275630315,0.173925412,-0.003241642,-1.105324654,0.037901529,-0.331677499,2.736535601,-0.096637279,-0.018279886,1.647971668
