sigla;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
FP;Frontal pole, cerebral cortex;368.0;583485.2011374129;0.0006306929452240462;7.78396675328017e-05;0;0
M1;Primary motor area;15279.0;25587561.06146753;0.0005971260786948836;0.0003765050738001493;0;0
M2;Secondary motor area;14609.0;23732350.27736773;0.0006155732504054527;0.00032723372053156265;0;0
S1;primary somatosensory area;39219.0;61664113.58578091;0.0006360101154367925;0.00026668925000651746;0;0
SS;Supplemental somatosensory area;13770.0;27598278.36704979;0.0004989441666202018;0.00027362095834768926;0;0
GA;Gustatory areas;2634.0;4326076.907217741;0.000608865735975559;0.0002749485533451147;0;0
VA;Visceral area;3163.0;7667939.6899111355;0.00041249672374987816;0.0002093436923895799;0;0
AuA;auditory area;15460.0;20443629.28146937;0.000756225804486356;0.00041945584238962767;0;0
ViA;visual area;51672.0;50466732.52440811;0.0010238824155102367;0.0003882409628391138;0;0
dACC;Anterior cingulate area, dorsal part;7605.0;8247860.9665178;0.0009220572498581759;0.00037399403040342023;0;0
Vacc;Anterior cingulate area, ventral part;6231.0;6668739.051097646;0.0009343595471732252;0.00045084102401436965;0;0
PL;Prelimbic area;5159.0;5156114.201061478;0.0010005596848374552;0.0002782850827278032;0;0
IL;Infralimbic area;2254.0;2317513.7864540806;0.0009725939984368938;0.0005068333716643637;0;0
OA;orbital area;5505.0;6542433.174881232;0.0008414300693411263;8.221093044899361e-05;0;0
AU;agranular insular area;11227.0;21578660.718519166;0.0005202825210725336;0.0001939774876928307;0;0
RS;retrosplenial area;18616.0;35572173.1803789;0.0005233304107005843;0.00043981704575935204;0;0
AA;Anterior area;2803.0;5834225.883452394;0.0004804407741479713;0.00040650559854940973;0;0
TeAA;Temporal association areas;10706.0;14593187.531376373;0.0007336299884436729;0.0003229642139545524;0;0
Prh;Perirhinal area;1486.0;2939644.899681704;0.0005055032327751218;0.0003264450327496546;0;0
Ech;Ectorhinal area;5332.0;6992926.0269805435;0.0007624848281574473;0.00025320370092599777;0;0
aOn;Anterior olfactory nucleus;11071.0;7499379.019497703;0.0014762555634561753;0.0004483591132266807;4;8
TT;taenia tecta;3544.0;4070085.0389265404;0.000870743477373315;0.0001728173974567487;0;0
DPA;Dorsal peduncular area;1349.0;1295286.6971197904;0.0010414682733943359;0.0004228127203250766;4;9
PC;Piriform area;26696.0;48195055.173897;0.0005539157472416146;0.0001992138509240336;29;54
CCA;central amygdalar area;5788.0;14764284.746941179;0.00039202711808976326;0.0001800632732090524;0;0
PAA;Piriform-amygdalar area;1563.0;5634772.798541321;0.00027738474218598757;8.586646662062153e-05;15;24
CA1;Field CA1;18329.0;50702104.574357964;0.0003615037315289214;0.00028571388469513686;19;21
CA2;Field CA2;509.0;2760536.8631564574;0.0001843844242014571;0.00012224374207727754;15;21
CA3;Field CA3;10383.0;35845779.533616245;0.00028965753109826505;0.00019477293871908465;18;24
DG;Dentate gyrus;4686.0;29961496.811153553;0.0001564007308959136;0.00011062901159246481;0;0
FC;Fasciola cinerea;40.0;311351.4978807867;0.00012847216176013255;8.658299451713185e-05;8;11
IG;Induseum griseum;30.0;261781.71291340346;0.00011459929597879858;0.00011909896648390527;10;21
