sigla;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
FP;Frontal pole, cerebral cortex;41.0;139237.3978496234;0.0002944611191619658;5.2306616443640535e-05;0;0
M1;Primary motor area;18318.0;71104978.72325505;0.0002576190912213726;0.00018502514413007578;0;0
M2;Secondary motor area;17665.0;56558317.06515362;0.00031233249001469415;0.0002160241735362644;0;0
S1;primary somatosensory area;61187.0;121732419.92299296;0.0005026352062885667;0.00020416593258676857;0;0
SS;Supplemental somatosensory area;20367.0;43198077.488215566;0.000471479315382869;0.00026843743202275536;0;0
GA;Gustatory areas;3898.0;10831521.14525652;0.00035987558420703106;0.00013360514430532688;0;0
VA;Visceral area;3519.0;10660665.343475223;0.0003300919676794635;0.0001872723481249254;0;0
AuA;auditory area;10011.0;20225251.27573782;0.0004949753090093461;0.00017073618078190827;0;0
ViA;visual area;11102.0;13699782.349863844;0.0008103778378720256;0.00011311636221979693;0;0
dACC;Anterior cingulate area, dorsal part;12114.0;18523028.145895902;0.0006539967387937088;0.00023672688872610978;0;0
Vacc;Anterior cingulate area, ventral part;14276.0;14360392.396487478;0.0009941232527526113;0.00026574741220697633;0;0
PL;Prelimbic area;5950.0;7878513.631687796;0.000755218595557008;0.00020498269772232808;0;0
IL;Infralimbic area;3661.0;4733187.367218279;0.0007734745565653764;0.00032799972164569854;0;0
OA;orbital area;2755.0;5256947.321789325;0.0005240684053615875;0.00020584406390717643;0;0
AU;agranular insular area;11749.0;37042969.68291863;0.00031717219490147235;0.00014140814246967062;0;0
RS;retrosplenial area;13403.0;26650026.687632196;0.0005029263256317899;0.00020545179520176893;0;0
AA;Anterior area;5571.0;7284482.150597925;0.0007647763951954664;0.00019857013428819403;0;0
TeAA;Temporal association areas;1904.0;3551524.0335524217;0.0005361078742568775;0.00017203997315368364;0;0
Prh;Perirhinal area;394.0;1119889.762495705;0.0003518203426754793;0.00012195118371041248;0;0
Ech;Ectorhinal area;1782.0;3275666.658807511;0.0005440113984762808;0.0001419503126249131;0;0
aOn;Anterior olfactory nucleus;1146.0;2017532.0385566955;0.0005680207194230367;0.0001600251656000019;3;8
TT;taenia tecta;1668.0;3071269.562752605;0.0005430978837640895;8.432761934915433e-05;0;0
DPA;Dorsal peduncular area;1911.0;2878834.5200530807;0.0006638102977745189;0.0002584413261395949;8;9
PC;Piriform area;26997.0;58524624.820390105;0.00046129300414744713;0.00013291228634368014;32;54
CCA;central amygdalar area;2262.0;5686766.699354744;0.00039776557041748534;5.629603183085169e-05;0;0
