sigla;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
FP;Frontal pole, cerebral cortex;40.0;172847.05543986603;0.00023141846355558026;3.718471525142527e-06;0;0
M1;Primary motor area;16117.0;47099500.872426115;0.0003421904627748512;0.00021773272564144192;0;0
M2;Secondary motor area;13869.0;41089701.2106467;0.00033752983330057463;0.00021301800304600812;0;0
S1;primary somatosensory area;58771.0;126143210.56460953;0.0004659069619121353;0.00020582801355745095;0;0
SS;Supplemental somatosensory area;25017.0;49866474.20625759;0.0005016797437196932;0.0001528830668136799;0;0
GA;Gustatory areas;3867.0;9684191.265949743;0.00039931057677440016;0.000157393726146507;0;0
VA;Visceral area;5709.0;13686149.178455943;0.00041713705773329025;0.00018120804228437522;0;0
AuA;auditory area;9724.0;31203581.021804303;0.00031163089881270696;0.00019005249436858835;0;0
ViA;visual area;15450.0;41941185.57634208;0.00036837299155212573;0.00017870470572382775;0;0
dACC;Anterior cingulate area, dorsal part;8503.0;14320293.254918948;0.0005937727565096659;0.000261287870719604;0;0
Vacc;Anterior cingulate area, ventral part;7676.0;11935997.57948017;0.0006430966451598678;0.00022132388702722136;0;0
PL;Prelimbic area;3559.0;6362060.7941943575;0.0005594099325878392;7.210770516158682e-05;0;0
IL;Infralimbic area;1782.0;4123450.421110232;0.00043216234415647457;0.00010387508831424764;0;0
OA;orbital area;1420.0;6540828.526208832;0.00021709787900877055;5.63971462786836e-05;0;0
AU;agranular insular area;9693.0;33973732.296150364;0.0002853086589223032;0.00013958772372000877;0;0
RS;retrosplenial area;16262.0;47421730.825593494;0.00034292295360977004;0.00015805515601659333;0;0
AA;Anterior area;4560.0;8345833.454213869;0.0005463804214422257;0.00018146991386079546;0;0
TeAA;Temporal association areas;3539.0;10662611.209033627;0.0003319074409279476;0.00018360306987068713;0;0
Prh;Perirhinal area;535.0;2500383.2730363267;0.0002139671968571145;0.0001317856384340344;0;0
Ech;Ectorhinal area;2935.0;7151676.577405449;0.0004103932788673151;0.00014996212888995224;0;0
aOn;Anterior olfactory nucleus;3602.0;9406832.590857442;0.00038291316074879505;2.0346680551812564e-05;5;8
TT;taenia tecta;1286.0;5164139.176202446;0.0002490250467931203;4.599492158967009e-05;0;0
DPA;Dorsal peduncular area;1302.0;2597148.189262476;0.0005013191027693091;0.0002422813100396924;6;9
PC;Piriform area;22386.0;66379882.930081345;0.0003372407273387243;0.00011401986115411802;39;54
CCA;central amygdalar area;2493.0;14489050.623170607;0.0001720609627806285;6.150996468569928e-05;0;0
PAA;Piriform-amygdalar area;1332.0;7527689.585092635;0.00017694672248943545;0.00011714908643272518;20;24
CA1;Field CA1;11566.0;44096613.21437782;0.00026228771683147937;4.900098145509832e-05;20;21
CA2;Field CA2;343.0;2797323.718234608;0.000122617199348121;5.6069300013167766e-05;20;21
CA3;Field CA3;6741.0;32362853.311942033;0.00020829436561183997;7.15617867737862e-05;21;24
DG;Dentate gyrus;4151.0;25354896.4627102;0.00016371591207658582;8.862963284728613e-05;0;0
FC;Fasciola cinerea;89.0;409168.5431384233;0.00021751427741083937;0.00011670712201426431;8;11
IG;Induseum griseum;56.0;703452.8797413459;7.960732212879811e-05;4.8142092840994706e-05;15;21
lpEC;Entorhinal area, lateral part;900.0;6211282.132865381;0.0001448976202896797;7.380816133672056e-05;0;0
Sub;Subiculum;613.0;3784941.8104296327;0.0001619575757573979;0.00011407768572636995;10;9
proSub;Prosubiculum;457.0;1615308.211064098;0.00028291814334240734;0.00015258141047694567;9;7
Clst;Claustrum;1850.0;3116730.5666028354;0.0005935707179258865;0.00024299912246249577;26;29
dEPn;Endopiriform nucleus, dorsal part;4200.0;10687858.539499072;0.000392969272981868;0.00011953715060114957;39;52
vEPn;Endopiriform nucleus, ventral part;1331.0;5457089.285485613;0.00024390291790535686;8.310068400109994e-05;24;31
LAn;Lateral amygdalar nucleus;1155.0;5492724.039650076;0.00021027817739658033;0.00010415427602807607;16;17
BLA;basolateral amygdalar nucleus;4016.0;11549575.219690336;0.0003477184159252288;0.0001351947860949456;0;0
BMe;basomedial amygdalar nucleus;3004.0;9413616.902987987;0.00031911220001384346;0.00014258531785214855;0;0
PAn;Posterior amygdalar nucleus;512.0;3752665.4434643174;0.00013643635642812357;5.917493493386311e-05;7;12
DLS;DLS;29768.0;116298417.6601107;0.00025596220996745476;8.696764577725762e-05;32;39
DMS;DMS;23059.0;48450703.654272124;0.00047592704049338985;;32;39
NACC SHELL;NACC_SHELL;8487.0;19593056.74070601;0.0004331636514055326;9.055144994909896e-05;15;16
NACC CORE;NACC_CORE;4291.0;8119880.863611918;0.0005284560293525366;;15;16
FStr;Fundus of striatum;752.0;2842545.795435456;0.0002645515865417392;6.037937460765118e-05;10;9
OT;Olfactory tubercle;3401.0;19567550.6523146;0.00017380816129880332;5.779292641386096e-05;17;22
LSN;lateral septal nucleus;9361.0;19156266.490989998;0.0004886651584432109;0.00012958099930206107;0;0
SFn;Septofimbrial nucleus;864.0;2700095.228426976;0.00031998871406596646;0.00016845544513729825;7;11
aAA;Anterior amygdalar area;835.0;2512261.476233056;0.00033236986193492036;0.0001204097831978507;8;9
CA;central amygdalar nucleus;2585.0;8855177.023995254;0.00029191962995153166;9.414858109230156e-05;0;0
IAn;Intercalated amygdalar nucleus;679.0;1301914.8319082628;0.0005215394919533757;0.00022733829753956183;20;20
MAn;Medial amygdalar nucleus;3595.0;14236401.261061823;0.0002525216825570051;0.00015780758773326523;17;18
Gpe;Globus pallidus, external segment;1268.0;9075966.65420085;0.0001397096362637142;0.00010622557419700871;17;17
Gpi;Globus pallidus, internal segment;445.0;2771421.551069373;0.00016056741704570116;8.249164298565308e-05;9;8
SubInn;Substantia innominata;5179.0;21342252.403312232;0.00024266417162212175;8.803386983118131e-05;29;35
MGCn;Magnocellular nucleus;823.0;2548385.5071889125;0.00032294956853205444;0.00010851098517247233;11;11
MSn;Medial septal nucleus;1818.0;3154011.3506126083;0.0005764088324054025;0.00024690931783304836;9;10
DBn;Diagonal band nucleus;1820.0;5362775.134119458;0.000339376526981461;0.00010322609964942247;17;18
TnS;Triangular nucleus of septum;395.0;1984397.5834607012;0.00019905285276105686;0.00010444120091100876;4;7
BNST;Bed nuclei of the stria terminalis;5406.0;10633925.441232216;0.0005083729456141057;0.00021433977981800284;12;12
VALCT;Ventral anterior-lateral complex of the thalamus;557.0;4199749.441565472;0.00013262695971509583;9.718703203382392e-05;11;11
VMT;Ventral medial nucleus of the thalamus;1736.0;5652626.68728737;0.0003071138598103825;0.00015886558050309747;13;15
VPLT;Ventral posterolateral nucleus of the thalamus;522.0;5095860.279093907;0.0001024360895728516;5.85714767342751e-05;13;15
parVPT;Ventral posterolateral nucleus of the thalamus, parvicellular part;85.0;507581.91813752434;0.00016746065405933173;0.00011554769496631595;5;5
VPMT;Ventral posteromedial nucleus of the thalamus;1237.0;10324902.776490552;0.00011980742354461743;7.652184438300627e-05;12;14
PTTn;Posterior triangular thalamic nucleus;248.0;1628873.937197484;0.0001522524207285739;6.064441631991789e-05;7;7
MGC;medial geniculate complex;229.0;2740226.7369477535;8.35697268814607e-05;4.321215085432689e-05;0;0
dLGC;dorsal part of the lateral geniculate complex;426.0;4699896.356073884;9.06402966630235e-05;8.383032114997178e-05;0;0
LPT;Lateral posterior nucleus of the thalamus;1435.0;7506686.284860489;0.00019116291070989778;8.455421628042661e-05;16;18
PCT;Posterior complex of the thalamus;1023.0;7663351.632439178;0.00013349250420267977;0.00028176762171893386;13;13
PlnT;Posterior limiting nucleus of the thalamus;237.0;847053.6954610049;0.0002797933605271787;0.0001396517329764202;9;9
SGn;Suprageniculate nucleus;70.0;762398.7386572883;9.181547194487981e-05;4.404534398856115e-05;6;6
EnT;Ethmoid nucleus of the thalamus;330.0;1508569.1228792176;0.0002187503343367987;0.00013040354811512741;14;13
AVT;Anteroventral nucleus of thalamus;747.0;1905140.3044302815;0.0003920971060571757;0.000192270752571055;7;8
AMn;anteromedial nucleus;806.0;1760087.6799652074;0.00045793173213730615;0.00015466772408126485;0;0
ADn;Anterodorsal nucleus;220.0;725606.3714164649;0.0003031946915936465;8.731209292303787e-05;4;6
IADT;Interanterodorsal nucleus of the thalamus;235.0;512759.606241995;0.00045830443182198055;0.0003095048951966477;5;6
LDT;Lateral dorsal nucleus of thalamus;551.0;5010538.777023273;0.00010996821390280615;0.00013863993308090535;9;11
IMDT;Intermediodorsal nucleus of the thalamus;1002.0;1160204.9882422646;0.0008636404860817324;0.0003370729985367728;11;13
MDT;Mediodorsal nucleus of thalamus;3280.0;8277718.740232388;0.00039624443677436637;0.0005446464243008879;14;16
SMT;Submedial nucleus of the thalamus;422.0;1932004.1365397277;0.00021842603337061874;8.785179720050327e-05;8;8
pRE ;Perireunensis nucleus;784.0;981446.0246484578;0.0007988213109129659;0.00017589942414250408;10;10
PVT;Paraventricular nucleus of the thalamus;2688.0;2726609.315997785;0.0009858398063223605;0.0003711225008727515;16;20
PT ;Parataenial nucleus;925.0;1284256.7350403762;0.0007202609686691023;0.00027949487434263256;6;8
RE;Nucleus of reuniens;1093.0;2239935.4661925733;0.0004879604865839612;0.0001620258103100584;12;15
XiT;Xiphoid thalamic nucleus;341.0;534146.7592816593;0.0006384013271157719;0.0002445577868515908;10;12
Rh;Rhomboid nucleus;281.0;576436.2258522756;0.00048747803728770576;0.00022687169035729568;9;10
CMT;Central medial nucleus of the thalamus;923.0;1464300.351084639;0.0006303351626709055;0.0003656491889993519;12;14
PCn;Paracentral nucleus;346.0;1516054.7869702429;0.0002282239421514991;0.00014039724779137214;10;9
CLT;Central lateral nucleus of the thalamus;766.0;2197034.7767206286;0.0003486517410267663;0.00013670605616650157;10;11
RT;Reticular nucleus of the thalamus;2255.0;7855107.721445387;0.00028707435721646177;0.00012108967048815651;15;17
IGLLGC;Intergeniculate leaflet of the lateral geniculate complex;252.0;429201.2178726068;0.0005871371969750497;0.0003984848390131661;10;7
vlLGC;Ventral part of the lateral geniculate complex;1681.0;2602008.0558723737;0.0006460395063751684;0.00026455569369442556;15;14
subGn;Subgeniculate nucleus;89.0;181730.0481673401;0.000489737392894142;0.00023388769828823095;7;5
MHb;Medial habenula;616.0;1915109.4156276209;0.0003216526402999925;0.00014667802378359035;11;15
LHb;Lateral habenula;1264.0;2182075.959561896;0.0005792648942678321;0.00016071043863439698;11;14
SON;Supraoptic nucleus;63.0;283928.2740080179;0.00022188702488368922;0.00018697735712838745;6;7
PVH;paraventricular hypotalamic nucleus;1338.0;1306819.7678660133;0.0010238596269360868;0.00032733171734245214;0;0
IPVH;Periventricular hypothalamic nucleus, intermediate part;484.0;1260401.7351185991;0.0003840045491166016;0.00018344013401690626;12;13
ArH;Arcuate hypothalamic nucleus;677.0;2439075.971521972;0.00027756412998384595;0.00011793307708845766;11;11
