sigla;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
FP;Frontal pole, cerebral cortex;256.0;350111.446556891;0.0007311957450051595;0.00015792202223184328;0;0
M1;Primary motor area;18396.0;34683916.28806621;0.0005303899319561432;0.00021419350800607728;0;0
M2;Secondary motor area;16555.0;30923340.977270387;0.00053535612507615;0.0004306120356830027;0;0
S1;primary somatosensory area;57928.0;85845209.10537317;0.0006747959566257752;0.0002841602570043078;0;0
SS;Supplemental somatosensory area;18999.0;33314415.223794624;0.0005702936663414724;0.00039962361845912294;0;0
GA;Gustatory areas;2376.0;6345939.530343197;0.00037441264428050776;0.00018157396543848643;0;0
VA;Visceral area;3844.0;8566824.374852717;0.000448707692815996;0.00018939703221346137;0;0
AuA;auditory area;20600.0;29874105.83248747;0.0006895603876986312;0.0002992108133937359;0;0
ViA;visual area;62038.0;51109986.78680551;0.001213813657569085;0.00032512928524712427;0;0
dACC;Anterior cingulate area, dorsal part;6604.0;10303044.701246114;0.0006409755748416068;0.000564003541360454;0;0
Vacc;Anterior cingulate area, ventral part;6103.0;8578218.948397093;0.0007114530459892719;0.00036486077329412963;0;0
PL;Prelimbic area;3700.0;6274527.3801667495;0.0005896858481637019;0.0003061824938086427;0;0
IL;Infralimbic area;1438.0;3209643.5841583638;0.00044802482340950447;0.00033512961137152663;0;0
OA;orbital area;5222.0;7056653.220246562;0.0007400108574157115;0.0003712455662277309;0;0
AU;agranular insular area;11392.0;24930371.939497974;0.00045695266912369227;0.00023675284766808943;0;0
RS;retrosplenial area;15511.0;45058818.331742644;0.0003442389431032404;0.0002537199992431242;0;0
AA;Anterior area;3917.0;5086027.389074756;0.0007701492147710546;0.0003152522729187805;0;0
TeAA;Temporal association areas;8720.0;14451154.159223039;0.0006034120115198348;0.00017787500879178504;0;0
Prh;Perirhinal area;1629.0;3669513.4163822485;0.000443928067609035;0.0003078133365090671;0;0
Ech;Ectorhinal area;4648.0;8597732.07115146;0.0005406076813670134;0.00023290206912869658;0;0
aOn;Anterior olfactory nucleus;13020.0;10865445.016004555;0.0011982942236440234;0.0004645766297491831;4;8
TT;taenia tecta;2411.0;5303304.341055138;0.00045462222134517565;0.00014799776016360874;0;0
DPA;Dorsal peduncular area;787.0;1684253.2039708707;0.00046726940945965463;0.00029087266287049885;4;9
PC;Piriform area;19777.0;38767876.89564036;0.0005101388464794683;0.0002214699862361067;27;54
CCA;central amygdalar area;4637.0;12441618.300917957;0.00037270071206555794;0.0001424518065771859;0;0
PAA;Piriform-amygdalar area;1289.0;4893006.962540247;0.00026343718900632924;0.00011672355803130149;13;24
CA1;Field CA1;20320.0;48206745.12496414;0.0004215177761395297;7.306641088100298e-05;19;21
CA2;Field CA2;589.0;2227682.895496425;0.00026440028838518555;9.157886209093507e-05;17;21
CA3;Field CA3;9654.0;31734553.25056969;0.00030421099436232633;5.5815769153865016e-05;20;24
DG;Dentate gyrus;4860.0;30417976.353622865;0.00015977394233923653;0.00012020197214573816;0;0
FC;Fasciola cinerea;76.0;306355.4441880472;0.00024807785022860457;5.7835699263649776e-05;6;11
IG;Induseum griseum;55.0;570639.1454153218;9.638315289423402e-05;6.685362304713921e-05;11;21
