png_finale, scala_png
102_s001.png, 1.52325
102_s002.png, 1.61753
102_s003.png, 1.50012
102_s004.png, 1.50371
102_s005.png, 1.53801
102_s006.png, 1.64516
102_s007.png, 1.75309
102_s008.png, 1.79915
102_s009.png, 2.00757
102_s010.png, 2.16903
102_s011.png, 2.01859
102_s012.png, 2.17407
102_s013.png, 2.25702
102_s014.png, 2.09343
102_s015.png, 2.29165
102_s016.png, 2.26448
102_s017.png, 2.26438
102_s018.png, 2.33747
102_s019.png, 2.52479
102_s020.png, 2.31887
102_s021.png, 2.52452
102_s022.png, 2.33032
102_s023.png, 2.41125
102_s024.png, 2.47704
102_s025.png, 2.52989
102_s026.png, 2.50857
102_s027.png, 2.50703
102_s028.png, 2.49954
102_s029.png, 2.46336
102_s030.png, 2.48962
102_s031.png, 2.43996
102_s032.png, 2.45588
102_s033.png, 2.67815
102_s034.png, 2.34633
102_s035.png, 2.37178
