png_finale, scala_png
F98_s001.png, 1.74408
F98_s002.png, 1.77708
F98_s003.png, 1.75418
F98_s004.png, 1.63119
F98_s005.png, 1.88227
F98_s006.png, 1.72159
F98_s007.png, 1.9779
F98_s008.png, 1.7143
F98_s009.png, 1.73059
F98_s010.png, 1.8881
F98_s011.png, 2.05307
F98_s012.png, 1.83422
F98_s013.png, 2.01157
F98_s014.png, 1.85988
F98_s015.png, 2.04002
F98_s016.png, 2.05193
F98_s017.png, 1.98066
F98_s018.png, 2.26949
F98_s019.png, 2.24531
F98_s020.png, 2.00413
F98_s021.png, 2.16051
F98_s022.png, 2.23665
F98_s023.png, 2.25618
F98_s024.png, 2.21406
F98_s026.png, 2.45379
F98_s028.png, 2.38763
F98_s030.png, 2.45553
F98_s031.png, 2.38973
F98_s032.png, 2.42182
F98_s033.png, 2.42959
F98_s035.png, 2.41237
F98_s036.png, 2.33715
F98_s037.png, 2.45516
F98_s038.png, 2.40346
F98_s039.png, 2.40375
F98_s040.png, 2.40375
