png_finale, scala_png
F69_s025.png, 1.63685
F69_s026.png, 1.63859
F69_s027.png, 1.73368
F69_s028.png, 1.64064
F69_s029.png, 1.65539
F69_s030.png, 1.6285
F69_s001.png, 0.95702
F69_s002.png, 0.97108
F69_s003.png, 0.94589
F69_s004.png, 0.9403
F69_s005.png, 0.96154
F69_s006.png, 0.95965
F69_s007.png, 1.64252
F69_s008.png, 1.60834
F69_s009.png, 1.54308
F69_s010.png, 1.56184
F69_s011.png, 0.94679
F69_s012.png, 1.60963
F69_s013.png, 1.54497
F69_s014.png, 1.57188
F69_s015.png, 1.58756
F69_s016.png, 1.56731
F69_s017.png, 1.60407
F69_s018.png, 1.53784
F69_s019.png, 1.5343
F69_s020.png, 1.56203
F69_s021.png, 1.59613
F69_s022.png, 1.57031
F69_s023.png, 1.56373
F69_s024.png, 1.56022
