png_finale, scala_png
F37_s001.png, 1.1429
F37_s002.png, 1.21573
F37_s003.png, 1.15141
F37_s004.png, 1.25835
F37_s005.png, 1.17091
F37_s006.png, 1.15075
F37_s007.png, 1.30194
F37_s008.png, 1.28293
F37_s009.png, 1.14692
F37_s010.png, 1.14305
F37_s011.png, 1.18728
F37_s012.png, 1.14792
F37_s013.png, 1.14407
F37_s014.png, 1.43415
F37_s015.png, 1.4285
F37_s016.png, 1.39679
F37_s017.png, 1.2107
F37_s018.png, 1.4619
F37_s019.png, 1.2308
F37_s020.png, 1.14663
F37_s021.png, 1.53979
F37_s022.png, 1.16011
F37_s023.png, 1.47198
F37_s024.png, 1.14294
F37_s025.png, 1.54095
F37_s026.png, 1.14298
F37_s027.png, 1.53975
F37_s028.png, 1.23212
F37_s029.png, 1.23095
F37_s030.png, 1.24703
F37_s031.png, 1.33346
F37_s032.png, 1.4689
F37_s033.png, 1.23435
F37_s034.png, 1.23348
F37_s035.png, 1.24969
F37_s036.png, 1.25782
F37_s037.png, 1.23955
F37_s038.png, 1.25911
F37_s039.png, 1.27042
