png_finale, scala_png
110_s001.png, 0.72275
110_s002.png, 0.747
110_s003.png, 0.84988
110_s004.png, 0.90518
110_s005.png, 0.88316
110_s006.png, 0.99598
110_s007.png, 1.02165
110_s008.png, 1.13909
110_s009.png, 0.99633
110_s010.png, 1.14799
110_s011.png, 1.13315
110_s012.png, 0.99526
110_s013.png, 1.14201
110_s014.png, 1.00605
110_s015.png, 1.15265
110_s016.png, 1.14393
110_s017.png, 1.14281
110_s018.png, 1.15503
110_s019.png, 1.14424
110_s020.png, 1.15212
110_s021.png, 1.13484
110_s022.png, 1.15206
110_s023.png, 1.1513
110_s024.png, 1.15505
110_s025.png, 1.13614
110_s026.png, 1.14153
110_s027.png, 1.12956
110_s028.png, 1.13342
110_s029.png, 1.1513
110_s030.png, 1.13347
110_s031.png, 1.16928
110_s032.png, 1.14546
110_s033.png, 1.27604
110_s034.png, 1.14989
110_s035.png, 1.14046
110_s036.png, 1.13562
110_s037.png, 1.15146
110_s038.png, 1.13284
110_s039.png, 1.15593
110_s040.png, 1.14357
110_s041.png, 1.14121
