png_finale, scala_png
F93_s001.png, 0.98323
F93_s002.png, 0.65103
F93_s003.png, 0.99344
F93_s004.png, 0.92203
F93_s005.png, 0.97007
F93_s006.png, 0.94854
F93_s007.png, 0.98226
F93_s008.png, 0.98085
F93_s009.png, 0.99004
F93_s010.png, 0.96858
F93_s011.png, 0.9859
F93_s012.png, 0.96875
F93_s013.png, 1.14121
F93_s014.png, 1.14877
F93_s015.png, 1.13992
F93_s016.png, 1.14383
F93_s017.png, 1.14926
F93_s018.png, 1.13559
F93_s019.png, 1.13809
F93_s020.png, 1.14965
F93_s021.png, 1.14618
F93_s022.png, 1.12388
F93_s023.png, 1.15221
F93_s024.png, 1.12372
F93_s025.png, 1.12558
F93_s026.png, 1.12292
F93_s027.png, 1.13196
F93_s028.png, 1.18559
F93_s029.png, 1.13426
F93_s030.png, 1.12825
F93_s031.png, 1.17127
F93_s032.png, 1.14583
F93_s033.png, 1.1469
F93_s034.png, 1.12379
F93_s035.png, 1.50679
