png_finale, scala_png
109_s001.png, 0.7177
109_s002.png, 1.21801
109_s003.png, 0.73925
109_s004.png, 1.26436
109_s005.png, 1.25337
109_s006.png, 1.19769
109_s007.png, 1.19974
109_s008.png, 1.19155
109_s009.png, 0.82073
109_s010.png, 1.18853
109_s011.png, 1.29815
109_s012.png, 1.3856
109_s013.png, 1.41984
109_s014.png, 1.41004
109_s015.png, 1.37895
109_s016.png, 1.39586
109_s017.png, 1.36136
109_s018.png, 1.42245
109_s019.png, 1.39758
109_s020.png, 1.38093
109_s021.png, 1.40739
109_s022.png, 1.36264
109_s023.png, 1.41297
109_s024.png, 1.39573
109_s025.png, 1.39056
109_s026.png, 1.3677
109_s027.png, 1.41159
109_s028.png, 1.38678
109_s029.png, 1.38638
109_s030.png, 1.39344
109_s031.png, 1.38353
109_s032.png, 1.40058
109_s033.png, 1.41339
109_s034.png, 1.40034
109_s035.png, 1.40273
