subject,animale,group,aOn,TT,DPA,FP,PL,IL,dACC,Vacc,RS,OA,AU,GA,VA,M1,M2,S1,SS,TeAA,AuA,Prh,lpEC,Ech,AA,ViA,Clst,dEPn,vEPn,PC,PAA,FC,IG,CA1,CA2,CA3,DG,proSub,Sub,LSN,SFn,MSn,DBn,TnS,BNST,LAn,BLA,BMe,PAn,CCA,aAA,CA,IAn,MAn,DLS,DMS,NACC SHELL,NACC CORE,FStr,OT,MGCn,Gpe,Gpi,SubInn,STN,AMn,IADT,AVT,LPT,PlnT,IMDT,MDT,pRE ,PT ,RE,CMT,PCn,CLT,Rh,PVT,XiT,EnT,PCT,PTTn,SMT,subGn,MHb,LHb,VPLT,VPMT,MGC,dLGC,IGLLGC,vlLGC,VALCT,VMT,RT,reSN,cSN,VTA,PAG,SCO,PreCN,APTN,ADPO,AVPO,AVPV,DMH,MePO,MPA,PSN,SCN,AHN,SMN,MPO,VMHn,PHn,LHA,LPO,PSTN,FF,TN ,ZI ,SON,PVH,IPVH,ArH,SPZ
FT43,SC3,SC,2.540806892,0.936766809,1.019889582,1.699631625,1.308979739,1.493707707,0.034698592,0.155764196,0.254435426,0.868537396,-0.023328698,-0.097553333,0.15981586,0.474861509,0.354339232,0.97442711,0.826626728,0.152470084,0.247704385,0.146984036,-0.081688194,0.681723054,1.398051164,1.546739496,0.785815132,0.302918795,-0.485212265,0.085075842,-1.0107613,-0.504365306,-1.195393021,-0.649399379,-0.979816516,-0.856788727,-0.924071199,-0.460719098,-0.423024645,0.610839102,-0.819795941,-0.391278843,-0.187161874,-0.990322902,-0.105544892,-0.46744393,-0.256782203,-0.03955709,-0.286354698,-0.638197535,-0.375618615,-0.249871088,0.44489161,-0.159573298,-1.012009399,-0.518016778,0.430591251,0.807781054,-0.798596887,-0.25153522,-0.477984467,-1.37701937,-1.137477501,-0.69549211,0.478183564,-0.737887115,1.070248204,-1.242895297,-1.192288297,-0.422798,0.59602336,-0.660911695,-0.483169356,1.01777837,-0.329972965,0.087450955,-1.045822947,-0.409913396,0.670362869,2.273176587,-0.080654321,-1.177385622,-1.316477253,-0.958508796,-0.622928503,-1.182353181,-0.693508192,-0.174267956,-1.278599622,-1.26804356,-1.082880931,-1.130948267,0.989966253,-0.260222237,-1.196324438,-0.991987034,-1.105747223,-0.87429316,-0.754596739,-0.282098122,1.603248576,-1.0013633,0.170570624,-0.536927651,0.952038946,-0.152460375,0.014741426,1.454970067,-0.629942074,0.189602581,0.301605496,5.598242751,0.787876669,1.81067518,-0.135834579,0.099248906,2.361164462,0.049079673,-0.084476236,0.388522242,-0.135449593,-0.359070437,-0.117302482,-0.345776009,0.50763808,-0.320379368,-0.342640238,1.829573635
FT72,SC4,SC,2.416367571,0.347536221,1.319528316,2.241772679,2.03875243,1.434150507,0.886691903,0.808628874,0.043342741,1.986202159,0.208381086,0.886415408,0.941327971,2.181649651,1.549161939,2.889156256,1.910216873,-0.303334422,0.260034759,0.224439306,-0.240497441,0.849413317,0.096902355,1.4132818,1.613641787,0.034309657,-0.4389837,0.390167547,-0.231067062,-1.42422074,-1.703086686,-0.95312861,-1.07676241,-0.902092355,-1.418551238,-0.9332773,-1.20009287,0.64603067,-0.483604184,-0.415666799,0.055025351,0.022602887,0.406496894,-1.181739468,-0.414834628,-0.027652202,-0.258544819,-0.407358509,-0.457632389,-0.56899032,-0.04656128,-0.330892711,-0.602521452,0.248883665,0.376906496,1.211716508,-0.790823009,-0.417175445,-0.547190119,-1.118706524,-0.782670415,-0.522576641,0.279730373,-0.551764376,1.343986097,-0.965310523,-1.622696261,-1.101196031,1.541038874,-0.238352587,-0.386030766,1.085529822,-0.386108614,1.443954021,-0.519073469,-0.392212993,1.402162919,1.80873225,0.527580492,-1.445956515,-1.665813468,-1.272129369,-0.552491855,-0.961501327,-1.036157823,-0.179628143,-1.219812643,-1.490483045,-0.993027194,-1.230037612,-0.009747098,0.016648836,-0.826123175,-0.822944818,-0.654108014,-0.801047977,-0.206402581,-0.386307261,0.260424,-1.389390348,0.097592252,-0.554537385,2.292277419,-0.020117026,-0.733333399,-0.36047774,-0.134959339,0.38154518,1.263643992,1.676446554,-0.02021098,0.168909326,0.000480554,-0.9044627,0.622907048,-0.125429636,0.243222216,0.207162358,-0.028178349,-0.876426583,0.0262886,-0.749359406,0.341300306,-0.891445932,0.006458765,-0.072127727
FT66,SC5,SC,1.192658,0.414562465,0.463179529,2.758450561,1.24909342,0.811302092,0.974048857,0.576071704,0.196334333,2.164167153,0.271146698,0.674086144,1.712817913,1.506901024,1.516898765,3.352063389,2.727710555,-0.477129356,0.321629194,-0.275522469,-0.474206236,0.001725864,1.906194952,1.183038223,1.127943964,0.373849103,-0.427536903,0.244984926,-0.452720237,-1.165028808,-1.488891609,-0.979537182,-1.358238202,-1.1318168,-1.34840201,-0.80282406,-0.962038087,0.271262525,-1.006049484,0.164365946,-0.139772653,-1.391108824,-0.358607355,-0.895550061,-0.291994357,-0.061848186,-0.541090514,-0.689023553,0.285289844,0.033587568,0.657300302,-0.368431355,-0.709153151,-0.80600322,0.085813573,0.279282055,-0.182951921,-0.567974684,-0.19459868,-1.044848645,-0.89919253,-0.355714716,0.606016158,-0.049232134,0.230131575,-0.470789325,-1.3128765,-0.13595949,0.991996022,-0.662389327,0.104851954,0.707145748,-0.072778643,1.374248069,-0.513840574,-0.145820067,1.042402316,0.975295527,0.8937926,-0.604935845,-1.091792306,-0.267987586,-0.973712278,-1.030284862,-1.32667826,-0.752948134,-1.011170278,-0.311584443,-1.12073089,-1.295237193,0.350820769,-0.297014564,-1.249339027,-0.661487092,-0.566569514,-1.186371546,-1.086958033,-0.849807347,0.67057779,-1.691589713,0.237038551,0.071051664,2.802272416,0.322309806,-0.367620562,0.241452187,-0.958221876,0.409472151,0.961570936,3.090918125,0.585142825,0.380085498,0.1431939,-0.584221013,1.549568213,0.345657302,0.34685825,0.516810704,0.109180244,-0.836197617,0.311469904,-1.138985912,-0.041505222,-0.367132868,-0.848804525,1.94744173
FT32,SC6,SC,1.894110411,1.230756583,2.015134139,1.515975377,2.280434277,1.862124476,2.305720668,1.918208972,0.01584897,1.918159479,-0.035938639,0.174806784,0.0233494,2.041189921,2.355362083,2.703031965,1.451459085,-1.032654391,-0.442905558,-0.562066552,-0.93302511,-0.048955281,1.235111961,1.684449333,1.389709898,0.439566999,-0.88201589,0.69804161,-1.001829291,-1.040636252,-1.528366645,-0.951207015,-1.218666844,-1.104257172,-1.162384377,-0.765666995,-0.948961836,1.192710013,-0.344401116,0.402199831,0.472106355,-0.640170905,0.06006416,-1.162798318,-0.606880156,-0.660926443,-0.727606927,-0.90562852,-0.63088423,-0.877120589,0.038683211,-0.640143909,-0.669479722,0.397713972,0.372936008,0.71555761,-0.535016412,-0.082713963,-0.17179225,-0.435135167,-0.222747478,-0.534548479,-0.074741101,0.16825122,0.89843851,-0.797189496,-1.278598291,-0.461073965,-0.464349498,-0.777104362,-0.767993163,0.838025632,-0.32594475,-0.475948842,-1.04051477,-0.290309836,0.728052327,1.116409902,-0.066457783,-1.237906099,-1.099199894,-0.852045667,-1.351150437,-0.891561593,-1.125255676,-0.058084478,-0.407140162,-0.250612002,-1.537815297,-0.960988619,0.549166857,0.004830043,-0.924458333,-0.863699004,-0.251511873,-1.303938675,-0.910456331,-0.635604057,0.395729755,-1.236065861,-0.233334467,0.419612346,3.015332395,0.22108268,0.098164722,0.119959612,0.207553111,0.084153722,0.620441185,0.897169691,-0.124459006,0.119838129,-0.617449148,-0.564793163,0.949740189,0.081139152,-0.043115115,0.713145954,0.770836721,-1.054827227,0.561801054,0.454117922,0.122537744,-0.983768868,-0.172687623,0.168071245
FT78,SC7,SC,1.408940037,0.511172589,1.343611067,0.939373873,2.224173438,1.70239093,2.036528704,1.614722969,0.95980119,2.230083205,0.476797382,0.561770824,0.726933278,0.753182991,0.921522251,2.384264884,1.666530418,0.728722634,1.364366898,0.117919664,-0.098145076,0.744715004,1.663521364,2.068506453,1.757602349,0.583215138,-0.070025625,0.904163401,-0.655033211,-0.849408999,-1.394180538,-0.437479671,-0.987615783,-0.626906771,-1.047419416,-0.635613103,-0.775157458,0.778684809,-0.231312306,-0.711411905,-0.923471563,-0.170830675,0.038468063,-0.325928001,0.027508257,0.251100874,-0.705827157,-0.381744026,-0.474413097,-0.346051266,0.65124212,-0.528551602,-0.654785078,0.400962936,0.016943368,-1.105458157,-0.801463344,-1.050914252,-1.350844571,-1.218530081,-0.741935803,-0.665507234,-0.853903358,-0.003805473,-0.058265502,-0.601226716,-1.3225364,-0.558130758,0.16925531,-0.730343432,0.881841883,0.431790884,0.042438197,0.804165659,-0.999638019,-0.569046266,-0.291371063,2.305879208,0.409430924,-1.321138466,-1.497278199,-0.794811584,-1.223901644,-1.32638072,-0.442515729,-0.501564478,-1.025255166,-1.378453776,-1.274429983,-1.269925139,0.524935253,0.129627365,-1.169364728,-1.003929677,-0.470607221,-1.000574635,-0.96456035,-0.640604091,0.704144864,-1.223774499,0.829975022,-0.313707286,2.802272416,0.322309806,-0.152329013,0.504481468,0.58767639,-0.6155171,0.961570936,1.499027009,0.352728482,0.477129113,-0.235480163,-0.39802657,0.7451239,-0.423636625,-1.020264541,-0.164795093,-0.665727409,-0.854965241,-0.206537414,-0.590737468,0.509498562,-0.582796104,-0.357022395,0.760613013
FT30,SC8,SC,2.766454122,-0.09003337,-0.041455506,0.972303483,0.428755326,-0.115372831,0.625763205,0.896469469,-0.514020905,1.006162411,-0.081079863,-0.398120813,-0.112749388,0.200995934,0.220070629,0.755667796,0.354269524,0.481477692,0.81237718,-0.131109647,-0.173073208,0.240243868,1.121924226,2.826067347,1.199586583,0.511042317,0.296588351,0.123210663,-0.824386096,-0.883380911,-1.465984948,-0.217187763,-0.820687157,-0.667770786,-1.222561721,-0.158431094,-0.052729012,0.650737766,-0.853685689,-0.905935605,-1.137148108,-0.949239696,-0.281210522,-0.341238581,0.635143069,0.89556682,-0.069049668,-0.404696705,-0.961216116,-0.32177978,0.905684168,-0.532308184,-1.046468404,-0.332358054,0.359616277,1.205559429,-0.811395637,-1.334244331,-1.199380934,-1.296936132,-0.903039447,-0.837814436,-1.052675554,0.06984684,-0.060234439,-0.503154552,-1.24832754,-0.346573811,1.465341723,-0.338138847,0.79382871,1.256503385,0.143614364,1.49287827,-1.268189652,-0.279247741,1.765904534,2.552745322,0.922016348,-0.641582451,-1.417042184,-0.085919596,-0.860115621,0.736435617,-0.8948119,-0.349854075,-0.860680256,-1.133568242,-1.192221201,-1.464832631,2.33888672,0.880724971,-1.01306272,-0.664344562,-0.379718303,-1.499018049,-1.100093419,-0.731843479,1.201729894,-1.53205115,0.38205958,-0.137263022,2.396782992,0.127854502,-0.17990261,0.714868075,0.97799209,0.38870077,1.365620168,-1.295461166,0.849193724,0.392219179,-0.052725171,-0.768583202,2.167256713,0.046831219,0.005985405,0.189407461,0.163545616,-1.135938174,0.493577025,-1.30759891,1.608305912,-0.350933412,-1.538196844,1.79079075
FT31,MS1,MS,2.80689948,0.279485831,1.439096988,1.685569143,1.747322443,1.216727297,1.828214918,1.667744288,0.482669406,2.485832224,0.521518448,0.392028231,0.381157911,0.781988611,1.039232264,2.024562545,1.188175413,0.74801886,1.718437038,0.042428855,0.198430301,0.517197496,2.109879734,2.217784954,1.678832015,0.749352945,-0.218001779,0.445149509,-0.552375294,-1.270747807,-1.166335913,-0.519544457,-0.887628318,-0.707823342,-1.160060773,-0.234695132,-0.698857798,0.797604814,-0.431949442,-0.16595271,-0.855541109,-1.27099486,-0.09848508,-0.674441577,-0.002455684,-0.172919597,-0.777455153,-0.473017017,-0.397374412,-0.391417971,0.451313474,-0.678130074,-0.317158862,1.382549089,0.920081204,1.601620626,-0.576591403,-0.776659644,-0.754093847,-1.183066324,-1.037735085,-0.512310753,-0.296040795,-0.321049942,0.401468116,-0.521688875,-1.185257681,-0.530553127,1.157733576,-0.293305921,1.295858286,0.606035187,0.170881451,0.612288091,-0.478924048,-0.086643843,0.560614542,0.312210435,1.226500703,-1.22620173,-1.366451094,-1.152493548,-0.488778981,-1.352052861,-1.089287578,-0.215019852,-1.319790245,-1.219405309,-1.146050413,-1.108389695,0.249137874,-0.257871148,-1.122424761,-0.64428138,-1.112856409,-0.628768939,-0.460782966,-0.740315717,0.279829234,-1.501588936,0.459238208,-0.908101577,1.943217963,-0.145296631,-0.768212911,1.510334642,0.53914319,-0.03809304,0.799504649,-1.347195804,-0.250546035,0.357796605,-0.696362566,-1.0207008,1.412652464,-0.231787321,-0.415177032,-0.011982038,-0.718221791,-1.3053846,-0.17031072,-0.891316815,0.541240667,-0.881214829,-0.800030832,-0.093321678
FT32,MS2,MS,1.659917162,0.093796785,1.371467778,1.059893685,1.085996455,1.367259248,0.432439183,0.417701247,0.654731764,0.614031606,-0.373135373,-0.229955311,0.086785646,-0.134927483,-0.099255399,0.668511641,0.741871194,0.566530389,1.200492486,-0.328870777,-0.487442101,0.668292327,1.54752655,1.814944825,0.872012431,0.349863803,-0.424201027,0.277446148,-0.645265447,-1.10712336,-1.521274592,-0.396458895,-1.077721362,-0.769081191,-1.188482121,-0.471942336,-0.956885987,0.465181686,-0.859561128,0.325399845,-0.437110573,-1.213100753,-0.033968929,-0.787088068,0.057644518,-0.459489888,-0.615350947,-0.701382262,-1.018855036,-0.486241642,-0.129728574,-0.824978691,-0.866376039,0.84961003,0.345098906,1.887205497,-0.911402464,-0.496129264,-0.599031638,-1.437129382,-1.111657399,-0.852397624,-0.544533134,-0.306710776,0.927018821,-0.966780535,-1.12706713,-0.334349022,1.392815161,-0.047088554,1.353553245,0.822066435,0.159909725,0.448033599,-0.860897793,-0.36834739,0.974640084,1.651313107,0.519511665,-0.907840335,-1.501704811,-0.632263559,-0.690317267,-0.74009012,0.01417638,-0.070499802,-1.16562724,-1.629546708,-1.327675276,-1.081306578,1.934769045,0.934399332,-0.508768707,-0.45707512,-0.770367067,-0.892382124,-0.88456991,-0.760322462,0.238920667,-1.507884864,-0.957440045,-0.674441204,3.572926161,0.39153587,0.242263482,2.313670663,1.486914942,0.39001452,1.884682225,2.386868615,0.272803606,-0.160767351,-0.509089598,-0.878946224,1.744288612,-0.192230904,-0.160827374,-0.301689627,-0.522036081,-0.997542282,-0.109069147,-0.985133697,1.743081228,0.727380276,-0.078510554,1.715426821
FT33,MS3,MS,1.501026966,0.507677832,1.158404402,0.903449247,1.657248127,1.374947257,0.739920976,0.436349227,0.497118477,1.966960354,-0.02730759,0.636950112,0.251478469,0.572522832,0.248309767,1.744715627,1.353628639,0.127812582,1.094203884,-0.116111792,-0.514753538,0.528656307,1.644248097,3.171371266,0.863154224,0.132604423,-0.628614948,0.339545694,-0.250996433,-1.198575435,-1.536331565,-0.352126348,-1.054856024,-0.774220065,-1.188585969,-1.225870427,-1.170829902,0.979339946,-0.514464118,-0.162341417,-0.977613703,-1.009384262,0.274712629,-0.473151649,-0.166924397,-0.020087008,-0.392973357,-0.598485431,-1.049855324,-0.734402436,0.011235994,-0.43601041,-0.970542307,0.849473907,-0.034262621,1.630263441,-1.051618697,-0.97392882,-1.170388313,-1.488577264,-0.987036264,-0.982972449,-0.687414949,0.378471193,0.777745485,-0.585085583,-1.173900141,-0.710816197,0.75394442,0.474618309,-0.527553659,0.641774773,-0.299448923,1.769113435,-0.487270572,-0.057735479,1.037280638,2.100221857,-0.382414002,-0.995256389,-1.543319417,-1.045651274,-0.352221826,-0.80296514,-0.117558892,0.155823665,-1.189185695,-1.728336378,-1.111522671,-1.281212306,1.271373683,0.699751269,-0.623414339,-0.546034768,-0.652738255,-0.890817539,-0.496681198,0.199200861,0.412452682,-0.666576708,0.910401294,-0.940925988,2.522133567,0.030415291,-0.094676809,2.72066674,1.035218893,-0.031240121,1.297117145,0.118339299,-0.845659067,1.027210612,-0.672290516,-0.673964378,2.385828679,-0.483537949,-0.418406513,-0.223250901,-0.639723306,-0.776383255,-0.348853216,-0.754285889,0.809575719,0.332011823,-0.556283816,-0.40920773
FT34,MS4,MS,2.597592739,0.953519602,1.417067678,0.301742091,1.305995341,1.230062786,1.092846039,1.126250825,0.010232868,0.873929708,0.001959732,0.242477988,-0.290698009,0.210601846,0.26068866,0.316178671,-0.055979365,0.581233954,0.642586025,-0.038170539,0.124910955,0.659580298,-0.106218229,1.369318629,1.439123036,0.169477821,-0.566182275,0.093279179,-0.657550595,-1.061875296,-1.099542905,-0.429152875,-0.910064489,-0.624227264,-0.986043202,0.016637963,-0.58427348,0.54957231,-0.478324676,0.648901519,0.807573571,-0.738796745,-0.136891549,-0.922212177,-0.547463866,-0.20761097,-0.06362258,-0.34627762,0.164367863,-0.690344466,-0.087317903,-0.829597593,-0.786206398,0.889351896,0.55978951,3.347578093,-0.637110765,-0.064013565,-0.225973692,-1.26326518,-1.274125876,-0.473331471,-0.937851579,0.232187479,-0.215042402,-0.486462052,-1.255662693,-0.589345424,0.450992489,-0.716866285,-0.792435007,1.072989972,-0.061151771,-0.080907377,-1.164975882,-0.901261895,-0.162625968,1.793580853,-0.45559867,-1.109716661,-1.354766543,-1.00684958,-1.343634329,-0.923488309,-1.173392921,-0.862527223,-1.156015808,-1.287430228,-1.119903994,-1.06927686,0.852230037,0.449021272,-1.253219036,-0.965475759,0.302548497,-1.0744194,-0.801438524,-0.793428761,1.362541555,-1.094210303,0.293900668,-0.483165831,1.947231905,0.090845052,-0.219505428,0.358440353,2.033887325,1.154765582,1.025476417,-0.0162618,1.058222141,1.448305755,1.047233832,-0.640610624,1.606136103,-0.25707601,0.582740875,-0.292147912,0.053542608,-0.865508484,-0.238295152,-0.941441039,3.081398728,-0.444941612,0.959482124,3.372717888
FT35,MS5,MS,1.725468973,0.38490533,1.167368858,2.699398359,2.190327526,2.004498315,1.763003386,1.301475662,0.852656965,1.71763099,0.664094998,1.075548616,1.313795582,1.382170326,1.437227164,2.361444529,2.019678892,1.163308454,1.504521056,0.245039382,-0.147205681,0.748361881,1.275962133,2.105748997,1.295267964,0.452337931,-0.382543352,0.516200115,-0.539022007,-1.430123845,-1.276853522,-0.692821948,-1.115804662,-0.977869838,-1.327767091,-0.717222198,-0.899979986,0.696349445,-0.858669794,0.203147331,-0.199028968,-1.267068202,-0.175095285,-0.400038755,-0.206942611,-0.249139102,-0.508516739,-0.43069354,-0.310391027,-0.692322954,-0.040080565,-0.45850208,-0.285844861,0.880038567,0.343924798,1.017937363,-0.583663026,-0.226210613,0.022448568,-1.072174239,-1.178261738,-0.502689142,-0.388803291,-0.732689201,-0.782013916,-0.870993317,-1.163468466,-0.932601923,0.000355938,-0.850379654,0.887395572,0.186911121,0.02371857,0.344418388,-1.177548375,-0.435222313,0.719811155,1.090729193,0.466787131,-1.073139801,-1.253290932,-1.080776026,-1.041092517,-0.731332731,-0.430652108,-0.301155141,-1.417085158,-1.254989672,-1.332897538,-1.31917251,-0.154845509,-0.085180947,-1.384405576,-0.886244149,-1.029812018,-1.205893738,-1.155902497,-1.108375601,-0.043951819,-1.665108437,0.5416578,-0.935698566,1.679487696,0.639979372,0.172602433,0.843293177,0.89801495,0.486101969,1.411151591,0.335548189,0.357285939,-0.183484504,0.1686321,-0.425348724,1.008823973,-0.388698808,-0.065642732,-0.345131436,-1.031271169,-0.743820183,-0.426856513,-0.579644056,0.997060693,-0.596961118,-0.347145425,0.720220078
FT36,MS6,MS,1.986770696,0.310618239,1.036583215,1.098320075,1.134075013,0.658080207,1.210097409,1.060797939,1.267607378,2.575206563,0.717412856,0.288865264,0.775964649,0.869352849,0.711114644,1.648130334,1.376777067,0.645757083,1.261358483,0.151796448,0.064745503,0.320239194,1.502850212,2.849167475,1.279583227,0.395193052,-0.610046759,0.387183124,-1.104352614,-1.183797543,-1.513060326,-0.463848105,-0.99917145,-0.80226654,-1.149481922,-0.209640769,-0.241232518,0.492637588,-0.879269114,-0.70706388,-0.896032838,-1.222385677,0.267313666,-1.089417736,-0.297682167,-0.176150311,0.380478046,-0.227957983,-0.479783333,-0.377775284,0.331253359,-0.755931017,-0.20442548,0.228355168,0.672205463,1.04897826,-0.767826917,-0.471023751,-1.221324689,-1.263371674,-1.503505127,-0.793907282,0.04519125,-1.718548476,0.453313779,-0.571139361,-1.377783367,-1.01078564,0.31112785,-0.658461822,0.611122433,0.510940489,0.198825155,0.386576934,-0.512396735,-0.064075202,0.854621665,0.92082763,0.593934598,-0.876301865,-1.159863183,-1.186241697,-0.709310122,-0.909481522,-0.369983173,-0.053241964,-1.363230696,-1.420771488,-1.424398354,-1.401704242,0.75384385,0.222648762,-0.916174809,-0.204538499,-1.1428426,-1.470179059,-1.242586548,-0.862967739,-0.114487427,-1.013446712,0.879238884,-0.975959508,1.379787469,-0.353404389,-0.106041864,1.135478497,0.836680233,0.212861361,0.963028732,0.464937464,0.044165489,0.20438703,-0.235153643,-0.710571562,1.401250706,-0.176491421,-0.758468795,0.341201041,-0.442085382,-0.983281051,-0.645787313,-1.016758771,2.126007412,-0.383872117,0.458329286,1.067842761
FT37,MS7,MS,0.859126579,-0.549754391,-0.120682267,-0.252301936,0.905013506,0.423746739,1.195298876,1.763915021,0.242479337,0.597322359,-0.717189631,-0.470451321,-0.367840335,0.307689315,-0.078865291,1.989781714,1.005936951,0.281085732,1.061679684,-0.126037018,-0.623056056,0.548718349,2.601068532,2.879223462,-0.50391568,-0.459707784,-1.292550267,-0.300483352,-0.573801036,-1.034339516,-1.363370254,-0.554241264,-0.980672884,-0.379590724,-1.173892045,-0.370088546,-0.456250453,0.417881472,-0.627684739,-0.704957088,-0.470374744,-1.20890497,-0.530241315,-0.932729709,-0.997508584,-1.328331803,-0.377338264,-0.52362548,-0.479783333,-1.595348964,0.066791438,-0.663858311,-1.052945007,0.252675487,-0.411052723,1.635588183,-0.767826917,-0.135623384,-1.389633493,-1.080002383,-0.718111397,-0.390819251,-0.727544608,0.699164733,0.808004021,0.04995221,-0.548092376,-0.071369207,2.05471658,0.466797463,1.449916158,0.360510759,0.963952639,2.287704978,-0.012200341,0.477149604,1.998009539,1.814807846,2.188820763,0.161570976,-1.150025397,-1.034431,-0.339815814,-0.90695997,-0.605837468,0.657316559,-1.20334034,-1.38178572,-0.957084184,-1.120199887,0.227634651,0.140509333,-0.604816435,-0.317199932,-0.322730528,-1.419975192,-1.298866491,-0.532450717,0.293437633,-0.941053965,1.087670647,-0.186079434,0.585838573,-0.018159203,-0.138967267,0.8801003,0.266893372,-0.266134098,-0.202625842,1.312326282,0.04142942,0.490270915,-0.475028953,-1.165732289,1.26736112,-0.456823366,-0.677760738,0.308421056,0.20519745,-0.945319976,0.02102294,-0.799791206,2.574079225,-0.251746041,-0.060693203,0.154548538
FT38,MS8,MS,2.384966873,0.527204936,0.66592753,0.983078813,0.745613833,0.394701711,0.462867053,1.073035298,0.777433531,2.481544763,-0.12669585,-0.757662332,-0.820759589,-0.045921209,0.162599237,1.607135561,0.209779538,0.58873466,1.258091483,0.310879314,-0.050396393,0.405390173,2.250092044,3.403654071,1.013489356,0.031775221,-0.910490691,0.460672101,-0.267044862,-1.183797543,-1.844484416,-0.573812254,-1.039525851,-0.843421809,-1.342788631,0.252113077,0.325640925,-0.06177928,-1.351054727,-0.904882497,-0.083418137,-1.848449949,-0.786521586,-0.052902009,-0.485758331,0.929407057,-0.663927118,-0.887564508,-0.266592064,0.473527089,-0.06913572,-0.663858311,-1.022908379,0.789009314,0.911873837,0.998536879,-0.846575149,-0.368211644,0.014572969,-0.939965182,-0.319756199,-0.298842224,-0.505285301,0.024597464,1.256016329,-0.616917377,-0.838640022,-0.737385929,1.40658273,0.166400301,0.611122433,-0.113704821,0.433914397,0.98920478,-1.603102635,0.9235349,0.854621665,0.475267213,0.593934598,-0.109343343,-1.332774482,-1.136741314,-0.709310122,-0.909481522,-0.587467252,0.263368044,-1.251067655,-1.112326787,-1.581006919,-0.576390968,0.967576075,0.166583044,-0.916174809,-0.547582476,-1.015964127,-1.320024886,-1.036689267,-0.650708674,-0.081241459,-1.198552846,0.459238208,-0.284269448,1.947231905,0.090845052,-0.843505059,1.394569196,1.695439233,-0.186253976,1.025476417,0.464937464,-0.324377578,0.738448259,-0.5091698,-0.787982086,1.37353459,-0.120612524,-0.151662669,-0.325325813,-0.442085382,-0.945319976,-0.02313919,-2.165698695,1.046927349,-1.103689112,-0.060693203,2.014515413
FT31,MC1,MC,1.19649956,-0.09531864,0.432587626,0.226469484,1.244183267,0.384147431,1.021707103,0.970116258,0.9206972,1.846890438,-0.046955341,0.49328127,0.074616913,0.224189627,0.280593733,1.551880756,0.667410761,-0.222797322,0.387414463,-0.493707446,-0.967096671,-0.125337096,1.279927342,1.673748123,1.023868498,-0.049324563,-0.699083648,0.367431948,-0.640013129,-0.708523127,-1.390121228,-0.599148209,-1.124562636,-0.75363602,-1.228486265,-0.20073862,-0.793561564,0.418912644,-0.39348105,0.020949882,-0.513072717,-0.592807423,-0.074500662,-1.075862658,-0.476214692,-0.388060936,-0.8153397,-0.422242156,0.023738913,-0.596722874,-0.046518905,-0.690992963,-0.405059063,1.119934208,0.172137408,1.939470898,-0.631614861,-0.438080612,-0.361091294,-1.288165716,-0.810083769,-0.842411177,0.630469605,-0.005223784,0.304182038,-0.72544228,-1.399396524,-0.669921437,0.587358081,-0.693746664,1.104779501,0.541746404,0.09156724,1.107113393,-0.606451231,-0.413189235,1.130402428,1.357646131,1.020472613,-1.000760404,-1.511379664,-1.026809374,-1.075546761,-1.231674323,-0.873809601,0.427171668,-1.508470093,-1.517614458,-1.426378635,-1.401624424,0.674169278,0.080679211,-1.301988255,-0.662562302,-0.783319875,-1.1634823,-1.074484768,-0.762686863,0.191783245,-1.570818036,-0.024165089,-0.149116602,1.575974079,0.273951599,-0.456868125,1.598745626,1.341163413,0.465868958,1.400103002,3.90398807,0.596932647,1.33853233,0.354172619,-0.822896271,1.746647416,-0.058903285,0.098822462,0.232554643,0.06175661,-0.903782336,0.063070074,-1.062501493,2.894861677,0.088125634,-0.753902038,2.392033832
FT32,MC2,MC,1.956517872,0.715244138,1.50619255,1.164875184,2.150948715,1.842151826,1.211479528,1.456903526,0.614296987,1.754483814,0.368778316,0.580983053,0.57830288,0.699021092,0.749146403,2.106853229,1.332109829,0.771257262,1.163761639,0.600434027,-0.202211118,1.154654913,1.70942581,1.631712081,1.514907056,0.436044107,-0.558263798,0.28503927,-0.654864966,-0.870299886,-1.215341091,-0.687982791,-0.995968189,-0.9095377,-1.180122409,-0.441061246,-1.273914919,0.414539611,-0.939623707,-0.534083638,-0.566376447,-1.305222669,-0.09697434,-0.858111751,-0.232939554,-0.104106438,-0.825827958,-0.764310224,0.181132434,-0.139083928,0.261316701,-0.23277951,-0.332128476,1.204455628,0.573749518,2.181264644,-0.527364047,-0.777557805,-0.778509052,-1.306624744,-0.806647481,-0.836945377,0.030190713,-0.193365873,0.409839729,-0.716576556,-1.310583014,-0.936596397,0.906893372,-0.40073548,0.234997362,-0.133651451,-0.131298129,0.646716029,-0.87268702,-0.489172153,0.76527252,1.087062272,0.619055477,-0.943552673,-1.462595451,-0.84899625,-1.008886665,-0.928377802,-0.945556603,-0.070819553,-1.429941979,-1.37838529,-1.545243493,-1.42889155,0.924214184,0.282762589,-1.177687937,-0.580631629,-1.022301052,-1.222901477,-1.158687792,-1.418835832,0.3120834,-1.560346231,0.04157412,-0.491620149,1.37338764,-0.335602105,-0.661117951,0.460023648,0.377364335,0.057479331,0.597460816,2.678866043,0.14190589,-0.141279461,0.029766935,-1.094433532,1.003492287,-0.215422633,0.006623679,-0.000828507,0.190678716,-1.389689802,0.144689753,-1.097005505,1.37432987,-0.208802224,-0.366349175,1.361204013
