png_finale, scala_png
F89_s001.png, 1.51291
F89_s002.png, 1.5169
F89_s003.png, 1.25495
F89_s004.png, 1.53491
F89_s005.png, 1.56282
F89_s006.png, 1.34477
F89_s007.png, 1.30589
F89_s008.png, 1.20114
F89_s009.png, 1.49457
F89_s010.png, 1.39124
F89_s011.png, 1.51848
F89_s012.png, 1.50598
F89_s013.png, 1.53729
F89_s014.png, 1.50712
F89_s015.png, 1.52446
F89_s016.png, 1.53415
F89_s017.png, 1.49879
F89_s018.png, 1.49953
F89_s019.png, 1.49754
F89_s020.png, 1.4877
F89_s021.png, 1.48406
F89_s022.png, 1.48955
F89_s023.png, 1.52022
F89_s024.png, 1.49857
F89_s025.png, 1.48516
F89_s026.png, 1.52602
F89_s027.png, 1.51758
F89_s028.png, 1.51028
F89_s029.png, 1.52815
F89_s030.png, 1.48776
F89_s031.png, 1.49472
F89_s032.png, 1.5019
F89_s033.png, 1.70189
F89_s034.png, 1.5192
F89_s035.png, 1.49611
