MC,1.0,AU:0.9911504424778761,PCT:0.9823008849557522,MSn:0.9734513274336283,EnT:0.9646017699115044,LAn:0.9557522123893806,MGCn:0.9469026548672567,PAn:0.9380530973451328,VALCT:0.9292035398230089,Clst:0.9203539823008849,PL:0.911504424778761,SubInn:0.9026548672566371,PHn:0.8938053097345132,VMT:0.8849557522123894,BLA:0.8761061946902655,PCn:0.8672566371681416,DPA:0.8584070796460177,CA1:0.8495575221238938,CLT:0.8407079646017699,XiT:0.7787610619469026,DBn:0.39823008849557523,PlnT:0.39823008849557523,SMT:0.39823008849557523,CA2:0.37168141592920356,TeAA:0.37168141592920356,FStr:0.36283185840707965,LPT:0.34513274336283184,Gpe:0.3274336283185841,LHb:0.3274336283185841,IL:0.3185840707964602
MS,1.0,LPO:0.9824561403508771,GA:0.956140350877193,AVT:0.9473684210526315,PAG:0.9385964912280702,PSN:0.9298245614035088,FF:0.9035087719298246,NACC.SHELL:0.8947368421052632,AU:0.8859649122807017,Clst:0.8771929824561403,PHn:0.868421052631579,SFn:0.8596491228070176,MAn:0.5789473684210527,MPA:0.3684210526315789,CA3:0.3684210526315789,Ech:0.3508771929824561,CA:0.2543859649122807,LSN:0.2543859649122807,PSTN:0.23684210526315788,XiT:0.21929824561403508,SS:0.21929824561403508,VALCT:0.21052631578947367,SPZ:0.21052631578947367,AMn:0.20175438596491227,proSub:0.20175438596491227,PlnT:0.19298245614035087,lpEC:0.19298245614035087,MePO:0.19298245614035087,IADT:0.18421052631578946,IL:0.18421052631578946
SC,1.0,APTN:0.9917355371900827,PlnT:0.9669421487603306,MHb:0.9586776859504132,MGC:0.8760330578512396,S1:0.8677685950413223,Gpe:0.859504132231405,ZI:0.6446280991735537,IG:0.6363636363636364,Ech:0.34710743801652894,SS:0.34710743801652894,CA:0.3305785123966942,MePO:0.30578512396694213,VA:0.30578512396694213,PVH:0.2975206611570248,M1:0.2975206611570248,DG:0.2892561983471074,PHn:0.2809917355371901,LHb:0.2809917355371901,AMn:0.2809917355371901,PAG:0.2644628099173554,subGn:0.256198347107438,Prh:0.2396694214876033,pRE:0.23140495867768596,CA2:0.2231404958677686,M2:0.2231404958677686,MPA:0.2231404958677686,Gpi:0.2231404958677686,AU:0.2231404958677686,RE:0.21487603305785125
SS,1.0,vEPn:0.9834710743801653,VMHn:0.9752066115702479,DMH:0.9586776859504132,Vacc:0.9504132231404959,BMe:0.9421487603305785,MGC:0.9338842975206612,RT:0.9256198347107438,PVH:0.8760330578512396,CA1:0.7851239669421488,ViA:0.7768595041322314,aOn:0.768595041322314,DPA:0.7272727272727273,APTN:0.3884297520661157,PT:0.3884297520661157,AU:0.371900826446281,RE:0.34710743801652894,PAn:0.34710743801652894,PAA:0.34710743801652894,AHN:0.34710743801652894,FP:0.3305785123966942,SCN:0.3140495867768595,AVT:0.30578512396694213,M2:0.2727272727272727,AuA:0.2644628099173554,aAA:0.2644628099173554,dLGC:0.2644628099173554,VTA:0.2396694214876033,AMn:0.23140495867768596,NACC.SHELL:0.23140495867768596
