HC,1.0,LHA:0.9919354838709677,CLT:0.9838709677419355,dLGC:0.9758064516129032,AHN:0.967741935483871,Prh:0.9596774193548387,PAG:0.9516129032258065,SCO:0.9435483870967742,MGCn:0.9354838709677419,PAn:0.9274193548387096,FC:0.9193548387096774,CCA:0.9112903225806451,SS:0.9032258064516129,PCn:0.8951612903225806,PreCN:0.8870967741935484,IGLLGC:0.8790322580645161,SFn:0.8709677419354839,S1:0.8629032258064516,VTA:0.8548387096774194,PlnT:0.8467741935483871,Ech:0.8387096774193549,DMH:0.8306451612903226,BLA:0.6370967741935484,M1:0.6290322580645161,CA2:0.6209677419354839,RS:0.6129032258064516,LSN:0.6048387096774194,FStr:0.5483870967741935,DBn:0.5403225806451613,BNST:0.532258064516129
MS,1.0,Clst:0.9912280701754386,PC:0.8245614035087719,GA:0.7982456140350878,CA3:0.7894736842105263,MePO:0.7807017543859649,FF:0.7543859649122807,LSN:0.7368421052631579,PTTn:0.3684210526315789,IL:0.35964912280701755,SFn:0.3508771929824561,MDT:0.2807017543859649,Gpi:0.2719298245614035,ZI:0.2543859649122807,PSTN:0.17543859649122806,SPZ:0.17543859649122806,DLS:0.16666666666666666,AU:0.16666666666666666,LPT:0.15789473684210525,EnT:0.14912280701754385,VMT:0.14912280701754385,PCT:0.13157894736842105,SubInn:0.08771929824561403,NACC.SHELL:0.08771929824561403,LPO:0.08771929824561403,M1:0.07894736842105263,M2:0.07017543859649122,PAA:0.07017543859649122,MPA:0.07017543859649122,IMDT:0.07017543859649122
MC,1.0,PL:0.9911504424778761,DPA:0.9823008849557522,PHn:0.9734513274336283,MSn:0.9646017699115044,BMe:0.9557522123893806,LAn:0.9380530973451328,LPT:0.9292035398230089,VALCT:0.4778761061946903,lpEC:0.4690265486725664,OT:0.46017699115044247,M1:0.45132743362831856,FP:0.4424778761061947,XiT:0.3805309734513274,AVPV:0.37168141592920356,PSTN:0.36283185840707965,CA1:0.3185840707964602,OA:0.3185840707964602,PVH:0.2920353982300885,ADPO:0.2831858407079646,PSN:0.25663716814159293,FStr:0.22123893805309736,SubInn:0.21238938053097345,VMHn:0.20353982300884957,PlnT:0.19469026548672566,MGCn:0.19469026548672566,AU:0.19469026548672566,GA:0.19469026548672566,Clst:0.19469026548672566,PreCN:0.18584070796460178
SS,1.0,MAn:0.8181818181818182,CA1:0.7272727272727273,cSN:0.71900826446281,AU:0.4132231404958678,VMT:0.4049586776859504,VTA:0.30578512396694213,PT:0.30578512396694213,M2:0.2892561983471074,VA:0.2231404958677686,CCA:0.2231404958677686,EnT:0.21487603305785125,PTTn:0.19834710743801653,PSN:0.19008264462809918,SFn:0.15702479338842976,vEPn:0.15702479338842976,AA:0.15702479338842976,VALCT:0.15702479338842976,IADT:0.15702479338842976,PreCN:0.15702479338842976,SubInn:0.1487603305785124,VMHn:0.1322314049586777,IMDT:0.1322314049586777,AHN:0.1322314049586777,LPO:0.12396694214876033,DG:0.11570247933884298,OT:0.10743801652892562,PCn:0.09917355371900827,Vacc:0.09917355371900827,RT:0.09917355371900827
SC,1.0,subGn:0.9917355371900827,IAn:0.9834710743801653,Ech:0.9752066115702479,AVPO:0.45454545454545453,MGC:0.4462809917355372,Gpi:0.4297520661157025,Gpe:0.371900826446281,LAn:0.36363636363636365,CA1:0.3305785123966942,ViA:0.32231404958677684,BLA:0.2644628099173554,Clst:0.19008264462809918,MHb:0.15702479338842976,LHA:0.1487603305785124,PCT:0.14049586776859505,TeAA:0.1322314049586777,CCA:0.1322314049586777,PHn:0.1322314049586777,FP:0.12396694214876033,PL:0.11570247933884298,DMS:0.09917355371900827,FStr:0.09917355371900827,S1:0.09090909090909091,SS:0.0743801652892562,IG:0.0743801652892562,IMDT:0.0743801652892562,Vacc:0.0743801652892562,CA3:0.06611570247933884,VA:0.06611570247933884
