"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"56076",,"interacts with","VMT (interacts with) Rh","false","interacts with","VMT (interacts with) Rh","VMT","Rh","0.8756775"
"56073",,"interacts with","VMT (interacts with) SMT","false","interacts with","VMT (interacts with) SMT","VMT","SMT","0.8725512"
"56070",,"interacts with","VMT (interacts with) IADT","false","interacts with","VMT (interacts with) IADT","VMT","IADT","0.8348354"
"56067",,"interacts with","VALCT (interacts with) MDT","false","interacts with","VALCT (interacts with) MDT","VALCT","MDT","0.893374"
"56064",,"interacts with","VALCT (interacts with) IADT","false","interacts with","VALCT (interacts with) IADT","VALCT","IADT","0.9350623"
"56061",,"interacts with","VALCT (interacts with) VMT","false","interacts with","VALCT (interacts with) VMT","VALCT","VMT","0.8999887"
"56058",,"interacts with","TnS (interacts with) PT","false","interacts with","TnS (interacts with) PT","TnS","PT","0.8723809"
"56055",,"interacts with","DBn (interacts with) LPO","false","interacts with","DBn (interacts with) LPO","DBn","LPO","0.885581"
"56052",,"interacts with","DBn (interacts with) MPO","false","interacts with","DBn (interacts with) MPO","DBn","MPO","0.9023642"
"56049",,"interacts with","DBn (interacts with) AHN","false","interacts with","DBn (interacts with) AHN","DBn","AHN","0.8442516"
"56046",,"interacts with","DBn (interacts with) SPZ","false","interacts with","DBn (interacts with) SPZ","DBn","SPZ","0.9187026"
"56043",,"interacts with","MSn (interacts with) LPO","false","interacts with","MSn (interacts with) LPO","MSn","LPO","0.7445189"
"56040",,"interacts with","MSn (interacts with) MPA","false","interacts with","MSn (interacts with) MPA","MSn","MPA","0.8348603"
"56037",,"interacts with","SubInn (interacts with) VPMT","false","interacts with","SubInn (interacts with) VPMT","SubInn","VPMT","0.9030021"
"56034",,"interacts with","Gpi (interacts with) ZI","false","interacts with","Gpi (interacts with) ZI","Gpi","ZI","0.7779976"
"56031",,"interacts with","Gpi (interacts with) CLT","false","interacts with","Gpi (interacts with) CLT","Gpi","CLT","0.9708426"
"56028",,"interacts with","Gpi (interacts with) Rh","false","interacts with","Gpi (interacts with) Rh","Gpi","Rh","0.9210463"
"56025",,"interacts with","Gpi (interacts with) SMT","false","interacts with","Gpi (interacts with) SMT","Gpi","SMT","0.848554"
