"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"55284",,"interacts with","OA (interacts with) SS","false","interacts with","OA (interacts with) SS","OA","SS","0.8112653"
"55281",,"interacts with","OA (interacts with) S1","false","interacts with","OA (interacts with) S1","OA","S1","0.8720556"
"55278",,"interacts with","OA (interacts with) M1","false","interacts with","OA (interacts with) M1","OA","M1","0.7863159"
"55275",,"interacts with","OA (interacts with) M2","false","interacts with","OA (interacts with) M2","OA","M2","0.8043134"
"55272",,"interacts with","OA (interacts with) AU","false","interacts with","OA (interacts with) AU","OA","AU","0.8189073"
"55269",,"interacts with","Vacc (interacts with) AMn","false","interacts with","Vacc (interacts with) AMn","Vacc","AMn","0.7496106"
"55266",,"interacts with","Vacc (interacts with) SFn","false","interacts with","Vacc (interacts with) SFn","Vacc","SFn","0.7947221"
"55263",,"interacts with","Vacc (interacts with) PC","false","interacts with","Vacc (interacts with) PC","Vacc","PC","0.7714151"
"55260",,"interacts with","dACC (interacts with) Gpi","false","interacts with","dACC (interacts with) Gpi","dACC","Gpi","0.7688674"
"55257",,"interacts with","dACC (interacts with) SFn","false","interacts with","dACC (interacts with) SFn","dACC","SFn","0.7587285"
"55254",,"interacts with","dACC (interacts with) PC","false","interacts with","dACC (interacts with) PC","dACC","PC","0.9054201"
"55251",,"interacts with","dACC (interacts with) Vacc","false","interacts with","dACC (interacts with) Vacc","dACC","Vacc","0.9003509"
"55248",,"interacts with","IL (interacts with) DPA","false","interacts with","IL (interacts with) DPA","IL","DPA","0.9202427"
"55245",,"interacts with","PL (interacts with) BNST","false","interacts with","PL (interacts with) BNST","PL","BNST","0.7306485"
"55242",,"interacts with","PL (interacts with) SFn","false","interacts with","PL (interacts with) SFn","PL","SFn","0.812549"
"55239",,"interacts with","PL (interacts with) PC","false","interacts with","PL (interacts with) PC","PL","PC","0.8138157"
"55236",,"interacts with","PL (interacts with) DPA","false","interacts with","PL (interacts with) DPA","PL","DPA","0.9260528"
"55233",,"interacts with","PL (interacts with) IL","false","interacts with","PL (interacts with) IL","PL","IL","0.8886243"
"55230",,"interacts with","FP (interacts with) STN","false","interacts with","FP (interacts with) STN","FP","STN","0.7313343"
"55227",,"interacts with","FP (interacts with) PCn","false","interacts with","FP (interacts with) PCn","FP","PCn","0.7808719"
"55224",,"interacts with","FP (interacts with) VA","false","interacts with","FP (interacts with) VA","FP","VA","0.8134618"
"55221",,"interacts with","FP (interacts with) M1","false","interacts with","FP (interacts with) M1","FP","M1","0.7597314"
