"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"8098",,"interacts with","Prh (interacts with) MAn","false","interacts with","Prh (interacts with) MAn","Prh","MAn","-0.7483229"
"8101",,"interacts with","Prh (interacts with) Gpe","false","interacts with","Prh (interacts with) Gpe","Prh","Gpe","-0.8574246"
"8104",,"interacts with","Prh (interacts with) Gpi","false","interacts with","Prh (interacts with) Gpi","Prh","Gpi","-0.8881692"
"8107",,"interacts with","Prh (interacts with) SubInn","false","interacts with","Prh (interacts with) SubInn","Prh","SubInn","-0.8536353"
"8110",,"interacts with","Prh (interacts with) VPLT","false","interacts with","Prh (interacts with) VPLT","Prh","VPLT","-0.7974243"
"8113",,"interacts with","Prh (interacts with) AVT","false","interacts with","Prh (interacts with) AVT","Prh","AVT","-0.8664433"
"8116",,"interacts with","Prh (interacts with) SMT","false","interacts with","Prh (interacts with) SMT","Prh","SMT","-0.7761245"
"8119",,"interacts with","Prh (interacts with) RT","false","interacts with","Prh (interacts with) RT","Prh","RT","-0.8657563"
"8122",,"interacts with","Prh (interacts with) MPA","false","interacts with","Prh (interacts with) MPA","Prh","MPA","-0.7587477"
"8125",,"interacts with","Prh (interacts with) AHN","false","interacts with","Prh (interacts with) AHN","Prh","AHN","-0.918831"
"8128",,"interacts with","Prh (interacts with) LHA","false","interacts with","Prh (interacts with) LHA","Prh","LHA","-0.8772788"
"8131",,"interacts with","Prh (interacts with) LPO","false","interacts with","Prh (interacts with) LPO","Prh","LPO","-0.7826102"
"8134",,"interacts with","Prh (interacts with) VTA","false","interacts with","Prh (interacts with) VTA","Prh","VTA","0.8187859"
"8137",,"interacts with","lpEC (interacts with) CCA","false","interacts with","lpEC (interacts with) CCA","lpEC","CCA","-0.7762634"
"8140",,"interacts with","lpEC (interacts with) PAn","false","interacts with","lpEC (interacts with) PAn","lpEC","PAn","0.7932103"
"8143",,"interacts with","lpEC (interacts with) MAn","false","interacts with","lpEC (interacts with) MAn","lpEC","MAn","-0.9321682"
"8146",,"interacts with","lpEC (interacts with) MGCn","false","interacts with","lpEC (interacts with) MGCn","lpEC","MGCn","-0.8632961"
"8149",,"interacts with","lpEC (interacts with) Gpe","false","interacts with","lpEC (interacts with) Gpe","lpEC","Gpe","-0.9234318"
"8152",,"interacts with","lpEC (interacts with) Gpi","false","interacts with","lpEC (interacts with) Gpi","lpEC","Gpi","-0.9106986"
"8155",,"interacts with","lpEC (interacts with) SubInn","false","interacts with","lpEC (interacts with) SubInn","lpEC","SubInn","-0.9635514"
"8158",,"interacts with","lpEC (interacts with) MSn","false","interacts with","lpEC (interacts with) MSn","lpEC","MSn","-0.880074"
"8161",,"interacts with","lpEC (interacts with) VALCT","false","interacts with","lpEC (interacts with) VALCT","lpEC","VALCT","-0.7792599"
"8164",,"interacts with","lpEC (interacts with) VPLT","false","interacts with","lpEC (interacts with) VPLT","lpEC","VPLT","-0.858299"
"8167",,"interacts with","lpEC (interacts with) PCT","false","interacts with","lpEC (interacts with) PCT","lpEC","PCT","-0.7886946"
"8170",,"interacts with","lpEC (interacts with) AVT","false","interacts with","lpEC (interacts with) AVT","lpEC","AVT","-0.797756"
"8173",,"interacts with","lpEC (interacts with) MDT","false","interacts with","lpEC (interacts with) MDT","lpEC","MDT","-0.7791681"
"8176",,"interacts with","lpEC (interacts with) SMT","false","interacts with","lpEC (interacts with) SMT","lpEC","SMT","-0.9102773"
"8179",,"interacts with","lpEC (interacts with) Rh","false","interacts with","lpEC (interacts with) Rh","lpEC","Rh","-0.7855471"
"8182",,"interacts with","lpEC (interacts with) CMT","false","interacts with","lpEC (interacts with) CMT","lpEC","CMT","-0.7295751"
"8185",,"interacts with","lpEC (interacts with) LHA","false","interacts with","lpEC (interacts with) LHA","lpEC","LHA","-0.9359792"
"8188",,"interacts with","lpEC (interacts with) LPO","false","interacts with","lpEC (interacts with) LPO","lpEC","LPO","-0.8559325"
"8191",,"interacts with","lpEC (interacts with) VTA","false","interacts with","lpEC (interacts with) VTA","lpEC","VTA","0.8147457"
"8194",,"interacts with","lpEC (interacts with) PAG","false","interacts with","lpEC (interacts with) PAG","lpEC","PAG","0.7659948"
"8197",,"interacts with","Ech (interacts with) BMe","false","interacts with","Ech (interacts with) BMe","Ech","BMe","0.7362332"
"8200",,"interacts with","Ech (interacts with) IAn","false","interacts with","Ech (interacts with) IAn","Ech","IAn","0.7596551"
"8203",,"interacts with","Ech (interacts with) SFn","false","interacts with","Ech (interacts with) SFn","Ech","SFn","-0.8280489"
"8206",,"interacts with","Ech (interacts with) MPO","false","interacts with","Ech (interacts with) MPO","Ech","MPO","-0.8834779"
"8209",,"interacts with","VA (interacts with) VMT","false","interacts with","VA (interacts with) VMT","VA","VMT","-0.8127833"
"8212",,"interacts with","VA (interacts with) PT","false","interacts with","VA (interacts with) PT","VA","PT","-0.9002932"
"8215",,"interacts with","VA (interacts with) RT","false","interacts with","VA (interacts with) RT","VA","RT","-0.8235733"
"8218",,"interacts with","VA (interacts with) AHN","false","interacts with","VA (interacts with) AHN","VA","AHN","-0.8322297"
"8221",,"interacts with","VA (interacts with) MPO","false","interacts with","VA (interacts with) MPO","VA","MPO","-0.7869176"
"8224",,"interacts with","aOn (interacts with) FStr","false","interacts with","aOn (interacts with) FStr","aOn","FStr","0.7799808"
"8227",,"interacts with","aOn (interacts with) PVT","false","interacts with","aOn (interacts with) PVT","aOn","PVT","0.7820546"
"8230",,"interacts with","aOn (interacts with) MHb","false","interacts with","aOn (interacts with) MHb","aOn","MHb","-0.882485"
"8233",,"interacts with","TT (interacts with) IMDT","false","interacts with","TT (interacts with) IMDT","TT","IMDT","-0.8008562"
"8236",,"interacts with","TT (interacts with) PAG","false","interacts with","TT (interacts with) PAG","TT","PAG","0.9271089"
"8239",,"interacts with","DPA (interacts with) PT","false","interacts with","DPA (interacts with) PT","DPA","PT","0.8811824"
"8242",,"interacts with","DPA (interacts with) AHN","false","interacts with","DPA (interacts with) AHN","DPA","AHN","0.8226834"
"8245",,"interacts with","DPA (interacts with) SMN","false","interacts with","DPA (interacts with) SMN","DPA","SMN","-0.8999382"
"8248",,"interacts with","DPA (interacts with) ZI","false","interacts with","DPA (interacts with) ZI","DPA","ZI","0.8988709"
"8251",,"interacts with","DPA (interacts with) PAG","false","interacts with","DPA (interacts with) PAG","DPA","PAG","0.8660506"
"8254",,"interacts with","DPA (interacts with) PreCN","false","interacts with","DPA (interacts with) PreCN","DPA","PreCN","0.8334391"
"8257",,"interacts with","PC (interacts with) LPT","false","interacts with","PC (interacts with) LPT","PC","LPT","-0.7378169"
"8260",,"interacts with","PC (interacts with) PSTN","false","interacts with","PC (interacts with) PSTN","PC","PSTN","0.8276045"
