png_finale, scala_png
103_s001.png, 0.45182
103_s002.png, 0.45312
103_s002.png, 0.45312
103_s003.png, 0.90256
103_s004.png, 0.90763
103_s005.png, 0.90173
103_s006.png, 0.91967
103_s007.png, 0.97723
103_s008.png, 0.91036
103_s009.png, 0.9714
103_s010.png, 0.97096
103_s011.png, 1.0393
103_s012.png, 0.91543
103_s013.png, 0.98048
103_s014.png, 0.97342
103_s015.png, 0.96745
103_s016.png, 0.96708
103_s017.png, 0.97293
103_s018.png, 1.04885
103_s019.png, 0.96671
103_s020.png, 1.04656
103_s021.png, 1.07242
103_s022.png, 1.04096
103_s023.png, 1.14931
103_s024.png, 1.0485
103_s025.png, 1.0433
103_s026.png, 1.04042
103_s027.png, 1.04
103_s028.png, 1.24343
103_s029.png, 1.13163
103_s030.png, 1.12814
103_s031.png, 1.23803
103_s032.png, 1.23826
103_s033.png, 1.23086
103_s034.png, 1.24138
103_s035.png, 1.12828
103_s036.png, 1.1503
103_s037.png, 1.14937
