png_finale, scala_png
111_s001.png, 0.65729
111_s002.png, 0.66567
111_s003.png, 0.64452
111_s004.png, 1.06171
111_s005.png, 1.06665
111_s006.png, 1.01003
111_s007.png, 1.0716,
111_s008.png, 1.06909
111_s009.png, 1.09366
111_s010.png, 1.07906
111_s011.png, 1.04937
111_s012.png, 1.2524
111_s013.png, 1.067
111_s014.png, 1.24512
111_s015.png, 1.23807
111_s016.png, 1.25376
111_s017.png, 1.26623
111_s018.png, 1.24322
111_s019.png, 1.25653
111_s020.png, 1.24965
111_s021.png, 1.24908
111_s022.png, 1.2467
111_s023.png, 1.25773
111_s024.png, 1.24332
111_s025.png, 1.26231
111_s026.png, 1.23891
111_s027.png, 1.24075
111_s028.png, 1.22946
111_s029.png, 1.22909
111_s030.png, 1.23349
111_s031.png, 1.24091
111_s032.png, 1.24005
111_s033.png, 1.23592
111_s034.png, 1.23834
111_s035.png, 1.24152
111_s036.png, 1.2333
111_s037.png, 1.23982
111_s038.png, 1.24184
111_s039.png, 1.23038
111_s040.png, 1.24845
111_s041.png, 1.23332
111_s042.png, 1.23397
111_s043.png, 1.23036
111_s045.png, 1.23837
111_s046.png, 1.24071
111_s047.png, 1.2381
111_s048.png, 1.35008
111_s049.png, 1.38773
111_s044.png, 1.2383
